|dates|Marion_Ohio_UnitedStates.JHU_ConfirmedCases.data|Marion_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Marion_Ohio_UnitedStates.NYT_ConfirmedCases.data|Marion_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Marion_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|12530.0|0|12530.0|0|187.0|0|0.0|100
0|2021-11-15|12561.0|0|12561.0|0|187.0|0|0.0|100
0|2021-11-16|12594.0|0|12594.0|0|188.0|0|0.0|100
0|2021-11-17|12662.0|0|12662.0|0|188.0|0|0.0|100
0|2021-11-18|12708.0|0|12708.0|0|188.0|0|0.0|100
0|2021-11-19|12746.0|0|12746.0|0|192.0|0|0.0|100
0|2021-11-20|12781.0|0|12781.0|0|192.0|0|0.0|100
0|2021-11-21|12799.0|0|12799.0|0|192.0|0|0.0|100
0|2021-11-22|12822.0|0|12822.0|0|192.0|0|0.0|100
0|2021-11-23|12867.0|0|12867.0|0|192.0|0|0.0|100
0|2021-11-24|12903.0|0|12903.0|0|192.0|0|0.0|100
0|2021-11-25|12903.0|0|12903.0|0|192.0|0|0.0|100
0|2021-11-26|12948.0|0|12948.0|0|194.0|0|0.0|100
0|2021-11-27|12978.0|0|12978.0|0|194.0|0|0.0|100
0|2021-11-28|13012.0|0|13012.0|0|194.0|0|0.0|100
0|2021-11-29|13054.0|0|13054.0|0|194.0|0|0.0|100
0|2021-11-30|13116.0|0|13116.0|0|194.0|0|0.0|100
0|2021-12-01|13186.0|0|13186.0|0|194.0|0|0.0|100
0|2021-12-02|13250.0|0|13250.0|0|194.0|0|0.0|100
0|2021-12-03|13332.0|0|13332.0|0|196.0|0|0.0|100
0|2021-12-04|13385.0|0|13385.0|0|196.0|0|0.0|100
0|2021-12-05|13440.0|0|13440.0|0|196.0|0|0.0|100
0|2021-12-06|13477.0|0|13477.0|0|196.0|0|0.0|100
0|2021-12-07|13520.0|0|13520.0|0|198.0|0|0.0|100
0|2021-12-08|13590.0|0|13590.0|0|198.0|0|0.0|100
0|2021-12-09|13673.0|0|13673.0|0|198.0|0|0.0|100
0|2021-12-10|13715.0|0|13715.0|0|199.0|0|0.0|100
0|2021-12-11|13806.0|0|13806.0|0|199.0|0|0.0|100
0|2021-12-12|13851.0|0|13851.0|0|199.0|0|0.0|100
0|2021-12-13|13895.0|0|13895.0|0|199.0|0|0.0|100
0|2021-12-14|13895.0|0|13946.0|0|199.0|0|0.0|100
0|2021-12-15|14014.0|0|14014.0|0|200.0|0|0.0|100
0|2021-12-16|14082.0|0|14082.0|0|200.0|0|0.0|100
0|2021-12-17|14143.0|0|14143.0|0|204.0|0|0.0|100
0|2021-12-18|14188.0|0|14188.0|0|204.0|0|0.0|100
0|2021-12-19|14226.0|0|14226.0|0|204.0|0|0.0|100
0|2021-12-20|14249.0|0|14249.0|0|204.0|0|0.0|100
0|2021-12-21|14302.0|0|14302.0|0|204.0|0|0.0|100
0|2021-12-22|14382.0|0|14382.0|0|204.0|0|0.0|100
0|2021-12-23|14450.0|0|14450.0|0|204.0|0|0.0|100
0|2021-12-24|14508.0|0|14508.0|0|208.0|0|0.0|100
0|2021-12-25|14508.0|0|14508.0|0|208.0|0|0.0|100
0|2021-12-26|14590.0|0|14590.0|0|208.0|0|0.0|100
0|2021-12-27|14631.0|0|14631.0|0|208.0|0|0.0|100
0|2021-12-28|14713.0|0|14713.0|0|208.0|0|0.0|100
0|2021-12-29|14813.0|0|14813.0|0|208.0|0|0.0|100
0|2021-12-30|14919.0|0|14919.0|0|208.0|0|0.0|100
0|2021-12-31|14953.0|0|14953.0|0|217.0|0|0.0|100
0|2022-01-01|14953.0|0|14953.0|0|217.0|0|0.0|100
0|2022-01-02|15096.0|0|15096.0|0|217.0|0|0.0|100
0|2022-01-03|15192.0|0|15192.0|0|217.0|0|0.0|100
0|2022-01-04|15320.0|0|15320.0|0|218.0|0|0.0|100
0|2022-01-05|15412.0|0|15412.0|0|218.0|0|0.0|100
0|2022-01-06|15536.0|0|15536.0|0|218.0|0|0.0|100
0|2022-01-07|15706.0|0|15706.0|0|224.0|0|0.0|100
0|2022-01-08|15759.0|0|15759.0|0|224.0|0|0.0|100
0|2022-01-09|15895.0|0|15895.0|0|224.0|0|0.0|100
0|2022-01-10|16019.0|0|16019.0|0|224.0|0|0.0|100
0|2022-01-11|16047.0|0|16047.0|0|227.0|0|0.0|100
0|2022-01-12|16186.0|0|16186.0|0|227.0|0|0.0|100
0|2022-01-13|16186.0|0|16304.0|0|227.0|0|0.0|100
0|2022-01-14|16653.0|0|16653.0|0|231.0|0|0.0|100
0|2022-01-15|17058.0|0|17058.0|0|231.0|0|0.0|100
0|2022-01-16|17314.0|0|17314.0|0|231.0|0|0.0|100
0|2022-01-17|17503.0|0|0.0|100|231.0|0|0.0|100
