|dates|Bradley_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Bradley_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Bradley_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Bradley_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Bradley_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Bradley_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Bradley_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Bradley_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1946.0|0|1946.0|0|41.0|0|0.0|100
0|2021-10-18|1946.0|0|1946.0|0|41.0|0|0.0|100
0|2021-10-19|1947.0|0|1947.0|0|41.0|0|0.0|100
0|2021-10-20|1949.0|0|1949.0|0|41.0|0|0.0|100
0|2021-10-21|1951.0|0|1951.0|0|41.0|0|0.0|100
0|2021-10-22|1955.0|0|1955.0|0|41.0|0|0.0|100
0|2021-10-23|1956.0|0|1956.0|0|41.0|0|0.0|100
0|2021-10-24|1956.0|0|1956.0|0|41.0|0|0.0|100
0|2021-10-25|1956.0|0|1956.0|0|41.0|0|0.0|100
0|2021-10-26|1957.0|0|1957.0|0|41.0|0|0.0|100
0|2021-10-27|1958.0|0|1958.0|0|41.0|0|0.0|100
0|2021-10-28|1959.0|0|1959.0|0|41.0|0|0.0|100
0|2021-10-29|1960.0|0|1960.0|0|41.0|0|0.0|100
0|2021-10-30|1961.0|0|1961.0|0|41.0|0|0.0|100
0|2021-10-31|1961.0|0|1961.0|0|41.0|0|0.0|100
0|2021-11-01|1962.0|0|1962.0|0|41.0|0|0.0|100
0|2021-11-02|1964.0|0|1964.0|0|41.0|0|0.0|100
0|2021-11-03|1966.0|0|1966.0|0|41.0|0|0.0|100
0|2021-11-04|1976.0|0|1976.0|0|41.0|0|0.0|100
0|2021-11-05|1978.0|0|1978.0|0|41.0|0|0.0|100
0|2021-11-06|1979.0|0|1979.0|0|41.0|0|0.0|100
0|2021-11-07|1982.0|0|1982.0|0|41.0|0|0.0|100
0|2021-11-08|1982.0|0|1982.0|0|41.0|0|0.0|100
0|2021-11-09|1982.0|0|1982.0|0|41.0|0|0.0|100
0|2021-11-10|1982.0|0|1985.0|0|41.0|0|0.0|100
0|2021-11-11|1989.0|0|1989.0|0|41.0|0|0.0|100
0|2021-11-12|1991.0|0|1991.0|0|41.0|0|0.0|100
0|2021-11-13|1992.0|0|1992.0|0|41.0|0|0.0|100
0|2021-11-14|1993.0|0|1993.0|0|41.0|0|0.0|100
0|2021-11-15|1993.0|0|1993.0|0|41.0|0|0.0|100
0|2021-11-16|1995.0|0|1995.0|0|41.0|0|0.0|100
0|2021-11-17|1995.0|0|1995.0|0|41.0|0|0.0|100
0|2021-11-18|1998.0|0|1998.0|0|41.0|0|0.0|100
0|2021-11-19|1998.0|0|1998.0|0|41.0|0|0.0|100
0|2021-11-20|1998.0|0|1998.0|0|41.0|0|0.0|100
0|2021-11-21|1998.0|0|1998.0|0|41.0|0|0.0|100
0|2021-11-22|1999.0|0|1999.0|0|41.0|0|0.0|100
0|2021-11-23|2002.0|0|2002.0|0|41.0|0|0.0|100
0|2021-11-24|2006.0|0|2006.0|0|41.0|0|0.0|100
0|2021-11-25|2006.0|0|2006.0|0|41.0|0|0.0|100
0|2021-11-26|2009.0|0|2009.0|0|41.0|0|0.0|100
0|2021-11-27|2010.0|0|2010.0|0|41.0|0|0.0|100
0|2021-11-28|2011.0|0|2011.0|0|41.0|0|0.0|100
0|2021-11-29|2014.0|0|2014.0|0|41.0|0|0.0|100
0|2021-11-30|2014.0|0|2018.0|0|41.0|0|0.0|100
0|2021-12-01|2020.0|0|2020.0|0|41.0|0|0.0|100
0|2021-12-02|2024.0|0|2024.0|0|41.0|0|0.0|100
0|2021-12-03|2027.0|0|2027.0|0|41.0|0|0.0|100
0|2021-12-04|2029.0|0|2029.0|0|41.0|0|0.0|100
0|2021-12-05|2032.0|0|2032.0|0|41.0|0|0.0|100
0|2021-12-06|2034.0|0|2034.0|0|41.0|0|0.0|100
0|2021-12-07|2036.0|0|2036.0|0|41.0|0|0.0|100
0|2021-12-08|2038.0|0|2038.0|0|41.0|0|0.0|100
0|2021-12-09|2038.0|0|2038.0|0|41.0|0|0.0|100
0|2021-12-10|2039.0|0|2039.0|0|42.0|0|0.0|100
0|2021-12-11|2040.0|0|2040.0|0|42.0|0|0.0|100
0|2021-12-12|2041.0|0|2041.0|0|42.0|0|0.0|100
0|2021-12-13|2041.0|0|2041.0|0|42.0|0|0.0|100
0|2021-12-14|2041.0|0|2045.0|0|42.0|0|0.0|100
0|2021-12-15|2045.0|0|2045.0|0|42.0|0|0.0|100
0|2021-12-16|2045.0|0|2045.0|0|42.0|0|0.0|100
0|2021-12-17|2045.0|0|2045.0|0|42.0|0|0.0|100
0|2021-12-18|2046.0|0|2046.0|0|42.0|0|0.0|100
0|2021-12-19|2048.0|0|2048.0|0|42.0|0|0.0|100
0|2021-12-20|2049.0|0|2049.0|0|42.0|0|0.0|100
0|2021-12-21|2053.0|0|2053.0|0|42.0|0|0.0|100
0|2021-12-22|2055.0|0|2055.0|0|42.0|0|0.0|100
0|2021-12-23|2058.0|0|2058.0|0|42.0|0|0.0|100
0|2021-12-24|2058.0|0|2058.0|0|42.0|0|0.0|100
0|2021-12-25|2058.0|0|2058.0|0|42.0|0|0.0|100
0|2021-12-26|2058.0|0|2058.0|0|42.0|0|0.0|100
0|2021-12-27|2059.0|0|2059.0|0|42.0|0|0.0|100
0|2021-12-28|2062.0|0|2062.0|0|42.0|0|0.0|100
0|2021-12-29|2069.0|0|2069.0|0|42.0|0|0.0|100
0|2021-12-30|2078.0|0|2078.0|0|42.0|0|0.0|100
0|2021-12-31|2085.0|0|2085.0|0|42.0|0|0.0|100
0|2022-01-01|2091.0|0|2091.0|0|42.0|0|0.0|100
0|2022-01-02|2093.0|0|2093.0|0|43.0|0|0.0|100
0|2022-01-03|2099.0|0|2099.0|0|43.0|0|0.0|100
0|2022-01-04|2113.0|0|2113.0|0|43.0|0|0.0|100
0|2022-01-05|2126.0|0|2126.0|0|43.0|0|0.0|100
0|2022-01-06|2135.0|0|2135.0|0|43.0|0|0.0|100
0|2022-01-07|2145.0|0|2145.0|0|43.0|0|0.0|100
0|2022-01-08|2160.0|0|2160.0|0|43.0|0|0.0|100
0|2022-01-09|2160.0|0|2160.0|0|43.0|0|0.0|100
0|2022-01-10|2178.0|0|2178.0|0|43.0|0|0.0|100
0|2022-01-11|2202.0|0|2202.0|0|43.0|0|0.0|100
0|2022-01-12|2252.0|0|2252.0|0|43.0|0|0.0|100
0|2022-01-13|2252.0|0|2302.0|0|43.0|0|0.0|100
0|2022-01-14|2363.0|0|2363.0|0|43.0|0|0.0|100
0|2022-01-15|2463.0|0|2463.0|0|43.0|0|0.0|100
0|2022-01-16|2482.0|0|2482.0|0|43.0|0|0.0|100
0|2022-01-17|2501.0|0|0.0|100|43.0|0|0.0|100
