|dates|Boundary_Idaho_UnitedStates.JHU_ConfirmedCases.data|Boundary_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Boundary_Idaho_UnitedStates.NYT_ConfirmedCases.data|Boundary_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Boundary_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Boundary_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Boundary_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Boundary_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|1760.0|0|1760.0|0|51.0|0|0.0|100
0|2022-01-08|1761.0|0|1761.0|0|51.0|0|0.0|100
0|2022-01-09|1761.0|0|1761.0|0|51.0|0|0.0|100
0|2022-01-10|1764.0|0|1764.0|0|51.0|0|0.0|100
0|2022-01-11|1765.0|0|1765.0|0|51.0|0|0.0|100
0|2022-01-12|1769.0|0|1769.0|0|51.0|0|0.0|100
0|2022-01-13|1769.0|0|1772.0|0|51.0|0|0.0|100
0|2022-01-14|1778.0|0|1778.0|0|51.0|0|0.0|100
0|2022-01-15|1780.0|0|1780.0|0|51.0|0|0.0|100
0|2022-01-16|1780.0|0|1780.0|0|51.0|0|0.0|100
0|2022-01-17|1780.0|0|0.0|100|51.0|0|0.0|100
