|dates|Boundary_Idaho_UnitedStates.JHU_ConfirmedCases.data|Boundary_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Boundary_Idaho_UnitedStates.NYT_ConfirmedCases.data|Boundary_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Boundary_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Boundary_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Boundary_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Boundary_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1325.0|0|1325.0|0|24.0|0|0.0|100
0|2021-10-18|1334.0|0|1334.0|0|25.0|0|0.0|100
0|2021-10-19|1354.0|0|1354.0|0|27.0|0|0.0|100
0|2021-10-20|1374.0|0|1374.0|0|28.0|0|0.0|100
0|2021-10-21|1421.0|0|1421.0|0|28.0|0|0.0|100
0|2021-10-22|1452.0|0|1452.0|0|30.0|0|0.0|100
0|2021-10-23|1461.0|0|1461.0|0|30.0|0|0.0|100
0|2021-10-24|1460.0|0|1460.0|0|30.0|0|0.0|100
0|2021-10-25|1475.0|0|1475.0|0|31.0|0|0.0|100
0|2021-10-26|1493.0|0|1493.0|0|31.0|0|0.0|100
0|2021-10-27|1512.0|0|1512.0|0|31.0|0|0.0|100
0|2021-10-28|1513.0|0|1513.0|0|31.0|0|0.0|100
0|2021-10-29|1520.0|0|1520.0|0|31.0|0|0.0|100
0|2021-10-30|1525.0|0|1525.0|0|31.0|0|0.0|100
0|2021-10-31|1525.0|0|1525.0|0|31.0|0|0.0|100
0|2021-11-01|1540.0|0|1540.0|0|31.0|0|0.0|100
0|2021-11-02|1543.0|0|1543.0|0|31.0|0|0.0|100
0|2021-11-03|1563.0|0|1563.0|0|31.0|0|0.0|100
0|2021-11-04|1589.0|0|1589.0|0|33.0|0|0.0|100
0|2021-11-05|1593.0|0|1593.0|0|33.0|0|0.0|100
0|2021-11-06|1596.0|0|1596.0|0|33.0|0|0.0|100
0|2021-11-07|1596.0|0|1596.0|0|33.0|0|0.0|100
0|2021-11-08|1602.0|0|1602.0|0|35.0|0|0.0|100
0|2021-11-09|1614.0|0|1614.0|0|35.0|0|0.0|100
0|2021-11-10|1614.0|0|1617.0|0|35.0|0|0.0|100
0|2021-11-11|1617.0|0|1617.0|0|37.0|0|0.0|100
0|2021-11-12|1622.0|0|1617.0|0|39.0|0|0.0|100
0|2021-11-13|1623.0|0|1622.0|0|39.0|0|0.0|100
0|2021-11-14|1623.0|0|1623.0|0|39.0|0|0.0|100
0|2021-11-15|1628.0|0|1628.0|0|41.0|0|0.0|100
0|2021-11-16|1629.0|0|1629.0|0|42.0|0|0.0|100
0|2021-11-17|1653.0|0|1653.0|0|42.0|0|0.0|100
0|2021-11-18|1657.0|0|1657.0|0|42.0|0|0.0|100
0|2021-11-19|1666.0|0|1657.0|0|42.0|0|0.0|100
0|2021-11-20|1667.0|0|1667.0|0|42.0|0|0.0|100
0|2021-11-21|1667.0|0|1667.0|0|42.0|0|0.0|100
0|2021-11-22|1678.0|0|1678.0|0|43.0|0|0.0|100
0|2021-11-23|1686.0|0|1686.0|0|45.0|0|0.0|100
0|2021-11-24|1692.0|0|1692.0|0|45.0|0|0.0|100
0|2021-11-25|1692.0|0|1692.0|0|45.0|0|0.0|100
0|2021-11-26|1696.0|0|1696.0|0|45.0|0|0.0|100
0|2021-11-27|1697.0|0|1697.0|0|45.0|0|0.0|100
0|2021-11-28|1697.0|0|1697.0|0|45.0|0|0.0|100
0|2021-11-29|1700.0|0|1700.0|0|46.0|0|0.0|100
0|2021-11-30|1702.0|0|1702.0|0|46.0|0|0.0|100
0|2021-12-01|1708.0|0|1708.0|0|48.0|0|0.0|100
0|2021-12-02|1708.0|0|1710.0|0|48.0|0|0.0|100
0|2021-12-03|1712.0|0|1710.0|0|48.0|0|0.0|100
0|2021-12-04|1712.0|0|1712.0|0|48.0|0|0.0|100
0|2021-12-05|1712.0|0|1712.0|0|48.0|0|0.0|100
0|2021-12-06|1713.0|0|1713.0|0|48.0|0|0.0|100
0|2021-12-07|1715.0|0|1715.0|0|48.0|0|0.0|100
0|2021-12-08|1717.0|0|1717.0|0|48.0|0|0.0|100
0|2021-12-09|1722.0|0|1722.0|0|48.0|0|0.0|100
0|2021-12-10|1724.0|0|1724.0|0|48.0|0|0.0|100
0|2021-12-11|1724.0|0|1724.0|0|48.0|0|0.0|100
0|2021-12-12|1724.0|0|1724.0|0|48.0|0|0.0|100
0|2021-12-13|1725.0|0|1725.0|0|48.0|0|0.0|100
0|2021-12-14|1725.0|0|1728.0|0|48.0|0|0.0|100
0|2021-12-15|1729.0|0|1729.0|0|49.0|0|0.0|100
0|2021-12-16|1732.0|0|1732.0|0|49.0|0|0.0|100
0|2021-12-17|1732.0|0|1732.0|0|49.0|0|0.0|100
0|2021-12-18|1731.0|0|1731.0|0|49.0|0|0.0|100
0|2021-12-19|1731.0|0|1731.0|0|49.0|0|0.0|100
0|2021-12-20|1735.0|0|1735.0|0|49.0|0|0.0|100
0|2021-12-21|1735.0|0|1735.0|0|49.0|0|0.0|100
0|2021-12-22|1738.0|0|1738.0|0|50.0|0|0.0|100
0|2021-12-23|1739.0|0|1739.0|0|50.0|0|0.0|100
0|2021-12-24|1739.0|0|1739.0|0|50.0|0|0.0|100
0|2021-12-25|1739.0|0|1739.0|0|50.0|0|0.0|100
0|2021-12-26|1739.0|0|1739.0|0|50.0|0|0.0|100
0|2021-12-27|1741.0|0|1741.0|0|50.0|0|0.0|100
0|2021-12-28|1742.0|0|1742.0|0|50.0|0|0.0|100
0|2021-12-29|1743.0|0|1743.0|0|50.0|0|0.0|100
0|2021-12-30|1743.0|0|1743.0|0|50.0|0|0.0|100
0|2021-12-31|1743.0|0|1743.0|0|50.0|0|0.0|100
0|2022-01-01|1743.0|0|1743.0|0|50.0|0|0.0|100
0|2022-01-02|1743.0|0|1743.0|0|50.0|0|0.0|100
0|2022-01-03|1747.0|0|1747.0|0|51.0|0|0.0|100
0|2022-01-04|1748.0|0|1748.0|0|51.0|0|0.0|100
0|2022-01-05|1752.0|0|1752.0|0|51.0|0|0.0|100
0|2022-01-06|1756.0|0|1756.0|0|51.0|0|0.0|100
