|dates|Gaston_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Gaston_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Gaston_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Gaston_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Gaston_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Gaston_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Gaston_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Gaston_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-18|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-19|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-20|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-21|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-22|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-23|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-24|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-25|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-26|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-27|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-28|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-29|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-30|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-10-31|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-01|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-02|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-03|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-04|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-05|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-06|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-07|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-08|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-09|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-10|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-11|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-12|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-13|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-14|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-15|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-16|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-17|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-18|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-19|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-20|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-21|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-22|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-23|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-24|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-25|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-26|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-27|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-28|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-29|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-11-30|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-01|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-02|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-03|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-04|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-05|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-06|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-07|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-08|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-09|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-10|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-11|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-12|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-13|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-14|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-15|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-16|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-17|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-18|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-19|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-20|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-21|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-22|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-23|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
0|2021-12-24|103982.0|0|5299.0|0|4.848967341074844|0|109281.0|0
