|dates|Dutchess_NewYork_UnitedStates.BLS_EmployedPopulation.data|Dutchess_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Dutchess_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Dutchess_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Dutchess_NewYork_UnitedStates.BLS_UnemploymentRate.data|Dutchess_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Dutchess_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Dutchess_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-23|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2021-12-24|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2021-12-25|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2021-12-26|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2021-12-27|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2021-12-28|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2021-12-29|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2021-12-30|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2021-12-31|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-01|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-02|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-03|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-04|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-05|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-06|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-07|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-08|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-09|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-10|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-11|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-12|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-13|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-14|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-15|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-16|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
0|2022-01-17|133439.0|0|6109.0|0|4.377705162381403|0|139548.0|0
