|dates|Clay_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Clay_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Clay_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Clay_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Clay_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Clay_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2150.0|0|2150.0|0|18.0|0|0.0|100
0|2021-10-18|2150.0|0|2153.0|0|18.0|0|0.0|100
0|2021-10-19|2150.0|0|2166.0|0|18.0|0|0.0|100
0|2021-10-20|2177.0|0|2177.0|0|18.0|0|0.0|100
0|2021-10-21|2186.0|0|2186.0|0|18.0|0|0.0|100
0|2021-10-22|2187.0|0|2187.0|0|18.0|0|0.0|100
0|2021-10-23|2187.0|0|2187.0|0|18.0|0|0.0|100
0|2021-10-24|2187.0|0|2187.0|0|18.0|0|0.0|100
0|2021-10-25|2190.0|0|2190.0|0|18.0|0|0.0|100
0|2021-10-26|2202.0|0|2202.0|0|18.0|0|0.0|100
0|2021-10-27|2210.0|0|2210.0|0|18.0|0|0.0|100
0|2021-10-28|2211.0|0|2211.0|0|18.0|0|0.0|100
0|2021-10-29|2218.0|0|2218.0|0|18.0|0|0.0|100
0|2021-10-30|2218.0|0|2218.0|0|18.0|0|0.0|100
0|2021-10-31|2218.0|0|2218.0|0|18.0|0|0.0|100
0|2021-11-01|2220.0|0|2220.0|0|18.0|0|0.0|100
0|2021-11-02|2226.0|0|2226.0|0|18.0|0|0.0|100
0|2021-11-03|2232.0|0|2232.0|0|18.0|0|0.0|100
0|2021-11-04|2234.0|0|2234.0|0|18.0|0|0.0|100
0|2021-11-05|2239.0|0|2239.0|0|18.0|0|0.0|100
0|2021-11-06|2239.0|0|2239.0|0|18.0|0|0.0|100
0|2021-11-07|2239.0|0|2239.0|0|18.0|0|0.0|100
0|2021-11-08|2242.0|0|2242.0|0|18.0|0|0.0|100
0|2021-11-09|2244.0|0|2244.0|0|18.0|0|0.0|100
0|2021-11-10|2253.0|0|2253.0|0|18.0|0|0.0|100
0|2021-11-11|2253.0|0|2253.0|0|18.0|0|0.0|100
0|2021-11-12|2256.0|0|2256.0|0|18.0|0|0.0|100
0|2021-11-13|2256.0|0|2256.0|0|18.0|0|0.0|100
0|2021-11-14|2256.0|0|2256.0|0|18.0|0|0.0|100
0|2021-11-15|2260.0|0|2260.0|0|18.0|0|0.0|100
0|2021-11-16|2267.0|0|2267.0|0|18.0|0|0.0|100
0|2021-11-17|2267.0|0|2267.0|0|17.0|0|0.0|100
0|2021-11-18|2276.0|0|2276.0|0|17.0|0|0.0|100
0|2021-11-19|2283.0|0|2283.0|0|17.0|0|0.0|100
0|2021-11-20|2283.0|0|2283.0|0|17.0|0|0.0|100
0|2021-11-21|2283.0|0|2283.0|0|17.0|0|0.0|100
0|2021-11-22|2288.0|0|2288.0|0|17.0|0|0.0|100
0|2021-11-23|2298.0|0|2298.0|0|17.0|0|0.0|100
0|2021-11-24|2305.0|0|2305.0|0|17.0|0|0.0|100
0|2021-11-25|2305.0|0|2305.0|0|17.0|0|0.0|100
0|2021-11-26|2305.0|0|2305.0|0|17.0|0|0.0|100
0|2021-11-27|2305.0|0|2305.0|0|17.0|0|0.0|100
0|2021-11-28|2305.0|0|2305.0|0|17.0|0|0.0|100
0|2021-11-29|2310.0|0|2310.0|0|17.0|0|0.0|100
0|2021-11-30|2319.0|0|2319.0|0|17.0|0|0.0|100
0|2021-12-01|2326.0|0|2326.0|0|17.0|0|0.0|100
0|2021-12-02|2336.0|0|2336.0|0|17.0|0|0.0|100
0|2021-12-03|2343.0|0|2343.0|0|17.0|0|0.0|100
0|2021-12-04|2343.0|0|2343.0|0|17.0|0|0.0|100
0|2021-12-05|2343.0|0|2343.0|0|17.0|0|0.0|100
0|2021-12-06|2352.0|0|2352.0|0|17.0|0|0.0|100
0|2021-12-07|2360.0|0|2360.0|0|17.0|0|0.0|100
0|2021-12-08|2368.0|0|2368.0|0|17.0|0|0.0|100
0|2021-12-09|2373.0|0|2373.0|0|17.0|0|0.0|100
0|2021-12-10|2376.0|0|2376.0|0|17.0|0|0.0|100
0|2021-12-11|2376.0|0|2376.0|0|17.0|0|0.0|100
0|2021-12-12|2376.0|0|2376.0|0|17.0|0|0.0|100
0|2021-12-13|2378.0|0|2378.0|0|17.0|0|0.0|100
0|2021-12-14|2378.0|0|2388.0|0|17.0|0|0.0|100
0|2021-12-15|2378.0|0|2378.0|0|17.0|0|0.0|100
0|2021-12-16|2389.0|0|2389.0|0|17.0|0|0.0|100
0|2021-12-17|2391.0|0|2391.0|0|17.0|0|0.0|100
0|2021-12-18|2391.0|0|2391.0|0|17.0|0|0.0|100
0|2021-12-19|2391.0|0|2391.0|0|17.0|0|0.0|100
0|2021-12-20|2392.0|0|2392.0|0|17.0|0|0.0|100
0|2021-12-21|2399.0|0|2399.0|0|17.0|0|0.0|100
0|2021-12-22|2402.0|0|2402.0|0|17.0|0|0.0|100
0|2021-12-23|2406.0|0|2406.0|0|17.0|0|0.0|100
0|2021-12-24|2406.0|0|2406.0|0|17.0|0|0.0|100
0|2021-12-25|2406.0|0|2406.0|0|17.0|0|0.0|100
0|2021-12-26|2406.0|0|2406.0|0|17.0|0|0.0|100
0|2021-12-27|2411.0|0|2411.0|0|17.0|0|0.0|100
0|2021-12-28|2427.0|0|2427.0|0|17.0|0|0.0|100
0|2021-12-29|2452.0|0|2452.0|0|17.0|0|0.0|100
0|2021-12-30|2460.0|0|2460.0|0|17.0|0|0.0|100
0|2021-12-31|2460.0|0|2460.0|0|17.0|0|0.0|100
0|2022-01-01|2460.0|0|2460.0|0|17.0|0|0.0|100
0|2022-01-02|2460.0|0|2460.0|0|17.0|0|0.0|100
0|2022-01-03|2474.0|0|2474.0|0|17.0|0|0.0|100
0|2022-01-04|2520.0|0|2520.0|0|17.0|0|0.0|100
0|2022-01-05|2554.0|0|2554.0|0|17.0|0|0.0|100
0|2022-01-06|2591.0|0|2591.0|0|17.0|0|0.0|100
0|2022-01-07|2626.0|0|2626.0|0|17.0|0|0.0|100
0|2022-01-08|2626.0|0|2626.0|0|17.0|0|0.0|100
0|2022-01-09|2626.0|0|2626.0|0|17.0|0|0.0|100
0|2022-01-10|2646.0|0|2646.0|0|17.0|0|0.0|100
0|2022-01-11|2696.0|0|2696.0|0|17.0|0|0.0|100
0|2022-01-12|2746.0|0|2746.0|0|17.0|0|0.0|100
0|2022-01-13|2746.0|0|2790.0|0|17.0|0|0.0|100
0|2022-01-14|2790.0|0|2853.0|0|17.0|0|0.0|100
0|2022-01-15|2853.0|0|2853.0|0|17.0|0|0.0|100
0|2022-01-16|2853.0|0|2853.0|0|17.0|0|0.0|100
0|2022-01-17|2853.0|0|0.0|100|17.0|0|0.0|100
