|dates|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Elk_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Elk_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|4865.0|0|4865.0|0|66.0|0|0.0|100
0|2021-12-03|4865.0|0|4895.0|0|66.0|0|0.0|100
0|2021-12-04|4905.0|0|4905.0|0|66.0|0|0.0|100
0|2021-12-05|4916.0|0|4916.0|0|66.0|0|0.0|100
0|2021-12-06|4917.0|0|4917.0|0|66.0|0|0.0|100
0|2021-12-07|4934.0|0|4934.0|0|67.0|0|0.0|100
0|2021-12-08|4949.0|0|4949.0|0|68.0|0|0.0|100
0|2021-12-09|4973.0|0|4973.0|0|68.0|0|0.0|100
0|2021-12-10|5023.0|0|5023.0|0|68.0|0|0.0|100
0|2021-12-11|5041.0|0|5041.0|0|68.0|0|0.0|100
0|2021-12-12|5058.0|0|5058.0|0|68.0|0|0.0|100
0|2021-12-13|5074.0|0|5074.0|0|68.0|0|0.0|100
0|2021-12-14|5074.0|0|5093.0|0|68.0|0|0.0|100
0|2021-12-15|5101.0|0|5101.0|0|69.0|0|0.0|100
0|2021-12-16|5132.0|0|5132.0|0|70.0|0|0.0|100
0|2021-12-17|5142.0|0|5142.0|0|71.0|0|0.0|100
0|2021-12-18|5156.0|0|5156.0|0|72.0|0|0.0|100
0|2021-12-19|5171.0|0|5171.0|0|72.0|0|0.0|100
0|2021-12-20|5174.0|0|5174.0|0|72.0|0|0.0|100
0|2021-12-21|5195.0|0|5195.0|0|73.0|0|0.0|100
0|2021-12-22|5208.0|0|5208.0|0|73.0|0|0.0|100
0|2021-12-23|5223.0|0|5223.0|0|73.0|0|0.0|100
0|2021-12-24|5240.0|0|5240.0|0|74.0|0|0.0|100
0|2021-12-25|5253.0|0|5253.0|0|74.0|0|0.0|100
0|2021-12-26|5255.0|0|5255.0|0|74.0|0|0.0|100
0|2021-12-27|5269.0|0|5269.0|0|74.0|0|0.0|100
0|2021-12-28|5281.0|0|5281.0|0|74.0|0|0.0|100
0|2021-12-29|5302.0|0|5302.0|0|74.0|0|0.0|100
0|2021-12-30|5322.0|0|5322.0|0|74.0|0|0.0|100
0|2021-12-31|5335.0|0|5335.0|0|76.0|0|0.0|100
0|2022-01-01|5369.0|0|5369.0|0|76.0|0|0.0|100
0|2022-01-02|5382.0|0|5382.0|0|76.0|0|0.0|100
0|2022-01-03|5405.0|0|5405.0|0|76.0|0|0.0|100
0|2022-01-04|5444.0|0|5444.0|0|77.0|0|0.0|100
0|2022-01-05|5485.0|0|5485.0|0|78.0|0|0.0|100
0|2022-01-06|5527.0|0|5527.0|0|78.0|0|0.0|100
0|2022-01-07|5589.0|0|5589.0|0|78.0|0|0.0|100
0|2022-01-08|5634.0|0|5634.0|0|79.0|0|0.0|100
0|2022-01-09|5669.0|0|5669.0|0|79.0|0|0.0|100
0|2022-01-10|5699.0|0|5699.0|0|79.0|0|0.0|100
0|2022-01-11|5734.0|0|5734.0|0|81.0|0|0.0|100
0|2022-01-12|5801.0|0|5801.0|0|81.0|0|0.0|100
0|2022-01-13|5801.0|0|5870.0|0|81.0|0|0.0|100
0|2022-01-14|5929.0|0|5929.0|0|82.0|0|0.0|100
0|2022-01-15|6002.0|0|6002.0|0|82.0|0|0.0|100
0|2022-01-16|6103.0|0|6103.0|0|82.0|0|0.0|100
0|2022-01-17|6124.0|0|0.0|100|82.0|0|0.0|100
