|dates|Jackson_Ohio_UnitedStates.JHU_ConfirmedCases.data|Jackson_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Ohio_UnitedStates.NYT_ConfirmedCases.data|Jackson_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|5766.0|0|5766.0|0|96.0|0|0.0|100
0|2021-12-02|5788.0|0|5788.0|0|96.0|0|0.0|100
0|2021-12-03|5788.0|0|5815.0|0|96.0|0|0.0|100
0|2021-12-04|5833.0|0|5833.0|0|97.0|0|0.0|100
0|2021-12-05|5845.0|0|5845.0|0|97.0|0|0.0|100
0|2021-12-06|5865.0|0|5865.0|0|97.0|0|0.0|100
0|2021-12-07|5885.0|0|5885.0|0|98.0|0|0.0|100
0|2021-12-08|5922.0|0|5922.0|0|98.0|0|0.0|100
0|2021-12-09|5941.0|0|5941.0|0|98.0|0|0.0|100
0|2021-12-10|5960.0|0|5960.0|0|101.0|0|0.0|100
0|2021-12-11|5988.0|0|5988.0|0|101.0|0|0.0|100
0|2021-12-12|5998.0|0|5998.0|0|101.0|0|0.0|100
0|2021-12-13|6011.0|0|6011.0|0|101.0|0|0.0|100
0|2021-12-14|6011.0|0|6024.0|0|101.0|0|0.0|100
0|2021-12-15|6011.0|0|6037.0|0|105.0|0|0.0|100
0|2021-12-16|6078.0|0|6078.0|0|105.0|0|0.0|100
0|2021-12-17|6098.0|0|6098.0|0|106.0|0|0.0|100
0|2021-12-18|6108.0|0|6108.0|0|106.0|0|0.0|100
0|2021-12-19|6124.0|0|6124.0|0|106.0|0|0.0|100
0|2021-12-20|6134.0|0|6134.0|0|106.0|0|0.0|100
0|2021-12-21|6143.0|0|6143.0|0|106.0|0|0.0|100
0|2021-12-22|6157.0|0|6157.0|0|106.0|0|0.0|100
0|2021-12-23|6185.0|0|6185.0|0|106.0|0|0.0|100
0|2021-12-24|6205.0|0|6205.0|0|107.0|0|0.0|100
0|2021-12-25|6205.0|0|6205.0|0|107.0|0|0.0|100
0|2021-12-26|6227.0|0|6227.0|0|107.0|0|0.0|100
0|2021-12-27|6238.0|0|6238.0|0|107.0|0|0.0|100
0|2021-12-28|6244.0|0|6244.0|0|108.0|0|0.0|100
0|2021-12-29|6280.0|0|6280.0|0|108.0|0|0.0|100
0|2021-12-30|6336.0|0|6336.0|0|108.0|0|0.0|100
0|2021-12-31|6371.0|0|6371.0|0|110.0|0|0.0|100
0|2022-01-01|6371.0|0|6371.0|0|110.0|0|0.0|100
0|2022-01-02|6419.0|0|6419.0|0|110.0|0|0.0|100
0|2022-01-03|6464.0|0|6464.0|0|110.0|0|0.0|100
0|2022-01-04|6513.0|0|6513.0|0|110.0|0|0.0|100
0|2022-01-05|6603.0|0|6603.0|0|110.0|0|0.0|100
0|2022-01-06|6624.0|0|6624.0|0|110.0|0|0.0|100
0|2022-01-07|6651.0|0|6651.0|0|111.0|0|0.0|100
0|2022-01-08|6713.0|0|6713.0|0|111.0|0|0.0|100
0|2022-01-09|6722.0|0|6722.0|0|111.0|0|0.0|100
0|2022-01-10|6778.0|0|6778.0|0|111.0|0|0.0|100
0|2022-01-11|6806.0|0|6806.0|0|114.0|0|0.0|100
0|2022-01-12|6852.0|0|6852.0|0|114.0|0|0.0|100
0|2022-01-13|6852.0|0|6927.0|0|114.0|0|0.0|100
0|2022-01-14|7031.0|0|7031.0|0|114.0|0|0.0|100
0|2022-01-15|7215.0|0|7215.0|0|114.0|0|0.0|100
0|2022-01-16|7324.0|0|7324.0|0|114.0|0|0.0|100
0|2022-01-17|7383.0|0|0.0|100|114.0|0|0.0|100
