|dates|Pottawatomie_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pottawatomie_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pottawatomie_Oklahoma_UnitedStates.Male_Total_Population.data|Pottawatomie_Oklahoma_UnitedStates.Male_Total_Population.missing|Pottawatomie_Oklahoma_UnitedStates.Female_Total_Population.data|Pottawatomie_Oklahoma_UnitedStates.Female_Total_Population.missing|Pottawatomie_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Pottawatomie_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-08|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-09|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-10|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-11|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-12|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-13|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-14|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-15|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-16|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-17|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-18|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-19|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-20|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-21|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-22|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-23|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-24|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-25|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-26|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-27|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-28|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-29|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-11-30|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-01|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-02|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-03|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-04|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-05|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-06|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-07|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-08|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-09|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-10|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-11|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-12|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-13|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-14|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-15|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-16|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-17|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-18|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-19|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-20|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-21|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-22|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-23|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-24|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-25|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-26|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-27|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-28|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-29|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-30|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2021-12-31|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-01|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-02|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-03|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-04|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-05|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-06|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-07|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-08|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-09|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-10|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-11|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-12|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-13|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-14|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-15|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-16|11854.0|0|34813.0|0|37866.0|0|17176.0|0
0|2022-01-17|11854.0|0|34813.0|0|37866.0|0|17176.0|0
