|dates|Fannin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fannin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fannin_Georgia_UnitedStates.NYT_ConfirmedCases.data|Fannin_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Fannin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fannin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fannin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fannin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|3804.0|0|3824.0|0|108.0|0|0.0|100
0|2021-11-13|3804.0|0|3824.0|0|108.0|0|0.0|100
0|2021-11-14|3804.0|0|3824.0|0|108.0|0|0.0|100
0|2021-11-15|3815.0|0|3835.0|0|108.0|0|0.0|100
0|2021-11-16|3818.0|0|3838.0|0|108.0|0|0.0|100
0|2021-11-17|3824.0|0|3844.0|0|108.0|0|0.0|100
0|2021-11-18|3829.0|0|3849.0|0|108.0|0|0.0|100
0|2021-11-19|3828.0|0|3848.0|0|108.0|0|0.0|100
0|2021-11-20|3828.0|0|3848.0|0|108.0|0|0.0|100
0|2021-11-21|3828.0|0|3848.0|0|108.0|0|0.0|100
0|2021-11-22|3832.0|0|3852.0|0|108.0|0|0.0|100
0|2021-11-23|3838.0|0|3858.0|0|108.0|0|0.0|100
0|2021-11-24|3839.0|0|3859.0|0|109.0|0|0.0|100
0|2021-11-25|3839.0|0|3859.0|0|109.0|0|0.0|100
0|2021-11-26|3839.0|0|3859.0|0|109.0|0|0.0|100
0|2021-11-27|3839.0|0|3859.0|0|109.0|0|0.0|100
0|2021-11-28|3839.0|0|3859.0|0|109.0|0|0.0|100
0|2021-11-29|3853.0|0|3873.0|0|110.0|0|0.0|100
0|2021-11-30|3861.0|0|3881.0|0|111.0|0|0.0|100
0|2021-12-01|3870.0|0|3890.0|0|111.0|0|0.0|100
0|2021-12-02|3876.0|0|3896.0|0|111.0|0|0.0|100
0|2021-12-03|3880.0|0|3900.0|0|111.0|0|0.0|100
0|2021-12-04|3880.0|0|3900.0|0|111.0|0|0.0|100
0|2021-12-05|3880.0|0|3900.0|0|111.0|0|0.0|100
0|2021-12-06|3891.0|0|3912.0|0|111.0|0|0.0|100
0|2021-12-07|3897.0|0|3918.0|0|112.0|0|0.0|100
0|2021-12-08|3908.0|0|3929.0|0|113.0|0|0.0|100
0|2021-12-09|3914.0|0|3935.0|0|113.0|0|0.0|100
0|2021-12-10|3919.0|0|3940.0|0|114.0|0|0.0|100
0|2021-12-11|3919.0|0|3940.0|0|114.0|0|0.0|100
0|2021-12-12|3919.0|0|3940.0|0|114.0|0|0.0|100
0|2021-12-13|3935.0|0|3956.0|0|115.0|0|0.0|100
0|2021-12-14|3935.0|0|3958.0|0|115.0|0|0.0|100
0|2021-12-15|3941.0|0|3962.0|0|115.0|0|0.0|100
0|2021-12-16|3943.0|0|3964.0|0|115.0|0|0.0|100
0|2021-12-17|3948.0|0|3969.0|0|115.0|0|0.0|100
0|2021-12-18|3948.0|0|3969.0|0|115.0|0|0.0|100
0|2021-12-19|3948.0|0|3969.0|0|115.0|0|0.0|100
0|2021-12-20|3964.0|0|3985.0|0|115.0|0|0.0|100
0|2021-12-21|3971.0|0|3992.0|0|115.0|0|0.0|100
0|2021-12-22|3976.0|0|3997.0|0|115.0|0|0.0|100
0|2021-12-23|3977.0|0|3998.0|0|116.0|0|0.0|100
0|2021-12-24|3980.0|0|4001.0|0|116.0|0|0.0|100
0|2021-12-25|3980.0|0|4001.0|0|116.0|0|0.0|100
0|2021-12-26|3980.0|0|4001.0|0|116.0|0|0.0|100
0|2021-12-27|3996.0|0|4017.0|0|116.0|0|0.0|100
0|2021-12-28|4001.0|0|4022.0|0|117.0|0|0.0|100
0|2021-12-29|4022.0|0|4043.0|0|118.0|0|0.0|100
0|2021-12-30|4051.0|0|4072.0|0|118.0|0|0.0|100
0|2021-12-31|4077.0|0|4098.0|0|118.0|0|0.0|100
0|2022-01-01|4077.0|0|4098.0|0|118.0|0|0.0|100
0|2022-01-02|4077.0|0|4098.0|0|118.0|0|0.0|100
0|2022-01-03|4077.0|0|4098.0|0|118.0|0|0.0|100
0|2022-01-04|4144.0|0|4165.0|0|118.0|0|0.0|100
0|2022-01-05|4159.0|0|4180.0|0|118.0|0|0.0|100
0|2022-01-06|4159.0|0|4180.0|0|118.0|0|0.0|100
0|2022-01-07|4159.0|0|4180.0|0|118.0|0|0.0|100
0|2022-01-08|4159.0|0|4180.0|0|118.0|0|0.0|100
0|2022-01-09|4159.0|0|4180.0|0|118.0|0|0.0|100
0|2022-01-10|4268.0|0|4289.0|0|119.0|0|0.0|100
0|2022-01-11|4314.0|0|4335.0|0|119.0|0|0.0|100
0|2022-01-12|4325.0|0|4346.0|0|119.0|0|0.0|100
0|2022-01-13|4325.0|0|4378.0|0|119.0|0|0.0|100
0|2022-01-14|4395.0|0|4416.0|0|119.0|0|0.0|100
0|2022-01-15|4395.0|0|4416.0|0|119.0|0|0.0|100
0|2022-01-16|4395.0|0|4416.0|0|119.0|0|0.0|100
0|2022-01-17|4451.0|0|0.0|100|120.0|0|0.0|100
