|dates|Norman_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Norman_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Norman_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Norman_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Norman_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Norman_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Norman_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Norman_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|1079.0|0|1079.0|0|10.0|0|0.0|100
0|2021-12-19|1079.0|0|1079.0|0|10.0|0|0.0|100
0|2021-12-20|1082.0|0|1082.0|0|10.0|0|0.0|100
0|2021-12-21|1084.0|0|1084.0|0|10.0|0|0.0|100
0|2021-12-22|1089.0|0|1089.0|0|10.0|0|0.0|100
0|2021-12-23|1090.0|0|1090.0|0|10.0|0|0.0|100
0|2021-12-24|1090.0|0|1090.0|0|10.0|0|0.0|100
0|2021-12-25|1090.0|0|1090.0|0|10.0|0|0.0|100
0|2021-12-26|1090.0|0|1090.0|0|10.0|0|0.0|100
0|2021-12-27|1092.0|0|1092.0|0|10.0|0|0.0|100
0|2021-12-28|1094.0|0|1094.0|0|10.0|0|0.0|100
0|2021-12-29|1094.0|0|1094.0|0|10.0|0|0.0|100
0|2021-12-30|1094.0|0|1094.0|0|10.0|0|0.0|100
0|2021-12-31|1094.0|0|1094.0|0|10.0|0|0.0|100
0|2022-01-01|1094.0|0|1094.0|0|10.0|0|0.0|100
0|2022-01-02|1094.0|0|1094.0|0|10.0|0|0.0|100
0|2022-01-03|1094.0|0|1094.0|0|10.0|0|0.0|100
0|2022-01-04|1100.0|0|1100.0|0|10.0|0|0.0|100
0|2022-01-05|1099.0|0|1099.0|0|10.0|0|0.0|100
0|2022-01-06|1100.0|0|1100.0|0|10.0|0|0.0|100
0|2022-01-07|1105.0|0|1105.0|0|10.0|0|0.0|100
0|2022-01-08|1105.0|0|1105.0|0|10.0|0|0.0|100
0|2022-01-09|1105.0|0|1105.0|0|10.0|0|0.0|100
0|2022-01-10|1108.0|0|1108.0|0|10.0|0|0.0|100
0|2022-01-11|1120.0|0|1120.0|0|10.0|0|0.0|100
0|2022-01-12|1129.0|0|1129.0|0|11.0|0|0.0|100
0|2022-01-13|1129.0|0|1134.0|0|11.0|0|0.0|100
0|2022-01-14|1139.0|0|1139.0|0|11.0|0|0.0|100
0|2022-01-15|1139.0|0|1139.0|0|11.0|0|0.0|100
0|2022-01-16|1139.0|0|1139.0|0|11.0|0|0.0|100
0|2022-01-17|1139.0|0|0.0|100|11.0|0|0.0|100
