|dates|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedCases.data|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedCases.missing|Kent_RhodeIsland_UnitedStates.NYT_ConfirmedCases.data|Kent_RhodeIsland_UnitedStates.NYT_ConfirmedCases.missing|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.data|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.missing|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.data|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|23054.0|0|23054.0|0|393.0|0|0.0|100
0|2021-11-12|23054.0|0|23054.0|0|393.0|0|0.0|100
0|2021-11-13|23054.0|0|23054.0|0|393.0|0|0.0|100
0|2021-11-14|23054.0|0|23054.0|0|393.0|0|0.0|100
0|2021-11-15|23054.0|0|23054.0|0|393.0|0|0.0|100
0|2021-11-16|23054.0|0|23054.0|0|393.0|0|0.0|100
0|2021-11-17|23514.0|0|23514.0|0|395.0|0|0.0|100
0|2021-11-18|23514.0|0|23514.0|0|395.0|0|0.0|100
0|2021-11-19|23514.0|0|23514.0|0|395.0|0|0.0|100
0|2021-11-20|23514.0|0|23514.0|0|395.0|0|0.0|100
0|2021-11-21|23514.0|0|23514.0|0|395.0|0|0.0|100
0|2021-11-22|23514.0|0|23514.0|0|395.0|0|0.0|100
0|2021-11-23|23514.0|0|23514.0|0|395.0|0|0.0|100
0|2021-11-24|24088.0|0|24088.0|0|397.0|0|0.0|100
0|2021-11-25|24088.0|0|24088.0|0|397.0|0|0.0|100
0|2021-11-26|24088.0|0|24088.0|0|397.0|0|0.0|100
0|2021-11-27|24088.0|0|24088.0|0|397.0|0|0.0|100
0|2021-11-28|24088.0|0|24088.0|0|397.0|0|0.0|100
0|2021-11-29|24088.0|0|24088.0|0|397.0|0|0.0|100
0|2021-11-30|24088.0|0|24088.0|0|397.0|0|0.0|100
0|2021-12-01|24643.0|0|24643.0|0|402.0|0|0.0|100
0|2021-12-02|24643.0|0|24643.0|0|402.0|0|0.0|100
0|2021-12-03|24643.0|0|24643.0|0|402.0|0|0.0|100
0|2021-12-04|24643.0|0|24643.0|0|402.0|0|0.0|100
0|2021-12-05|24643.0|0|24643.0|0|402.0|0|0.0|100
0|2021-12-06|24643.0|0|24643.0|0|402.0|0|0.0|100
0|2021-12-07|24643.0|0|24643.0|0|402.0|0|0.0|100
0|2021-12-08|24643.0|0|24643.0|0|402.0|0|0.0|100
0|2021-12-09|25600.0|0|25600.0|0|406.0|0|0.0|100
0|2021-12-10|25600.0|0|25600.0|0|406.0|0|0.0|100
0|2021-12-11|25600.0|0|25600.0|0|406.0|0|0.0|100
0|2021-12-12|25600.0|0|25600.0|0|406.0|0|0.0|100
0|2021-12-13|25600.0|0|25600.0|0|406.0|0|0.0|100
0|2021-12-14|25600.0|0|25600.0|0|406.0|0|0.0|100
0|2021-12-15|25600.0|0|25600.0|0|406.0|0|0.0|100
0|2021-12-16|26724.0|0|26724.0|0|407.0|0|0.0|100
0|2021-12-17|26724.0|0|26724.0|0|407.0|0|0.0|100
0|2021-12-18|26724.0|0|26724.0|0|407.0|0|0.0|100
0|2021-12-19|26724.0|0|26724.0|0|407.0|0|0.0|100
0|2021-12-20|26724.0|0|26724.0|0|407.0|0|0.0|100
0|2021-12-21|26724.0|0|26724.0|0|407.0|0|0.0|100
0|2021-12-22|28171.0|0|28171.0|0|414.0|0|0.0|100
0|2021-12-23|28171.0|0|28171.0|0|414.0|0|0.0|100
0|2021-12-24|28171.0|0|28171.0|0|414.0|0|0.0|100
0|2021-12-25|28171.0|0|28171.0|0|414.0|0|0.0|100
0|2021-12-26|28171.0|0|28171.0|0|414.0|0|0.0|100
0|2021-12-27|28171.0|0|28171.0|0|414.0|0|0.0|100
0|2021-12-28|28171.0|0|28171.0|0|414.0|0|0.0|100
0|2021-12-29|29360.0|0|29360.0|0|423.0|0|0.0|100
0|2021-12-30|29360.0|0|29360.0|0|423.0|0|0.0|100
0|2021-12-31|29360.0|0|29360.0|0|423.0|0|0.0|100
0|2022-01-01|29360.0|0|29360.0|0|423.0|0|0.0|100
0|2022-01-02|29360.0|0|29360.0|0|423.0|0|0.0|100
0|2022-01-03|29360.0|0|29360.0|0|423.0|0|0.0|100
0|2022-01-04|29360.0|0|29360.0|0|423.0|0|0.0|100
0|2022-01-05|31905.0|0|31905.0|0|435.0|0|0.0|100
0|2022-01-06|31905.0|0|31905.0|0|435.0|0|0.0|100
0|2022-01-07|31905.0|0|31905.0|0|435.0|0|0.0|100
0|2022-01-08|31905.0|0|31905.0|0|435.0|0|0.0|100
0|2022-01-09|31905.0|0|31905.0|0|435.0|0|0.0|100
0|2022-01-10|31905.0|0|31905.0|0|435.0|0|0.0|100
0|2022-01-11|31905.0|0|31905.0|0|435.0|0|0.0|100
0|2022-01-12|36275.0|0|36275.0|0|438.0|0|0.0|100
0|2022-01-13|36275.0|0|36275.0|0|438.0|0|0.0|100
0|2022-01-14|36275.0|0|36275.0|0|438.0|0|0.0|100
0|2022-01-15|36275.0|0|36275.0|0|438.0|0|0.0|100
0|2022-01-16|36275.0|0|36275.0|0|438.0|0|0.0|100
0|2022-01-17|36275.0|0|0.0|100|438.0|0|0.0|100
