|dates|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Georgetown_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Georgetown_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|9913.0|0|9913.0|0|185.0|0|0.0|100
0|2021-12-04|9913.0|0|9913.0|0|185.0|0|0.0|100
0|2021-12-05|9913.0|0|9913.0|0|185.0|0|0.0|100
0|2021-12-06|9944.0|0|9944.0|0|185.0|0|0.0|100
0|2021-12-07|9950.0|0|9950.0|0|185.0|0|0.0|100
0|2021-12-08|9958.0|0|9958.0|0|185.0|0|0.0|100
0|2021-12-09|9979.0|0|9979.0|0|186.0|0|0.0|100
0|2021-12-10|9986.0|0|9986.0|0|186.0|0|0.0|100
0|2021-12-11|9986.0|0|9986.0|0|186.0|0|0.0|100
0|2021-12-12|9986.0|0|9986.0|0|186.0|0|0.0|100
0|2021-12-13|10031.0|0|10031.0|0|186.0|0|0.0|100
0|2021-12-14|10031.0|0|10037.0|0|186.0|0|0.0|100
0|2021-12-15|10042.0|0|10042.0|0|187.0|0|0.0|100
0|2021-12-16|10056.0|0|10056.0|0|188.0|0|0.0|100
0|2021-12-17|10075.0|0|10075.0|0|188.0|0|0.0|100
0|2021-12-18|10075.0|0|10075.0|0|188.0|0|0.0|100
0|2021-12-19|10075.0|0|10075.0|0|188.0|0|0.0|100
0|2021-12-20|10106.0|0|10106.0|0|188.0|0|0.0|100
0|2021-12-21|10114.0|0|10114.0|0|188.0|0|0.0|100
0|2021-12-22|10127.0|0|10127.0|0|189.0|0|0.0|100
0|2021-12-23|10148.0|0|10148.0|0|190.0|0|0.0|100
0|2021-12-24|10148.0|0|10148.0|0|190.0|0|0.0|100
0|2021-12-25|10148.0|0|10148.0|0|190.0|0|0.0|100
0|2021-12-26|10148.0|0|10148.0|0|190.0|0|0.0|100
0|2021-12-27|10148.0|0|10148.0|0|190.0|0|0.0|100
0|2021-12-28|10148.0|0|10148.0|0|190.0|0|0.0|100
0|2021-12-29|10270.0|0|10270.0|0|190.0|0|0.0|100
0|2021-12-30|10329.0|0|10329.0|0|190.0|0|0.0|100
0|2021-12-31|10421.0|0|10421.0|0|190.0|0|0.0|100
0|2022-01-01|10421.0|0|10421.0|0|190.0|0|0.0|100
0|2022-01-02|10421.0|0|10421.0|0|190.0|0|0.0|100
0|2022-01-03|10421.0|0|10421.0|0|190.0|0|0.0|100
0|2022-01-04|10808.0|0|10808.0|0|190.0|0|0.0|100
0|2022-01-05|10842.0|0|10842.0|0|190.0|0|0.0|100
0|2022-01-06|11045.0|0|11045.0|0|191.0|0|0.0|100
0|2022-01-07|11195.0|0|11195.0|0|191.0|0|0.0|100
0|2022-01-08|11195.0|0|11195.0|0|191.0|0|0.0|100
0|2022-01-09|11195.0|0|11195.0|0|191.0|0|0.0|100
0|2022-01-10|11725.0|0|11725.0|0|191.0|0|0.0|100
0|2022-01-11|11797.0|0|11797.0|0|191.0|0|0.0|100
0|2022-01-12|11901.0|0|11901.0|0|191.0|0|0.0|100
0|2022-01-13|11901.0|0|12082.0|0|191.0|0|0.0|100
0|2022-01-14|12298.0|0|12298.0|0|191.0|0|0.0|100
0|2022-01-15|12298.0|0|12298.0|0|191.0|0|0.0|100
0|2022-01-16|12298.0|0|12298.0|0|191.0|0|0.0|100
0|2022-01-17|12298.0|0|0.0|100|191.0|0|0.0|100
