|dates|Martin_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Martin_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Martin_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Martin_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Martin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Martin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Martin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Martin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1848.0|0|1848.0|0|35.0|0|0.0|100
0|2021-10-18|1855.0|0|1855.0|0|35.0|0|0.0|100
0|2021-10-19|1858.0|0|1858.0|0|35.0|0|0.0|100
0|2021-10-20|1879.0|0|1879.0|0|35.0|0|0.0|100
0|2021-10-21|1887.0|0|1887.0|0|35.0|0|0.0|100
0|2021-10-22|1889.0|0|1889.0|0|35.0|0|0.0|100
0|2021-10-23|1889.0|0|1889.0|0|35.0|0|0.0|100
0|2021-10-24|1889.0|0|1889.0|0|35.0|0|0.0|100
0|2021-10-25|1891.0|0|1891.0|0|35.0|0|0.0|100
0|2021-10-26|1902.0|0|1902.0|0|35.0|0|0.0|100
0|2021-10-27|1912.0|0|1912.0|0|35.0|0|0.0|100
0|2021-10-28|1912.0|0|1912.0|0|35.0|0|0.0|100
0|2021-10-29|1914.0|0|1914.0|0|35.0|0|0.0|100
0|2021-10-30|1914.0|0|1914.0|0|35.0|0|0.0|100
0|2021-10-31|1914.0|0|1914.0|0|35.0|0|0.0|100
0|2021-11-01|1924.0|0|1924.0|0|35.0|0|0.0|100
0|2021-11-02|1929.0|0|1929.0|0|35.0|0|0.0|100
0|2021-11-03|1936.0|0|1936.0|0|35.0|0|0.0|100
0|2021-11-04|1952.0|0|1952.0|0|35.0|0|0.0|100
0|2021-11-05|1956.0|0|1956.0|0|35.0|0|0.0|100
0|2021-11-06|1956.0|0|1956.0|0|35.0|0|0.0|100
0|2021-11-07|1956.0|0|1956.0|0|35.0|0|0.0|100
0|2021-11-08|1957.0|0|1957.0|0|36.0|0|0.0|100
0|2021-11-09|1964.0|0|1964.0|0|36.0|0|0.0|100
0|2021-11-10|1964.0|0|1969.0|0|36.0|0|0.0|100
0|2021-11-11|1969.0|0|1969.0|0|36.0|0|0.0|100
0|2021-11-12|1974.0|0|1974.0|0|36.0|0|0.0|100
0|2021-11-13|1974.0|0|1974.0|0|36.0|0|0.0|100
0|2021-11-14|1974.0|0|1974.0|0|36.0|0|0.0|100
0|2021-11-15|1984.0|0|1984.0|0|36.0|0|0.0|100
0|2021-11-16|1988.0|0|1988.0|0|36.0|0|0.0|100
0|2021-11-17|2003.0|0|2003.0|0|36.0|0|0.0|100
0|2021-11-18|2007.0|0|2007.0|0|36.0|0|0.0|100
0|2021-11-19|2006.0|0|2006.0|0|36.0|0|0.0|100
0|2021-11-20|2006.0|0|2006.0|0|36.0|0|0.0|100
0|2021-11-21|2006.0|0|2006.0|0|36.0|0|0.0|100
0|2021-11-22|2016.0|0|2016.0|0|36.0|0|0.0|100
0|2021-11-23|2022.0|0|2022.0|0|36.0|0|0.0|100
0|2021-11-24|2026.0|0|2026.0|0|36.0|0|0.0|100
0|2021-11-25|2026.0|0|2026.0|0|36.0|0|0.0|100
0|2021-11-26|2026.0|0|2026.0|0|36.0|0|0.0|100
0|2021-11-27|2026.0|0|2026.0|0|36.0|0|0.0|100
0|2021-11-28|2026.0|0|2026.0|0|36.0|0|0.0|100
0|2021-11-29|2041.0|0|2041.0|0|36.0|0|0.0|100
0|2021-11-30|2042.0|0|2042.0|0|36.0|0|0.0|100
0|2021-12-01|2049.0|0|2049.0|0|37.0|0|0.0|100
0|2021-12-02|2049.0|0|2054.0|0|37.0|0|0.0|100
0|2021-12-03|2062.0|0|2062.0|0|37.0|0|0.0|100
0|2021-12-04|2062.0|0|2062.0|0|37.0|0|0.0|100
0|2021-12-05|2062.0|0|2062.0|0|37.0|0|0.0|100
0|2021-12-06|2068.0|0|2068.0|0|37.0|0|0.0|100
0|2021-12-07|2081.0|0|2081.0|0|37.0|0|0.0|100
0|2021-12-08|2088.0|0|2088.0|0|37.0|0|0.0|100
0|2021-12-09|2098.0|0|2098.0|0|37.0|0|0.0|100
0|2021-12-10|2104.0|0|2104.0|0|37.0|0|0.0|100
0|2021-12-11|2104.0|0|2104.0|0|37.0|0|0.0|100
0|2021-12-12|2104.0|0|2104.0|0|37.0|0|0.0|100
0|2021-12-13|2118.0|0|2118.0|0|38.0|0|0.0|100
0|2021-12-14|2118.0|0|2141.0|0|38.0|0|0.0|100
0|2021-12-15|2153.0|0|2153.0|0|38.0|0|0.0|100
0|2021-12-16|2160.0|0|2160.0|0|38.0|0|0.0|100
0|2021-12-17|2162.0|0|2162.0|0|38.0|0|0.0|100
0|2021-12-18|2162.0|0|2162.0|0|38.0|0|0.0|100
0|2021-12-19|2162.0|0|2162.0|0|38.0|0|0.0|100
0|2021-12-20|2173.0|0|2173.0|0|39.0|0|0.0|100
0|2021-12-21|2182.0|0|2182.0|0|39.0|0|0.0|100
0|2021-12-22|2188.0|0|2188.0|0|39.0|0|0.0|100
0|2021-12-23|2188.0|0|2188.0|0|39.0|0|0.0|100
0|2021-12-24|2188.0|0|2188.0|0|39.0|0|0.0|100
0|2021-12-25|2188.0|0|2188.0|0|39.0|0|0.0|100
0|2021-12-26|2188.0|0|2188.0|0|39.0|0|0.0|100
0|2021-12-27|2205.0|0|2205.0|0|39.0|0|0.0|100
0|2021-12-28|2208.0|0|2208.0|0|39.0|0|0.0|100
0|2021-12-29|2228.0|0|2228.0|0|39.0|0|0.0|100
0|2021-12-30|2228.0|0|2228.0|0|39.0|0|0.0|100
0|2021-12-31|2228.0|0|2228.0|0|39.0|0|0.0|100
0|2022-01-01|2228.0|0|2228.0|0|39.0|0|0.0|100
0|2022-01-02|2228.0|0|2228.0|0|39.0|0|0.0|100
0|2022-01-03|2258.0|0|2258.0|0|39.0|0|0.0|100
0|2022-01-04|2263.0|0|2263.0|0|39.0|0|0.0|100
0|2022-01-05|2276.0|0|2276.0|0|39.0|0|0.0|100
0|2022-01-06|2281.0|0|2281.0|0|39.0|0|0.0|100
0|2022-01-07|2296.0|0|2296.0|0|39.0|0|0.0|100
0|2022-01-08|2296.0|0|2296.0|0|39.0|0|0.0|100
0|2022-01-09|2296.0|0|2296.0|0|39.0|0|0.0|100
0|2022-01-10|2308.0|0|2308.0|0|39.0|0|0.0|100
0|2022-01-11|2332.0|0|2332.0|0|39.0|0|0.0|100
0|2022-01-12|2346.0|0|2346.0|0|39.0|0|0.0|100
