|dates|Erie_Ohio_UnitedStates.JHU_ConfirmedCases.data|Erie_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Erie_Ohio_UnitedStates.NYT_ConfirmedCases.data|Erie_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Erie_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Erie_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Erie_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Erie_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10640.0|0|10640.0|0|190.0|0|0.0|100
0|2021-10-18|10676.0|0|10676.0|0|190.0|0|0.0|100
0|2021-10-19|10711.0|0|10711.0|0|190.0|0|0.0|100
0|2021-10-20|10766.0|0|10766.0|0|190.0|0|0.0|100
0|2021-10-21|10811.0|0|10811.0|0|190.0|0|0.0|100
0|2021-10-22|10867.0|0|10867.0|0|190.0|0|0.0|100
0|2021-10-23|10904.0|0|10904.0|0|190.0|0|0.0|100
0|2021-10-24|10925.0|0|10925.0|0|190.0|0|0.0|100
0|2021-10-25|10951.0|0|10951.0|0|190.0|0|0.0|100
0|2021-10-26|10999.0|0|10999.0|0|190.0|0|0.0|100
0|2021-10-27|11045.0|0|11045.0|0|190.0|0|0.0|100
0|2021-10-28|11090.0|0|11090.0|0|190.0|0|0.0|100
0|2021-10-29|11144.0|0|11144.0|0|190.0|0|0.0|100
0|2021-10-30|11171.0|0|11171.0|0|190.0|0|0.0|100
0|2021-10-31|11195.0|0|11195.0|0|190.0|0|0.0|100
0|2021-11-01|11223.0|0|11223.0|0|190.0|0|0.0|100
0|2021-11-02|11266.0|0|11266.0|0|190.0|0|0.0|100
0|2021-11-03|11329.0|0|11329.0|0|190.0|0|0.0|100
0|2021-11-04|11382.0|0|11382.0|0|190.0|0|0.0|100
0|2021-11-05|11419.0|0|11419.0|0|190.0|0|0.0|100
0|2021-11-06|11450.0|0|11450.0|0|190.0|0|0.0|100
0|2021-11-07|11500.0|0|11500.0|0|190.0|0|0.0|100
0|2021-11-08|11545.0|0|11545.0|0|190.0|0|0.0|100
0|2021-11-09|11596.0|0|11596.0|0|190.0|0|0.0|100
0|2021-11-10|11654.0|0|11654.0|0|190.0|0|0.0|100
0|2021-11-11|11694.0|0|11694.0|0|190.0|0|0.0|100
0|2021-11-12|11733.0|0|11733.0|0|193.0|0|0.0|100
0|2021-11-13|11779.0|0|11779.0|0|193.0|0|0.0|100
0|2021-11-14|11807.0|0|11807.0|0|193.0|0|0.0|100
0|2021-11-15|11850.0|0|11850.0|0|193.0|0|0.0|100
0|2021-11-16|11893.0|0|11893.0|0|193.0|0|0.0|100
0|2021-11-17|11937.0|0|11937.0|0|193.0|0|0.0|100
0|2021-11-18|12004.0|0|12004.0|0|193.0|0|0.0|100
0|2021-11-19|12058.0|0|12058.0|0|193.0|0|0.0|100
0|2021-11-20|12105.0|0|12105.0|0|193.0|0|0.0|100
0|2021-11-21|12124.0|0|12124.0|0|193.0|0|0.0|100
0|2021-11-22|12155.0|0|12155.0|0|193.0|0|0.0|100
0|2021-11-23|12191.0|0|12191.0|0|196.0|0|0.0|100
0|2021-11-24|12235.0|0|12235.0|0|196.0|0|0.0|100
0|2021-11-25|12235.0|0|12235.0|0|196.0|0|0.0|100
0|2021-11-26|12287.0|0|12287.0|0|198.0|0|0.0|100
0|2021-11-27|12350.0|0|12350.0|0|198.0|0|0.0|100
0|2021-11-28|12370.0|0|12370.0|0|198.0|0|0.0|100
0|2021-11-29|12423.0|0|12423.0|0|198.0|0|0.0|100
0|2021-11-30|12479.0|0|12479.0|0|198.0|0|0.0|100
0|2021-12-01|12540.0|0|12540.0|0|198.0|0|0.0|100
0|2021-12-02|12602.0|0|12602.0|0|198.0|0|0.0|100
0|2021-12-03|12685.0|0|12685.0|0|199.0|0|0.0|100
0|2021-12-04|12752.0|0|12752.0|0|199.0|0|0.0|100
0|2021-12-05|12790.0|0|12790.0|0|199.0|0|0.0|100
0|2021-12-06|12832.0|0|12832.0|0|199.0|0|0.0|100
0|2021-12-07|12883.0|0|12883.0|0|207.0|0|0.0|100
0|2021-12-08|12959.0|0|12959.0|0|207.0|0|0.0|100
0|2021-12-09|13044.0|0|13044.0|0|207.0|0|0.0|100
0|2021-12-10|13110.0|0|13110.0|0|209.0|0|0.0|100
0|2021-12-11|13141.0|0|13141.0|0|209.0|0|0.0|100
0|2021-12-12|13185.0|0|13185.0|0|209.0|0|0.0|100
0|2021-12-13|13226.0|0|13226.0|0|209.0|0|0.0|100
0|2021-12-14|13226.0|0|13284.0|0|209.0|0|0.0|100
0|2021-12-15|13331.0|0|13331.0|0|209.0|0|0.0|100
0|2021-12-16|13397.0|0|13397.0|0|209.0|0|0.0|100
0|2021-12-17|13442.0|0|13442.0|0|209.0|0|0.0|100
0|2021-12-18|13491.0|0|13491.0|0|209.0|0|0.0|100
0|2021-12-19|13525.0|0|13525.0|0|209.0|0|0.0|100
0|2021-12-20|13563.0|0|13563.0|0|209.0|0|0.0|100
0|2021-12-21|13647.0|0|13647.0|0|213.0|0|0.0|100
0|2021-12-22|13753.0|0|13753.0|0|213.0|0|0.0|100
0|2021-12-23|13849.0|0|13849.0|0|213.0|0|0.0|100
0|2021-12-24|13956.0|0|13956.0|0|217.0|0|0.0|100
0|2021-12-25|13956.0|0|13956.0|0|217.0|0|0.0|100
0|2021-12-26|14125.0|0|14125.0|0|217.0|0|0.0|100
0|2021-12-27|14212.0|0|14212.0|0|217.0|0|0.0|100
0|2021-12-28|14407.0|0|14407.0|0|217.0|0|0.0|100
0|2021-12-29|14609.0|0|14609.0|0|217.0|0|0.0|100
0|2021-12-30|14866.0|0|14866.0|0|217.0|0|0.0|100
0|2021-12-31|15002.0|0|15002.0|0|219.0|0|0.0|100
0|2022-01-01|15002.0|0|15002.0|0|219.0|0|0.0|100
0|2022-01-02|15329.0|0|15329.0|0|219.0|0|0.0|100
0|2022-01-03|15547.0|0|15547.0|0|219.0|0|0.0|100
0|2022-01-04|15810.0|0|15810.0|0|219.0|0|0.0|100
0|2022-01-05|15970.0|0|15970.0|0|219.0|0|0.0|100
0|2022-01-06|16215.0|0|16215.0|0|219.0|0|0.0|100
0|2022-01-07|16425.0|0|16425.0|0|219.0|0|0.0|100
0|2022-01-08|16551.0|0|16551.0|0|219.0|0|0.0|100
0|2022-01-09|16701.0|0|16701.0|0|219.0|0|0.0|100
0|2022-01-10|16849.0|0|16849.0|0|219.0|0|0.0|100
0|2022-01-11|16931.0|0|16931.0|0|221.0|0|0.0|100
0|2022-01-12|17115.0|0|17115.0|0|221.0|0|0.0|100
0|2022-01-13|17115.0|0|17287.0|0|221.0|0|0.0|100
0|2022-01-14|17564.0|0|17564.0|0|221.0|0|0.0|100
