|dates|Powhatan_Virginia_UnitedStates.JHU_ConfirmedCases.data|Powhatan_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Powhatan_Virginia_UnitedStates.NYT_ConfirmedCases.data|Powhatan_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Powhatan_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Powhatan_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Powhatan_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Powhatan_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|3265.0|0|3265.0|0|31.0|0|0.0|100
0|2021-12-28|3296.0|0|3296.0|0|31.0|0|0.0|100
0|2021-12-29|3320.0|0|3320.0|0|31.0|0|0.0|100
0|2021-12-30|3347.0|0|3347.0|0|31.0|0|0.0|100
0|2021-12-31|3384.0|0|3384.0|0|31.0|0|0.0|100
0|2022-01-01|3384.0|0|3384.0|0|31.0|0|0.0|100
0|2022-01-02|3384.0|0|3384.0|0|31.0|0|0.0|100
0|2022-01-03|3457.0|0|3457.0|0|31.0|0|0.0|100
0|2022-01-04|3507.0|0|3507.0|0|31.0|0|0.0|100
0|2022-01-05|3531.0|0|3531.0|0|31.0|0|0.0|100
0|2022-01-06|3582.0|0|3582.0|0|31.0|0|0.0|100
0|2022-01-07|3623.0|0|3623.0|0|31.0|0|0.0|100
0|2022-01-08|3623.0|0|3623.0|0|31.0|0|0.0|100
0|2022-01-09|3623.0|0|3623.0|0|31.0|0|0.0|100
0|2022-01-10|3796.0|0|3796.0|0|31.0|0|0.0|100
0|2022-01-11|3846.0|0|3846.0|0|32.0|0|0.0|100
0|2022-01-12|3882.0|0|3882.0|0|32.0|0|0.0|100
0|2022-01-13|3882.0|0|3935.0|0|32.0|0|0.0|100
0|2022-01-14|3985.0|0|3985.0|0|34.0|0|0.0|100
0|2022-01-15|3985.0|0|3985.0|0|34.0|0|0.0|100
0|2022-01-16|3985.0|0|3985.0|0|34.0|0|0.0|100
0|2022-01-17|4118.0|0|0.0|100|34.0|0|0.0|100
