|dates|Belknap_NewHampshire_UnitedStates.BLS_EmployedPopulation.data|Belknap_NewHampshire_UnitedStates.BLS_EmployedPopulation.missing|Belknap_NewHampshire_UnitedStates.BLS_UnemployedPopulation.data|Belknap_NewHampshire_UnitedStates.BLS_UnemployedPopulation.missing|Belknap_NewHampshire_UnitedStates.BLS_UnemploymentRate.data|Belknap_NewHampshire_UnitedStates.BLS_UnemploymentRate.missing|Belknap_NewHampshire_UnitedStates.BLS_LaborForcePopulation.data|Belknap_NewHampshire_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-18|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-19|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-20|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-21|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-22|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-23|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-24|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-25|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-26|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-27|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-28|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-29|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-30|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-10-31|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-01|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-02|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-03|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-04|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-05|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-06|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-07|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-08|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-09|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-10|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-11|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-12|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-13|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-14|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-15|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-16|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-17|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-18|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-19|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-20|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-21|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-22|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-23|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-24|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-25|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-26|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-27|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-28|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-29|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-11-30|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-01|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-02|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-03|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-04|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-05|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-06|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-07|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-08|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-09|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-10|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-11|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-12|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-13|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-14|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-15|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-16|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-17|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
0|2021-12-18|29808.0|0|433.0|0|1.4318309579709665|0|30241.0|0
