|dates|Piute_Utah_UnitedStates.BLS_EmployedPopulation.data|Piute_Utah_UnitedStates.BLS_EmployedPopulation.missing|Piute_Utah_UnitedStates.BLS_UnemployedPopulation.data|Piute_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Piute_Utah_UnitedStates.BLS_UnemploymentRate.data|Piute_Utah_UnitedStates.BLS_UnemploymentRate.missing|Piute_Utah_UnitedStates.BLS_LaborForcePopulation.data|Piute_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-18|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-19|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-20|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-21|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-22|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-23|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-24|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-25|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-26|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-27|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-28|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-29|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-30|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-10-31|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-01|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-02|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-03|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-04|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-05|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-06|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-07|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-08|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-09|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-10|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-11|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-12|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-13|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-14|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-15|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-16|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-17|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-18|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-19|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-20|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-21|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-22|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-23|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-24|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-25|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-26|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-27|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-28|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-29|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-11-30|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-01|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-02|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-03|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-04|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-05|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-06|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-07|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-08|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-09|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-10|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-11|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-12|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-13|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-14|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-15|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-16|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-17|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-18|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-19|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-20|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-21|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-22|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-23|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-24|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-25|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-26|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-27|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-28|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-29|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-30|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2021-12-31|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-01|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-02|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-03|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-04|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-05|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-06|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-07|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-08|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-09|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-10|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-11|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-12|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-13|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-14|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-15|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
0|2022-01-16|477.0|0|18.0|0|3.6363636363636362|0|495.0|0
