|dates|Park_Colorado_UnitedStates.JHU_ConfirmedCases.data|Park_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Park_Colorado_UnitedStates.NYT_ConfirmedCases.data|Park_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Park_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Park_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Park_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Park_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|1923.0|0|1923.0|0|14.0|0|0.0|100
0|2021-12-30|1949.0|0|1949.0|0|14.0|0|0.0|100
0|2021-12-31|1967.0|0|1967.0|0|14.0|0|0.0|100
0|2022-01-01|1967.0|0|1967.0|0|14.0|0|0.0|100
0|2022-01-02|1967.0|0|1967.0|0|14.0|0|0.0|100
0|2022-01-03|2032.0|0|2032.0|0|14.0|0|0.0|100
0|2022-01-04|2045.0|0|2045.0|0|15.0|0|0.0|100
0|2022-01-05|2109.0|0|2109.0|0|15.0|0|0.0|100
0|2022-01-06|2132.0|0|2132.0|0|15.0|0|0.0|100
0|2022-01-07|2141.0|0|2141.0|0|15.0|0|0.0|100
0|2022-01-08|2141.0|0|2141.0|0|15.0|0|0.0|100
0|2022-01-09|2141.0|0|2141.0|0|15.0|0|0.0|100
0|2022-01-10|2230.0|0|2230.0|0|15.0|0|0.0|100
0|2022-01-11|2257.0|0|2257.0|0|15.0|0|0.0|100
0|2022-01-12|2303.0|0|2303.0|0|15.0|0|0.0|100
0|2022-01-13|2303.0|0|2336.0|0|15.0|0|0.0|100
0|2022-01-14|2336.0|0|2347.0|0|16.0|0|0.0|100
0|2022-01-15|2358.0|0|2358.0|0|18.0|0|0.0|100
0|2022-01-16|2358.0|0|2358.0|0|18.0|0|0.0|100
0|2022-01-17|2408.0|0|0.0|100|17.0|0|0.0|100
