|dates|Park_Colorado_UnitedStates.JHU_ConfirmedCases.data|Park_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Park_Colorado_UnitedStates.NYT_ConfirmedCases.data|Park_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Park_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Park_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Park_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Park_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1316.0|0|1316.0|0|8.0|0|0.0|100
0|2021-10-18|1335.0|0|1335.0|0|8.0|0|0.0|100
0|2021-10-19|1336.0|0|1336.0|0|8.0|0|0.0|100
0|2021-10-20|1352.0|0|1352.0|0|8.0|0|0.0|100
0|2021-10-21|1373.0|0|1373.0|0|8.0|0|0.0|100
0|2021-10-22|1385.0|0|1385.0|0|8.0|0|0.0|100
0|2021-10-23|1385.0|0|1385.0|0|8.0|0|0.0|100
0|2021-10-24|1385.0|0|1385.0|0|8.0|0|0.0|100
0|2021-10-25|1403.0|0|1403.0|0|8.0|0|0.0|100
0|2021-10-26|1416.0|0|1416.0|0|9.0|0|0.0|100
0|2021-10-27|1434.0|0|1434.0|0|9.0|0|0.0|100
0|2021-10-28|1443.0|0|1443.0|0|10.0|0|0.0|100
0|2021-10-29|1456.0|0|1456.0|0|10.0|0|0.0|100
0|2021-10-30|1456.0|0|1456.0|0|10.0|0|0.0|100
0|2021-10-31|1456.0|0|1456.0|0|10.0|0|0.0|100
0|2021-11-01|1486.0|0|1486.0|0|10.0|0|0.0|100
0|2021-11-02|1489.0|0|1489.0|0|10.0|0|0.0|100
0|2021-11-03|1497.0|0|1497.0|0|10.0|0|0.0|100
0|2021-11-04|1505.0|0|1505.0|0|10.0|0|0.0|100
0|2021-11-05|1509.0|0|1509.0|0|10.0|0|0.0|100
0|2021-11-06|1509.0|0|1509.0|0|10.0|0|0.0|100
0|2021-11-07|1509.0|0|1509.0|0|10.0|0|0.0|100
0|2021-11-08|1530.0|0|1530.0|0|10.0|0|0.0|100
0|2021-11-09|1535.0|0|1535.0|0|10.0|0|0.0|100
0|2021-11-10|1535.0|0|1546.0|0|10.0|0|0.0|100
0|2021-11-11|1553.0|0|1553.0|0|10.0|0|0.0|100
0|2021-11-12|1566.0|0|1566.0|0|10.0|0|0.0|100
0|2021-11-13|1566.0|0|1566.0|0|10.0|0|0.0|100
0|2021-11-14|1566.0|0|1566.0|0|10.0|0|0.0|100
0|2021-11-15|1586.0|0|1586.0|0|10.0|0|0.0|100
0|2021-11-16|1591.0|0|1591.0|0|10.0|0|0.0|100
0|2021-11-17|1610.0|0|1610.0|0|10.0|0|0.0|100
0|2021-11-18|1613.0|0|1613.0|0|10.0|0|0.0|100
0|2021-11-19|1625.0|0|1625.0|0|11.0|0|0.0|100
0|2021-11-20|1625.0|0|1625.0|0|11.0|0|0.0|100
0|2021-11-21|1625.0|0|1625.0|0|11.0|0|0.0|100
0|2021-11-22|1638.0|0|1638.0|0|11.0|0|0.0|100
0|2021-11-23|1651.0|0|1651.0|0|11.0|0|0.0|100
0|2021-11-24|1668.0|0|1668.0|0|11.0|0|0.0|100
0|2021-11-25|1675.0|0|1675.0|0|11.0|0|0.0|100
0|2021-11-26|1678.0|0|1675.0|0|11.0|0|0.0|100
0|2021-11-27|1678.0|0|1675.0|0|11.0|0|0.0|100
0|2021-11-28|1678.0|0|1678.0|0|11.0|0|0.0|100
0|2021-11-29|1691.0|0|1691.0|0|13.0|0|0.0|100
0|2021-11-30|1700.0|0|1700.0|0|13.0|0|0.0|100
0|2021-12-01|1700.0|0|1711.0|0|13.0|0|0.0|100
0|2021-12-02|1720.0|0|1720.0|0|13.0|0|0.0|100
0|2021-12-03|1725.0|0|1723.0|0|13.0|0|0.0|100
0|2021-12-04|1725.0|0|1725.0|0|13.0|0|0.0|100
0|2021-12-05|1725.0|0|1725.0|0|13.0|0|0.0|100
0|2021-12-06|1747.0|0|1747.0|0|13.0|0|0.0|100
0|2021-12-07|1753.0|0|1753.0|0|13.0|0|0.0|100
0|2021-12-08|1765.0|0|1765.0|0|13.0|0|0.0|100
0|2021-12-09|1770.0|0|1770.0|0|13.0|0|0.0|100
0|2021-12-10|1778.0|0|1778.0|0|13.0|0|0.0|100
0|2021-12-11|1778.0|0|1778.0|0|13.0|0|0.0|100
0|2021-12-12|1778.0|0|1778.0|0|13.0|0|0.0|100
0|2021-12-13|1792.0|0|1792.0|0|13.0|0|0.0|100
0|2021-12-14|1792.0|0|1797.0|0|13.0|0|0.0|100
0|2021-12-15|1805.0|0|1805.0|0|13.0|0|0.0|100
0|2021-12-16|1810.0|0|1810.0|0|13.0|0|0.0|100
0|2021-12-17|1815.0|0|1815.0|0|14.0|0|0.0|100
0|2021-12-18|1815.0|0|1815.0|0|14.0|0|0.0|100
0|2021-12-19|1815.0|0|1815.0|0|14.0|0|0.0|100
0|2021-12-20|1823.0|0|1823.0|0|14.0|0|0.0|100
0|2021-12-21|1837.0|0|1837.0|0|14.0|0|0.0|100
0|2021-12-22|1855.0|0|1855.0|0|14.0|0|0.0|100
0|2021-12-23|1858.0|0|1858.0|0|14.0|0|0.0|100
0|2021-12-24|1871.0|0|1871.0|0|14.0|0|0.0|100
0|2021-12-25|1871.0|0|1871.0|0|14.0|0|0.0|100
0|2021-12-26|1871.0|0|1871.0|0|14.0|0|0.0|100
0|2021-12-27|1889.0|0|1889.0|0|14.0|0|0.0|100
0|2021-12-28|1907.0|0|1907.0|0|14.0|0|0.0|100
