|dates|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Chatham_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Chatham_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|7130.0|0|7130.0|0|99.0|0|0.0|100
0|2021-12-08|7149.0|0|7149.0|0|99.0|0|0.0|100
0|2021-12-09|7186.0|0|7186.0|0|99.0|0|0.0|100
0|2021-12-10|7200.0|0|7200.0|0|99.0|0|0.0|100
0|2021-12-11|7200.0|0|7200.0|0|99.0|0|0.0|100
0|2021-12-12|7200.0|0|7200.0|0|99.0|0|0.0|100
0|2021-12-13|7248.0|0|7248.0|0|99.0|0|0.0|100
0|2021-12-14|7248.0|0|7259.0|0|99.0|0|0.0|100
0|2021-12-15|7277.0|0|7277.0|0|99.0|0|0.0|100
0|2021-12-16|7309.0|0|7309.0|0|99.0|0|0.0|100
0|2021-12-17|7325.0|0|7325.0|0|99.0|0|0.0|100
0|2021-12-18|7325.0|0|7325.0|0|99.0|0|0.0|100
0|2021-12-19|7325.0|0|7325.0|0|99.0|0|0.0|100
0|2021-12-20|7413.0|0|7413.0|0|99.0|0|0.0|100
0|2021-12-21|7425.0|0|7425.0|0|99.0|0|0.0|100
0|2021-12-22|7434.0|0|7434.0|0|99.0|0|0.0|100
0|2021-12-23|7434.0|0|7434.0|0|99.0|0|0.0|100
0|2021-12-24|7434.0|0|7434.0|0|99.0|0|0.0|100
0|2021-12-25|7434.0|0|7434.0|0|99.0|0|0.0|100
0|2021-12-26|7434.0|0|7434.0|0|99.0|0|0.0|100
0|2021-12-27|7434.0|0|7434.0|0|99.0|0|0.0|100
0|2021-12-28|7644.0|0|7644.0|0|99.0|0|0.0|100
0|2021-12-29|7677.0|0|7677.0|0|99.0|0|0.0|100
0|2021-12-30|7764.0|0|7764.0|0|99.0|0|0.0|100
0|2021-12-31|7764.0|0|7885.0|0|99.0|0|0.0|100
0|2022-01-01|7764.0|0|7885.0|0|99.0|0|0.0|100
0|2022-01-02|7764.0|0|7885.0|0|99.0|0|0.0|100
0|2022-01-03|8063.0|0|8063.0|0|99.0|0|0.0|100
0|2022-01-04|8107.0|0|8107.0|0|99.0|0|0.0|100
0|2022-01-05|8237.0|0|8237.0|0|99.0|0|0.0|100
0|2022-01-06|8351.0|0|8351.0|0|99.0|0|0.0|100
0|2022-01-07|8484.0|0|8484.0|0|99.0|0|0.0|100
0|2022-01-08|8484.0|0|8484.0|0|99.0|0|0.0|100
0|2022-01-09|8484.0|0|8484.0|0|99.0|0|0.0|100
0|2022-01-10|8837.0|0|8837.0|0|99.0|0|0.0|100
0|2022-01-11|8882.0|0|8882.0|0|99.0|0|0.0|100
0|2022-01-12|8993.0|0|8993.0|0|99.0|0|0.0|100
0|2022-01-13|8993.0|0|9263.0|0|99.0|0|0.0|100
0|2022-01-14|9424.0|0|9424.0|0|99.0|0|0.0|100
0|2022-01-15|9424.0|0|9424.0|0|99.0|0|0.0|100
0|2022-01-16|9424.0|0|9424.0|0|99.0|0|0.0|100
0|2022-01-17|9424.0|0|0.0|100|99.0|0|0.0|100
