|dates|Clarke_Virginia_UnitedStates.JHU_ConfirmedCases.data|Clarke_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Clarke_Virginia_UnitedStates.NYT_ConfirmedCases.data|Clarke_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Clarke_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Clarke_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Clarke_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Clarke_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|1646.0|0|1646.0|0|33.0|0|0.0|100
0|2021-12-17|1655.0|0|1655.0|0|33.0|0|0.0|100
0|2021-12-18|1655.0|0|1655.0|0|33.0|0|0.0|100
0|2021-12-19|1655.0|0|1655.0|0|33.0|0|0.0|100
0|2021-12-20|1672.0|0|1672.0|0|33.0|0|0.0|100
0|2021-12-21|1677.0|0|1677.0|0|33.0|0|0.0|100
0|2021-12-22|1680.0|0|1680.0|0|33.0|0|0.0|100
0|2021-12-23|1694.0|0|1694.0|0|33.0|0|0.0|100
0|2021-12-24|1710.0|0|1710.0|0|33.0|0|0.0|100
0|2021-12-25|1710.0|0|1710.0|0|33.0|0|0.0|100
0|2021-12-26|1710.0|0|1710.0|0|33.0|0|0.0|100
0|2021-12-27|1733.0|0|1733.0|0|33.0|0|0.0|100
0|2021-12-28|1754.0|0|1754.0|0|33.0|0|0.0|100
0|2021-12-29|1782.0|0|1782.0|0|33.0|0|0.0|100
0|2021-12-30|1794.0|0|1794.0|0|33.0|0|0.0|100
0|2021-12-31|1827.0|0|1827.0|0|33.0|0|0.0|100
0|2022-01-01|1827.0|0|1827.0|0|33.0|0|0.0|100
0|2022-01-02|1827.0|0|1827.0|0|33.0|0|0.0|100
0|2022-01-03|1905.0|0|1905.0|0|33.0|0|0.0|100
0|2022-01-04|1925.0|0|1925.0|0|33.0|0|0.0|100
0|2022-01-05|1941.0|0|1941.0|0|33.0|0|0.0|100
0|2022-01-06|1971.0|0|1971.0|0|33.0|0|0.0|100
0|2022-01-07|2001.0|0|2001.0|0|33.0|0|0.0|100
0|2022-01-08|2001.0|0|2001.0|0|33.0|0|0.0|100
0|2022-01-09|2001.0|0|2001.0|0|33.0|0|0.0|100
0|2022-01-10|2077.0|0|2077.0|0|33.0|0|0.0|100
0|2022-01-11|2096.0|0|2096.0|0|33.0|0|0.0|100
0|2022-01-12|2118.0|0|2118.0|0|33.0|0|0.0|100
0|2022-01-13|2118.0|0|2142.0|0|33.0|0|0.0|100
0|2022-01-14|2160.0|0|2160.0|0|33.0|0|0.0|100
0|2022-01-15|2160.0|0|2160.0|0|33.0|0|0.0|100
0|2022-01-16|2160.0|0|2160.0|0|33.0|0|0.0|100
0|2022-01-17|2224.0|0|0.0|100|33.0|0|0.0|100
