|dates|Madison_Virginia_UnitedStates.JHU_ConfirmedCases.data|Madison_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Madison_Virginia_UnitedStates.NYT_ConfirmedCases.data|Madison_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Madison_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|1241.0|0|1241.0|0|24.0|0|0.0|100
0|2021-12-22|1249.0|0|1249.0|0|24.0|0|0.0|100
0|2021-12-23|1253.0|0|1253.0|0|24.0|0|0.0|100
0|2021-12-24|1262.0|0|1262.0|0|25.0|0|0.0|100
0|2021-12-25|1262.0|0|1262.0|0|25.0|0|0.0|100
0|2021-12-26|1262.0|0|1262.0|0|25.0|0|0.0|100
0|2021-12-27|1278.0|0|1278.0|0|25.0|0|0.0|100
0|2021-12-28|1290.0|0|1290.0|0|25.0|0|0.0|100
0|2021-12-29|1316.0|0|1316.0|0|25.0|0|0.0|100
0|2021-12-30|1333.0|0|1333.0|0|25.0|0|0.0|100
0|2021-12-31|1355.0|0|1355.0|0|25.0|0|0.0|100
0|2022-01-01|1355.0|0|1355.0|0|25.0|0|0.0|100
0|2022-01-02|1355.0|0|1355.0|0|25.0|0|0.0|100
0|2022-01-03|1414.0|0|1414.0|0|25.0|0|0.0|100
0|2022-01-04|1421.0|0|1421.0|0|25.0|0|0.0|100
0|2022-01-05|1425.0|0|1425.0|0|25.0|0|0.0|100
0|2022-01-06|1435.0|0|1435.0|0|25.0|0|0.0|100
0|2022-01-07|1455.0|0|1455.0|0|25.0|0|0.0|100
0|2022-01-08|1455.0|0|1455.0|0|25.0|0|0.0|100
0|2022-01-09|1455.0|0|1455.0|0|25.0|0|0.0|100
0|2022-01-10|1514.0|0|1514.0|0|25.0|0|0.0|100
0|2022-01-11|1539.0|0|1539.0|0|25.0|0|0.0|100
0|2022-01-12|1563.0|0|1563.0|0|25.0|0|0.0|100
0|2022-01-13|1563.0|0|1579.0|0|25.0|0|0.0|100
0|2022-01-14|1604.0|0|1604.0|0|25.0|0|0.0|100
0|2022-01-15|1604.0|0|1604.0|0|25.0|0|0.0|100
0|2022-01-16|1604.0|0|1604.0|0|25.0|0|0.0|100
0|2022-01-17|1661.0|0|0.0|100|25.0|0|0.0|100
