|dates|Montgomery_Maryland_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Maryland_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Maryland_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|83445.0|0|83496.0|0|1724.0|0|0.0|100
0|2021-11-13|83548.0|0|83599.0|0|1725.0|0|0.0|100
0|2021-11-14|83638.0|0|83689.0|0|1726.0|0|0.0|100
0|2021-11-15|83700.0|0|83751.0|0|1726.0|0|0.0|100
0|2021-11-16|83793.0|0|83844.0|0|1727.0|0|0.0|100
0|2021-11-17|83868.0|0|83919.0|0|1728.0|0|0.0|100
0|2021-11-18|83981.0|0|84033.0|0|1730.0|0|0.0|100
0|2021-11-19|84110.0|0|84162.0|0|1730.0|0|0.0|100
0|2021-11-20|84233.0|0|84285.0|0|1730.0|0|0.0|100
0|2021-11-21|84350.0|0|84402.0|0|1730.0|0|0.0|100
0|2021-11-22|84443.0|0|84495.0|0|1730.0|0|0.0|100
0|2021-11-23|84551.0|0|84603.0|0|1731.0|0|0.0|100
0|2021-11-24|84627.0|0|84679.0|0|1731.0|0|0.0|100
0|2021-11-25|84627.0|0|84679.0|0|1731.0|0|0.0|100
0|2021-11-26|84627.0|0|84679.0|0|1731.0|0|0.0|100
0|2021-11-27|84976.0|0|85028.0|0|1731.0|0|0.0|100
0|2021-11-28|85088.0|0|85140.0|0|1732.0|0|0.0|100
0|2021-11-29|85170.0|0|85222.0|0|1732.0|0|0.0|100
0|2021-11-30|85310.0|0|85362.0|0|1733.0|0|0.0|100
0|2021-12-01|85430.0|0|85482.0|0|1734.0|0|0.0|100
0|2021-12-02|85615.0|0|85667.0|0|1735.0|0|0.0|100
0|2021-12-03|85811.0|0|85863.0|0|1737.0|0|0.0|100
0|2021-12-04|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-05|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-06|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-07|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-08|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-09|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-10|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-11|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-12|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-13|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-14|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-15|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-16|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-17|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-18|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-19|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-20|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-21|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-22|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-23|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-24|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-25|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-26|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-27|86011.0|0|86063.0|0|1737.0|0|0.0|100
0|2021-12-28|97573.0|0|97625.0|0|1755.0|0|0.0|100
0|2021-12-29|99624.0|0|99676.0|0|1759.0|0|0.0|100
0|2021-12-30|102675.0|0|102727.0|0|1762.0|0|0.0|100
0|2021-12-31|102675.0|0|102727.0|0|1762.0|0|0.0|100
0|2022-01-01|102675.0|0|102727.0|0|1762.0|0|0.0|100
0|2022-01-02|108435.0|0|108487.0|0|1765.0|0|0.0|100
0|2022-01-03|113356.0|0|113408.0|0|1766.0|0|0.0|100
0|2022-01-04|116489.0|0|116541.0|0|1768.0|0|0.0|100
0|2022-01-05|117973.0|0|118025.0|0|1771.0|0|0.0|100
0|2022-01-06|121074.0|0|121126.0|0|1777.0|0|0.0|100
0|2022-01-07|123550.0|0|123602.0|0|1780.0|0|0.0|100
0|2022-01-08|126510.0|0|126562.0|0|1784.0|0|0.0|100
0|2022-01-09|130895.0|0|130947.0|0|1788.0|0|0.0|100
0|2022-01-10|133664.0|0|133716.0|0|1789.0|0|0.0|100
0|2022-01-11|136368.0|0|136420.0|0|1794.0|0|0.0|100
0|2022-01-12|138825.0|0|138878.0|0|1810.0|0|0.0|100
0|2022-01-13|138825.0|0|141325.0|0|1810.0|0|0.0|100
0|2022-01-14|143107.0|0|143161.0|0|1822.0|0|0.0|100
0|2022-01-15|145525.0|0|145579.0|0|1828.0|0|0.0|100
0|2022-01-16|147119.0|0|147173.0|0|1832.0|0|0.0|100
0|2022-01-17|148540.0|0|0.0|100|1839.0|0|0.0|100
