|dates|Throckmorton_Texas_UnitedStates.BLS_EmployedPopulation.data|Throckmorton_Texas_UnitedStates.BLS_EmployedPopulation.missing|Throckmorton_Texas_UnitedStates.BLS_UnemployedPopulation.data|Throckmorton_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Throckmorton_Texas_UnitedStates.BLS_UnemploymentRate.data|Throckmorton_Texas_UnitedStates.BLS_UnemploymentRate.missing|Throckmorton_Texas_UnitedStates.BLS_LaborForcePopulation.data|Throckmorton_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-18|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-19|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-20|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-21|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-22|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-23|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-24|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-25|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-26|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-27|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-28|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-29|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-30|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-10-31|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-01|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-02|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-03|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-04|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-05|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-06|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-07|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-08|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-09|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-10|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-11|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-12|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-13|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-14|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-15|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-16|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-17|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-18|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-19|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-20|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-21|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-22|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-23|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-24|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-25|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-26|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-27|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-28|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-29|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-11-30|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-01|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-02|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-03|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-04|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-05|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-06|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-07|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-08|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-09|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-10|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-11|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-12|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-13|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-14|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-15|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-16|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-17|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-18|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-19|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-20|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-21|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-22|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-23|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-24|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-25|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-26|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-27|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-28|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-29|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-30|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2021-12-31|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-01|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-02|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-03|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-04|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-05|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-06|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-07|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-08|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-09|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-10|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-11|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-12|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-13|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-14|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-15|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-16|609.0|0|28.0|0|4.395604395604396|0|637.0|0
0|2022-01-17|609.0|0|28.0|0|4.395604395604396|0|637.0|0
