|dates|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Franklin_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|3717.0|0|3717.0|0|123.0|0|0.0|100
0|2021-11-22|3804.0|0|3804.0|0|123.0|0|0.0|100
0|2021-11-23|3820.0|0|3820.0|0|124.0|0|0.0|100
0|2021-11-24|3843.0|0|3843.0|0|124.0|0|0.0|100
0|2021-11-25|3843.0|0|3843.0|0|124.0|0|0.0|100
0|2021-11-26|3908.0|0|3908.0|0|124.0|0|0.0|100
0|2021-11-27|3908.0|0|3908.0|0|124.0|0|0.0|100
0|2021-11-28|3908.0|0|3908.0|0|124.0|0|0.0|100
0|2021-11-29|3986.0|0|3986.0|0|124.0|0|0.0|100
0|2021-11-30|4020.0|0|4020.0|0|125.0|0|0.0|100
0|2021-12-01|4067.0|0|4067.0|0|125.0|0|0.0|100
0|2021-12-02|4067.0|0|4108.0|0|125.0|0|0.0|100
0|2021-12-03|4166.0|0|4166.0|0|126.0|0|0.0|100
0|2021-12-04|4166.0|0|4166.0|0|126.0|0|0.0|100
0|2021-12-05|4166.0|0|4166.0|0|126.0|0|0.0|100
0|2021-12-06|4307.0|0|4307.0|0|126.0|0|0.0|100
0|2021-12-07|4328.0|0|4328.0|0|126.0|0|0.0|100
0|2021-12-08|4371.0|0|4371.0|0|126.0|0|0.0|100
0|2021-12-09|4422.0|0|4422.0|0|126.0|0|0.0|100
0|2021-12-10|4482.0|0|4482.0|0|126.0|0|0.0|100
0|2021-12-11|4482.0|0|4482.0|0|126.0|0|0.0|100
0|2021-12-12|4482.0|0|4482.0|0|126.0|0|0.0|100
0|2021-12-13|4562.0|0|4562.0|0|126.0|0|0.0|100
0|2021-12-14|4562.0|0|4584.0|0|126.0|0|0.0|100
0|2021-12-15|4622.0|0|4622.0|0|127.0|0|0.0|100
0|2021-12-16|4662.0|0|4662.0|0|127.0|0|0.0|100
0|2021-12-17|4734.0|0|4734.0|0|127.0|0|0.0|100
0|2021-12-18|4734.0|0|4734.0|0|127.0|0|0.0|100
0|2021-12-19|4734.0|0|4734.0|0|127.0|0|0.0|100
0|2021-12-20|4873.0|0|4873.0|0|128.0|0|0.0|100
0|2021-12-21|4914.0|0|4914.0|0|128.0|0|0.0|100
0|2021-12-22|4978.0|0|4978.0|0|128.0|0|0.0|100
0|2021-12-23|5036.0|0|5036.0|0|128.0|0|0.0|100
0|2021-12-24|5109.0|0|5109.0|0|128.0|0|0.0|100
0|2021-12-25|5109.0|0|5109.0|0|128.0|0|0.0|100
0|2021-12-26|5109.0|0|5109.0|0|128.0|0|0.0|100
0|2021-12-27|5201.0|0|5201.0|0|128.0|0|0.0|100
0|2021-12-28|5304.0|0|5304.0|0|128.0|0|0.0|100
0|2021-12-29|5381.0|0|5381.0|0|128.0|0|0.0|100
0|2021-12-30|5481.0|0|5481.0|0|129.0|0|0.0|100
0|2021-12-31|5624.0|0|5624.0|0|131.0|0|0.0|100
0|2022-01-01|5624.0|0|5624.0|0|131.0|0|0.0|100
0|2022-01-02|5624.0|0|5624.0|0|131.0|0|0.0|100
0|2022-01-03|5788.0|0|5788.0|0|134.0|0|0.0|100
0|2022-01-04|5886.0|0|5886.0|0|133.0|0|0.0|100
0|2022-01-05|6071.0|0|6071.0|0|133.0|0|0.0|100
0|2022-01-06|6198.0|0|6198.0|0|133.0|0|0.0|100
0|2022-01-07|6409.0|0|6409.0|0|133.0|0|0.0|100
0|2022-01-08|6409.0|0|6409.0|0|133.0|0|0.0|100
0|2022-01-09|6409.0|0|6409.0|0|133.0|0|0.0|100
0|2022-01-10|6863.0|0|6863.0|0|133.0|0|0.0|100
0|2022-01-11|7012.0|0|7012.0|0|137.0|0|0.0|100
0|2022-01-12|7138.0|0|7138.0|0|138.0|0|0.0|100
0|2022-01-13|7138.0|0|7252.0|0|138.0|0|0.0|100
0|2022-01-14|7419.0|0|7419.0|0|139.0|0|0.0|100
0|2022-01-15|7419.0|0|7419.0|0|139.0|0|0.0|100
0|2022-01-16|7419.0|0|7419.0|0|139.0|0|0.0|100
0|2022-01-17|7419.0|0|0.0|100|139.0|0|0.0|100
