|dates|Volusia_Florida_UnitedStates.JHU_ConfirmedCases.data|Volusia_Florida_UnitedStates.JHU_ConfirmedCases.missing|Volusia_Florida_UnitedStates.NYT_ConfirmedCases.data|Volusia_Florida_UnitedStates.NYT_ConfirmedCases.missing|Volusia_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Volusia_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Volusia_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Volusia_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|75476.0|0|74698.0|0|846.0|0|0.0|100
0|2021-10-18|75476.0|0|74698.0|0|846.0|0|0.0|100
0|2021-10-19|75476.0|0|74698.0|0|846.0|0|0.0|100
0|2021-10-20|75476.0|0|74698.0|0|846.0|0|0.0|100
0|2021-10-21|75476.0|0|74698.0|0|846.0|0|0.0|100
0|2021-10-22|76034.0|0|75256.0|0|846.0|0|0.0|100
0|2021-10-23|76034.0|0|75256.0|0|846.0|0|0.0|100
0|2021-10-24|76034.0|0|75256.0|0|846.0|0|0.0|100
0|2021-10-25|76034.0|0|75256.0|0|846.0|0|0.0|100
0|2021-10-26|76034.0|0|75256.0|0|846.0|0|0.0|100
0|2021-10-27|76034.0|0|75256.0|0|846.0|0|0.0|100
0|2021-10-28|76034.0|0|75256.0|0|846.0|0|0.0|100
0|2021-10-29|76489.0|0|75711.0|0|846.0|0|0.0|100
0|2021-10-30|76489.0|0|75711.0|0|846.0|0|0.0|100
0|2021-10-31|76489.0|0|75711.0|0|846.0|0|0.0|100
0|2021-11-01|76489.0|0|75711.0|0|846.0|0|0.0|100
0|2021-11-02|76489.0|0|75711.0|0|846.0|0|0.0|100
0|2021-11-03|76489.0|0|75711.0|0|846.0|0|0.0|100
0|2021-11-04|76489.0|0|75711.0|0|846.0|0|0.0|100
0|2021-11-05|76868.0|0|76090.0|0|846.0|0|0.0|100
0|2021-11-06|76868.0|0|76090.0|0|846.0|0|0.0|100
0|2021-11-07|76868.0|0|76090.0|0|846.0|0|0.0|100
0|2021-11-08|76868.0|0|76090.0|0|846.0|0|0.0|100
0|2021-11-09|76868.0|0|76090.0|0|846.0|0|0.0|100
0|2021-11-10|76868.0|0|76090.0|0|846.0|0|0.0|100
0|2021-11-11|76868.0|0|76090.0|0|846.0|0|0.0|100
0|2021-11-12|77220.0|0|76442.0|0|846.0|0|0.0|100
0|2021-11-13|77220.0|0|76442.0|0|846.0|0|0.0|100
0|2021-11-14|77220.0|0|76442.0|0|846.0|0|0.0|100
0|2021-11-15|77220.0|0|76442.0|0|846.0|0|0.0|100
0|2021-11-16|77220.0|0|76442.0|0|846.0|0|0.0|100
0|2021-11-17|77220.0|0|76442.0|0|846.0|0|0.0|100
0|2021-11-18|77220.0|0|76442.0|0|846.0|0|0.0|100
0|2021-11-19|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-20|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-21|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-22|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-23|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-24|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-25|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-26|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-27|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-28|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-29|77571.0|0|76793.0|0|846.0|0|0.0|100
0|2021-11-30|77844.0|0|77066.0|0|846.0|0|0.0|100
0|2021-12-01|77844.0|0|77066.0|0|846.0|0|0.0|100
0|2021-12-02|77844.0|0|77066.0|0|846.0|0|0.0|100
0|2021-12-03|78132.0|0|77354.0|0|846.0|0|0.0|100
0|2021-12-04|78132.0|0|77354.0|0|846.0|0|0.0|100
