|dates|Blackford_Indiana_UnitedStates.JHU_ConfirmedCases.data|Blackford_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Blackford_Indiana_UnitedStates.NYT_ConfirmedCases.data|Blackford_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Blackford_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Blackford_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Blackford_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Blackford_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1878.0|0|1889.0|0|40.0|0|0.0|100
0|2021-10-18|1905.0|0|1917.0|0|40.0|0|0.0|100
0|2021-10-19|1911.0|0|1923.0|0|41.0|0|0.0|100
0|2021-10-20|1918.0|0|1930.0|0|41.0|0|0.0|100
0|2021-10-21|1926.0|0|1938.0|0|42.0|0|0.0|100
0|2021-10-22|1931.0|0|1943.0|0|42.0|0|0.0|100
0|2021-10-23|1931.0|0|1943.0|0|42.0|0|0.0|100
0|2021-10-24|1931.0|0|1943.0|0|42.0|0|0.0|100
0|2021-10-25|1950.0|0|1962.0|0|42.0|0|0.0|100
0|2021-10-26|1951.0|0|1963.0|0|43.0|0|0.0|100
0|2021-10-27|1954.0|0|1966.0|0|43.0|0|0.0|100
0|2021-10-28|1967.0|0|1979.0|0|43.0|0|0.0|100
0|2021-10-29|1978.0|0|1990.0|0|43.0|0|0.0|100
0|2021-10-30|1978.0|0|1990.0|0|43.0|0|0.0|100
0|2021-10-31|1978.0|0|1990.0|0|43.0|0|0.0|100
0|2021-11-01|1987.0|0|2000.0|0|43.0|0|0.0|100
0|2021-11-02|1987.0|0|2000.0|0|43.0|0|0.0|100
0|2021-11-03|1992.0|0|2005.0|0|43.0|0|0.0|100
0|2021-11-04|2002.0|0|2015.0|0|43.0|0|0.0|100
0|2021-11-05|2006.0|0|2019.0|0|43.0|0|0.0|100
0|2021-11-06|2006.0|0|2019.0|0|43.0|0|0.0|100
0|2021-11-07|2006.0|0|2019.0|0|43.0|0|0.0|100
0|2021-11-08|2016.0|0|2029.0|0|43.0|0|0.0|100
0|2021-11-09|2022.0|0|2035.0|0|43.0|0|0.0|100
0|2021-11-10|2022.0|0|2038.0|0|43.0|0|0.0|100
0|2021-11-11|2053.0|0|2066.0|0|43.0|0|0.0|100
0|2021-11-12|2054.0|0|2067.0|0|43.0|0|0.0|100
0|2021-11-13|2054.0|0|2067.0|0|43.0|0|0.0|100
0|2021-11-14|2054.0|0|2067.0|0|43.0|0|0.0|100
0|2021-11-15|2061.0|0|2074.0|0|44.0|0|0.0|100
0|2021-11-16|2068.0|0|2081.0|0|44.0|0|0.0|100
0|2021-11-17|2080.0|0|2093.0|0|44.0|0|0.0|100
0|2021-11-18|2085.0|0|2098.0|0|44.0|0|0.0|100
0|2021-11-19|2099.0|0|2112.0|0|44.0|0|0.0|100
0|2021-11-20|2099.0|0|2112.0|0|44.0|0|0.0|100
0|2021-11-21|2099.0|0|2112.0|0|44.0|0|0.0|100
0|2021-11-22|2123.0|0|2136.0|0|44.0|0|0.0|100
0|2021-11-23|2133.0|0|2146.0|0|44.0|0|0.0|100
0|2021-11-24|2139.0|0|2152.0|0|44.0|0|0.0|100
0|2021-11-25|2139.0|0|2152.0|0|44.0|0|0.0|100
0|2021-11-26|2139.0|0|2152.0|0|44.0|0|0.0|100
0|2021-11-27|2139.0|0|2152.0|0|44.0|0|0.0|100
0|2021-11-28|2139.0|0|2152.0|0|44.0|0|0.0|100
0|2021-11-29|2180.0|0|2193.0|0|44.0|0|0.0|100
0|2021-11-30|2187.0|0|2200.0|0|44.0|0|0.0|100
0|2021-12-01|2197.0|0|2210.0|0|44.0|0|0.0|100
0|2021-12-02|2197.0|0|2225.0|0|44.0|0|0.0|100
0|2021-12-03|2221.0|0|2234.0|0|44.0|0|0.0|100
0|2021-12-04|2221.0|0|2234.0|0|44.0|0|0.0|100
0|2021-12-05|2221.0|0|2234.0|0|44.0|0|0.0|100
0|2021-12-06|2249.0|0|2263.0|0|44.0|0|0.0|100
0|2021-12-07|2260.0|0|2274.0|0|44.0|0|0.0|100
0|2021-12-08|2273.0|0|2287.0|0|44.0|0|0.0|100
0|2021-12-09|2291.0|0|2305.0|0|44.0|0|0.0|100
0|2021-12-10|2305.0|0|2319.0|0|44.0|0|0.0|100
0|2021-12-11|2305.0|0|2319.0|0|44.0|0|0.0|100
0|2021-12-12|2305.0|0|2319.0|0|44.0|0|0.0|100
0|2021-12-13|2321.0|0|2335.0|0|44.0|0|0.0|100
0|2021-12-14|2321.0|0|2339.0|0|44.0|0|0.0|100
0|2021-12-15|2335.0|0|2349.0|0|45.0|0|0.0|100
0|2021-12-16|2339.0|0|2353.0|0|45.0|0|0.0|100
0|2021-12-17|2348.0|0|2362.0|0|46.0|0|0.0|100
0|2021-12-18|2348.0|0|2362.0|0|46.0|0|0.0|100
0|2021-12-19|2348.0|0|2362.0|0|46.0|0|0.0|100
0|2021-12-20|2365.0|0|2379.0|0|47.0|0|0.0|100
0|2021-12-21|2371.0|0|2385.0|0|47.0|0|0.0|100
0|2021-12-22|2379.0|0|2393.0|0|47.0|0|0.0|100
0|2021-12-23|2379.0|0|2393.0|0|47.0|0|0.0|100
0|2021-12-24|2379.0|0|2393.0|0|47.0|0|0.0|100
0|2021-12-25|2379.0|0|2393.0|0|47.0|0|0.0|100
0|2021-12-26|2379.0|0|2393.0|0|47.0|0|0.0|100
0|2021-12-27|2407.0|0|2421.0|0|47.0|0|0.0|100
0|2021-12-28|2418.0|0|2432.0|0|49.0|0|0.0|100
0|2021-12-29|2424.0|0|2438.0|0|49.0|0|0.0|100
0|2021-12-30|2430.0|0|2444.0|0|49.0|0|0.0|100
0|2021-12-31|2430.0|0|2444.0|0|49.0|0|0.0|100
0|2022-01-01|2430.0|0|2444.0|0|49.0|0|0.0|100
0|2022-01-02|2430.0|0|2444.0|0|49.0|0|0.0|100
0|2022-01-03|2447.0|0|2461.0|0|49.0|0|0.0|100
0|2022-01-04|2461.0|0|2475.0|0|50.0|0|0.0|100
0|2022-01-05|2488.0|0|2502.0|0|51.0|0|0.0|100
0|2022-01-06|2503.0|0|2517.0|0|53.0|0|0.0|100
0|2022-01-07|2512.0|0|2526.0|0|53.0|0|0.0|100
0|2022-01-08|2512.0|0|2526.0|0|53.0|0|0.0|100
0|2022-01-09|2512.0|0|2526.0|0|53.0|0|0.0|100
0|2022-01-10|2559.0|0|2572.0|0|53.0|0|0.0|100
0|2022-01-11|2571.0|0|2584.0|0|54.0|0|0.0|100
0|2022-01-12|2588.0|0|2601.0|0|54.0|0|0.0|100
0|2022-01-13|2588.0|0|2612.0|0|54.0|0|0.0|100
0|2022-01-14|2607.0|0|2622.0|0|54.0|0|0.0|100
0|2022-01-15|2607.0|0|2622.0|0|54.0|0|0.0|100
0|2022-01-16|2607.0|0|2622.0|0|54.0|0|0.0|100
0|2022-01-17|2667.0|0|0.0|100|55.0|0|0.0|100
