|dates|Kittitas_Washington_UnitedStates.JHU_ConfirmedCases.data|Kittitas_Washington_UnitedStates.JHU_ConfirmedCases.missing|Kittitas_Washington_UnitedStates.NYT_ConfirmedCases.data|Kittitas_Washington_UnitedStates.NYT_ConfirmedCases.missing|Kittitas_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Kittitas_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Kittitas_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Kittitas_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4813.0|0|4813.0|0|53.0|0|0.0|100
0|2021-10-18|4813.0|0|4813.0|0|53.0|0|0.0|100
0|2021-10-19|4852.0|0|4852.0|0|53.0|0|0.0|100
0|2021-10-20|4872.0|0|4872.0|0|54.0|0|0.0|100
0|2021-10-21|4892.0|0|4892.0|0|54.0|0|0.0|100
0|2021-10-22|4908.0|0|4908.0|0|55.0|0|0.0|100
0|2021-10-23|4908.0|0|4908.0|0|55.0|0|0.0|100
0|2021-10-24|4908.0|0|4908.0|0|55.0|0|0.0|100
0|2021-10-25|4937.0|0|4937.0|0|55.0|0|0.0|100
0|2021-10-26|4949.0|0|4949.0|0|56.0|0|0.0|100
0|2021-10-27|4955.0|0|4955.0|0|56.0|0|0.0|100
0|2021-10-28|4968.0|0|4968.0|0|56.0|0|0.0|100
0|2021-10-29|4982.0|0|4982.0|0|56.0|0|0.0|100
0|2021-10-30|4982.0|0|4982.0|0|56.0|0|0.0|100
0|2021-10-31|4982.0|0|4982.0|0|56.0|0|0.0|100
0|2021-11-01|4998.0|0|4998.0|0|56.0|0|0.0|100
0|2021-11-02|5009.0|0|5009.0|0|56.0|0|0.0|100
0|2021-11-03|5017.0|0|5017.0|0|56.0|0|0.0|100
0|2021-11-04|5033.0|0|5033.0|0|56.0|0|0.0|100
0|2021-11-05|5040.0|0|5040.0|0|56.0|0|0.0|100
0|2021-11-06|5040.0|0|5040.0|0|56.0|0|0.0|100
0|2021-11-07|5040.0|0|5040.0|0|56.0|0|0.0|100
0|2021-11-08|5064.0|0|5064.0|0|55.0|0|0.0|100
0|2021-11-09|5079.0|0|5079.0|0|55.0|0|0.0|100
0|2021-11-10|5079.0|0|5086.0|0|55.0|0|0.0|100
0|2021-11-11|5086.0|0|5086.0|0|55.0|0|0.0|100
0|2021-11-12|5107.0|0|5107.0|0|55.0|0|0.0|100
0|2021-11-13|5107.0|0|5107.0|0|55.0|0|0.0|100
0|2021-11-14|5107.0|0|5107.0|0|55.0|0|0.0|100
0|2021-11-15|5138.0|0|5138.0|0|55.0|0|0.0|100
0|2021-11-16|5148.0|0|5148.0|0|55.0|0|0.0|100
0|2021-11-17|5147.0|0|5147.0|0|55.0|0|0.0|100
0|2021-11-18|5157.0|0|5157.0|0|55.0|0|0.0|100
0|2021-11-19|5165.0|0|5165.0|0|55.0|0|0.0|100
0|2021-11-20|5165.0|0|5165.0|0|55.0|0|0.0|100
0|2021-11-21|5165.0|0|5165.0|0|55.0|0|0.0|100
0|2021-11-22|5178.0|0|5178.0|0|55.0|0|0.0|100
0|2021-11-23|5189.0|0|5189.0|0|55.0|0|0.0|100
0|2021-11-24|5200.0|0|5200.0|0|55.0|0|0.0|100
0|2021-11-25|5200.0|0|5200.0|0|55.0|0|0.0|100
0|2021-11-26|5200.0|0|5200.0|0|55.0|0|0.0|100
0|2021-11-27|5200.0|0|5200.0|0|55.0|0|0.0|100
0|2021-11-28|5200.0|0|5200.0|0|55.0|0|0.0|100
0|2021-11-29|5250.0|0|5250.0|0|55.0|0|0.0|100
0|2021-11-30|5274.0|0|5274.0|0|55.0|0|0.0|100
0|2021-12-01|5274.0|0|5274.0|0|55.0|0|0.0|100
0|2021-12-02|5306.0|0|5306.0|0|55.0|0|0.0|100
0|2021-12-03|5323.0|0|5323.0|0|55.0|0|0.0|100
0|2021-12-04|5323.0|0|5323.0|0|55.0|0|0.0|100
0|2021-12-05|5323.0|0|5323.0|0|55.0|0|0.0|100
0|2021-12-06|5354.0|0|5354.0|0|55.0|0|0.0|100
0|2021-12-07|5370.0|0|5370.0|0|55.0|0|0.0|100
0|2021-12-08|5378.0|0|5378.0|0|55.0|0|0.0|100
0|2021-12-09|5387.0|0|5387.0|0|55.0|0|0.0|100
0|2021-12-10|5394.0|0|5394.0|0|55.0|0|0.0|100
0|2021-12-11|5394.0|0|5394.0|0|55.0|0|0.0|100
0|2021-12-12|5394.0|0|5394.0|0|55.0|0|0.0|100
0|2021-12-13|5408.0|0|5408.0|0|55.0|0|0.0|100
0|2021-12-14|5408.0|0|5412.0|0|55.0|0|0.0|100
0|2021-12-15|5425.0|0|5425.0|0|55.0|0|0.0|100
0|2021-12-16|5429.0|0|5429.0|0|55.0|0|0.0|100
0|2021-12-17|5448.0|0|5448.0|0|55.0|0|0.0|100
0|2021-12-18|5448.0|0|5448.0|0|55.0|0|0.0|100
0|2021-12-19|5448.0|0|5448.0|0|55.0|0|0.0|100
0|2021-12-20|5466.0|0|5466.0|0|55.0|0|0.0|100
0|2021-12-21|5471.0|0|5471.0|0|55.0|0|0.0|100
0|2021-12-22|5475.0|0|5475.0|0|55.0|0|0.0|100
0|2021-12-23|5476.0|0|5476.0|0|55.0|0|0.0|100
0|2021-12-24|5476.0|0|5476.0|0|55.0|0|0.0|100
0|2021-12-25|5476.0|0|5476.0|0|55.0|0|0.0|100
0|2021-12-26|5476.0|0|5476.0|0|55.0|0|0.0|100
0|2021-12-27|5508.0|0|5508.0|0|55.0|0|0.0|100
0|2021-12-28|5511.0|0|5511.0|0|55.0|0|0.0|100
0|2021-12-29|5523.0|0|5523.0|0|56.0|0|0.0|100
0|2021-12-30|5543.0|0|5543.0|0|56.0|0|0.0|100
0|2021-12-31|5543.0|0|5543.0|0|56.0|0|0.0|100
0|2022-01-01|5543.0|0|5543.0|0|56.0|0|0.0|100
0|2022-01-02|5543.0|0|5543.0|0|56.0|0|0.0|100
0|2022-01-03|5665.0|0|5665.0|0|56.0|0|0.0|100
0|2022-01-04|5691.0|0|5691.0|0|56.0|0|0.0|100
0|2022-01-05|5739.0|0|5739.0|0|56.0|0|0.0|100
0|2022-01-06|5871.0|0|5871.0|0|56.0|0|0.0|100
0|2022-01-07|5963.0|0|5963.0|0|56.0|0|0.0|100
0|2022-01-08|5963.0|0|5963.0|0|56.0|0|0.0|100
0|2022-01-09|5963.0|0|5963.0|0|56.0|0|0.0|100
0|2022-01-10|6116.0|0|6116.0|0|56.0|0|0.0|100
0|2022-01-11|6176.0|0|6176.0|0|56.0|0|0.0|100
0|2022-01-12|6313.0|0|6313.0|0|56.0|0|0.0|100
0|2022-01-13|6313.0|0|6363.0|0|56.0|0|0.0|100
0|2022-01-14|6469.0|0|6469.0|0|56.0|0|0.0|100
0|2022-01-15|6469.0|0|6469.0|0|56.0|0|0.0|100
0|2022-01-16|6469.0|0|6469.0|0|56.0|0|0.0|100
0|2022-01-17|6469.0|0|0.0|100|56.0|0|0.0|100
