|dates|Isanti_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Isanti_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Isanti_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Isanti_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Isanti_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Isanti_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Isanti_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Isanti_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5581.0|0|5581.0|0|72.0|0|0.0|100
0|2021-10-18|5600.0|0|5600.0|0|73.0|0|0.0|100
0|2021-10-19|5654.0|0|5654.0|0|74.0|0|0.0|100
0|2021-10-20|5669.0|0|5669.0|0|74.0|0|0.0|100
0|2021-10-21|5692.0|0|5692.0|0|74.0|0|0.0|100
0|2021-10-22|5730.0|0|5730.0|0|74.0|0|0.0|100
0|2021-10-23|5730.0|0|5730.0|0|74.0|0|0.0|100
0|2021-10-24|5730.0|0|5730.0|0|74.0|0|0.0|100
0|2021-10-25|5758.0|0|5758.0|0|74.0|0|0.0|100
0|2021-10-26|5811.0|0|5811.0|0|74.0|0|0.0|100
0|2021-10-27|5829.0|0|5829.0|0|74.0|0|0.0|100
0|2021-10-28|5883.0|0|5883.0|0|74.0|0|0.0|100
0|2021-10-29|5916.0|0|5916.0|0|74.0|0|0.0|100
0|2021-10-30|5916.0|0|5916.0|0|74.0|0|0.0|100
0|2021-10-31|5916.0|0|5916.0|0|74.0|0|0.0|100
0|2021-11-01|6007.0|0|6007.0|0|74.0|0|0.0|100
0|2021-11-02|6069.0|0|6069.0|0|74.0|0|0.0|100
0|2021-11-03|6087.0|0|6087.0|0|75.0|0|0.0|100
0|2021-11-04|6111.0|0|6111.0|0|75.0|0|0.0|100
0|2021-11-05|6132.0|0|6132.0|0|75.0|0|0.0|100
0|2021-11-06|6132.0|0|6132.0|0|75.0|0|0.0|100
0|2021-11-07|6132.0|0|6132.0|0|75.0|0|0.0|100
0|2021-11-08|6177.0|0|6177.0|0|77.0|0|0.0|100
0|2021-11-09|6235.0|0|6235.0|0|77.0|0|0.0|100
0|2021-11-10|6289.0|0|6289.0|0|78.0|0|0.0|100
0|2021-11-11|6334.0|0|6334.0|0|79.0|0|0.0|100
0|2021-11-12|6386.0|0|6386.0|0|79.0|0|0.0|100
0|2021-11-13|6386.0|0|6386.0|0|79.0|0|0.0|100
0|2021-11-14|6386.0|0|6386.0|0|79.0|0|0.0|100
0|2021-11-15|6433.0|0|6433.0|0|79.0|0|0.0|100
0|2021-11-16|6503.0|0|6503.0|0|79.0|0|0.0|100
0|2021-11-17|6530.0|0|6530.0|0|80.0|0|0.0|100
0|2021-11-18|6562.0|0|6562.0|0|81.0|0|0.0|100
0|2021-11-19|6601.0|0|6601.0|0|81.0|0|0.0|100
0|2021-11-20|6601.0|0|6601.0|0|81.0|0|0.0|100
0|2021-11-21|6601.0|0|6601.0|0|81.0|0|0.0|100
0|2021-11-22|6657.0|0|6657.0|0|83.0|0|0.0|100
0|2021-11-23|6759.0|0|6759.0|0|83.0|0|0.0|100
0|2021-11-24|6783.0|0|6783.0|0|83.0|0|0.0|100
0|2021-11-25|6783.0|0|6783.0|0|83.0|0|0.0|100
0|2021-11-26|6813.0|0|6813.0|0|83.0|0|0.0|100
0|2021-11-27|6813.0|0|6813.0|0|83.0|0|0.0|100
0|2021-11-28|6813.0|0|6813.0|0|83.0|0|0.0|100
0|2021-11-29|6858.0|0|6858.0|0|83.0|0|0.0|100
0|2021-11-30|6978.0|0|6978.0|0|83.0|0|0.0|100
0|2021-12-01|7007.0|0|7007.0|0|83.0|0|0.0|100
0|2021-12-02|7047.0|0|7047.0|0|85.0|0|0.0|100
0|2021-12-03|7110.0|0|7110.0|0|85.0|0|0.0|100
0|2021-12-04|7110.0|0|7110.0|0|85.0|0|0.0|100
0|2021-12-05|7110.0|0|7110.0|0|85.0|0|0.0|100
0|2021-12-06|7174.0|0|7174.0|0|85.0|0|0.0|100
0|2021-12-07|7290.0|0|7290.0|0|86.0|0|0.0|100
0|2021-12-08|7316.0|0|7316.0|0|87.0|0|0.0|100
0|2021-12-09|7348.0|0|7348.0|0|87.0|0|0.0|100
0|2021-12-10|7390.0|0|7390.0|0|88.0|0|0.0|100
0|2021-12-11|7390.0|0|7390.0|0|88.0|0|0.0|100
0|2021-12-12|7390.0|0|7390.0|0|88.0|0|0.0|100
0|2021-12-13|7426.0|0|7426.0|0|89.0|0|0.0|100
0|2021-12-14|7426.0|0|7526.0|0|89.0|0|0.0|100
0|2021-12-15|7546.0|0|7546.0|0|90.0|0|0.0|100
0|2021-12-16|7578.0|0|7578.0|0|90.0|0|0.0|100
0|2021-12-17|7606.0|0|7606.0|0|91.0|0|0.0|100
0|2021-12-18|7606.0|0|7606.0|0|91.0|0|0.0|100
0|2021-12-19|7606.0|0|7606.0|0|91.0|0|0.0|100
0|2021-12-20|7634.0|0|7634.0|0|92.0|0|0.0|100
0|2021-12-21|7700.0|0|7700.0|0|93.0|0|0.0|100
0|2021-12-22|7720.0|0|7720.0|0|94.0|0|0.0|100
0|2021-12-23|7734.0|0|7734.0|0|94.0|0|0.0|100
0|2021-12-24|7734.0|0|7734.0|0|94.0|0|0.0|100
0|2021-12-25|7734.0|0|7734.0|0|94.0|0|0.0|100
0|2021-12-26|7734.0|0|7734.0|0|94.0|0|0.0|100
0|2021-12-27|7753.0|0|7753.0|0|95.0|0|0.0|100
0|2021-12-28|7807.0|0|7807.0|0|95.0|0|0.0|100
0|2021-12-29|7830.0|0|7830.0|0|95.0|0|0.0|100
0|2021-12-30|7849.0|0|7849.0|0|97.0|0|0.0|100
0|2021-12-31|7849.0|0|7849.0|0|97.0|0|0.0|100
0|2022-01-01|7849.0|0|7849.0|0|97.0|0|0.0|100
0|2022-01-02|7849.0|0|7849.0|0|97.0|0|0.0|100
0|2022-01-03|7871.0|0|7871.0|0|98.0|0|0.0|100
0|2022-01-04|7931.0|0|7931.0|0|99.0|0|0.0|100
0|2022-01-05|7955.0|0|7955.0|0|100.0|0|0.0|100
0|2022-01-06|7981.0|0|7981.0|0|102.0|0|0.0|100
0|2022-01-07|8023.0|0|8023.0|0|101.0|0|0.0|100
0|2022-01-08|8023.0|0|8023.0|0|101.0|0|0.0|100
0|2022-01-09|8023.0|0|8023.0|0|101.0|0|0.0|100
0|2022-01-10|8078.0|0|8078.0|0|101.0|0|0.0|100
0|2022-01-11|8218.0|0|8218.0|0|101.0|0|0.0|100
0|2022-01-12|8275.0|0|8275.0|0|101.0|0|0.0|100
0|2022-01-13|8275.0|0|8328.0|0|101.0|0|0.0|100
0|2022-01-14|8375.0|0|8375.0|0|101.0|0|0.0|100
0|2022-01-15|8375.0|0|8375.0|0|101.0|0|0.0|100
0|2022-01-16|8375.0|0|8375.0|0|101.0|0|0.0|100
0|2022-01-17|8375.0|0|0.0|100|101.0|0|0.0|100
