|dates|Benson_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Benson_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Benson_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Benson_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Benson_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Benson_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Benson_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Benson_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|1380.0|0|1380.0|0|20.0|0|0.0|100
0|2021-11-24|1390.0|0|1390.0|0|20.0|0|0.0|100
0|2021-11-25|1393.0|0|1393.0|0|21.0|0|0.0|100
0|2021-11-26|1393.0|0|1394.0|0|21.0|0|0.0|100
0|2021-11-27|1394.0|0|1394.0|0|21.0|0|0.0|100
0|2021-11-28|1395.0|0|1395.0|0|21.0|0|0.0|100
0|2021-11-29|1396.0|0|1396.0|0|21.0|0|0.0|100
0|2021-11-30|1404.0|0|1404.0|0|21.0|0|0.0|100
0|2021-12-01|1411.0|0|1411.0|0|21.0|0|0.0|100
0|2021-12-02|1418.0|0|1418.0|0|21.0|0|0.0|100
0|2021-12-03|1423.0|0|1423.0|0|21.0|0|0.0|100
0|2021-12-04|1427.0|0|1427.0|0|21.0|0|0.0|100
0|2021-12-05|1427.0|0|1427.0|0|21.0|0|0.0|100
0|2021-12-06|1427.0|0|1427.0|0|21.0|0|0.0|100
0|2021-12-07|1432.0|0|1432.0|0|21.0|0|0.0|100
0|2021-12-08|1439.0|0|1439.0|0|21.0|0|0.0|100
0|2021-12-09|1439.0|0|1439.0|0|21.0|0|0.0|100
0|2021-12-10|1442.0|0|1442.0|0|21.0|0|0.0|100
0|2021-12-11|1444.0|0|1444.0|0|21.0|0|0.0|100
0|2021-12-12|1444.0|0|1444.0|0|21.0|0|0.0|100
0|2021-12-13|1444.0|0|1444.0|0|21.0|0|0.0|100
0|2021-12-14|1444.0|0|1448.0|0|21.0|0|0.0|100
0|2021-12-15|1451.0|0|1451.0|0|21.0|0|0.0|100
0|2021-12-16|1453.0|0|1453.0|0|21.0|0|0.0|100
0|2021-12-17|1457.0|0|1457.0|0|21.0|0|0.0|100
0|2021-12-18|1458.0|0|1458.0|0|21.0|0|0.0|100
0|2021-12-19|1459.0|0|1459.0|0|21.0|0|0.0|100
0|2021-12-20|1459.0|0|1459.0|0|21.0|0|0.0|100
0|2021-12-21|1460.0|0|1460.0|0|21.0|0|0.0|100
0|2021-12-22|1464.0|0|1464.0|0|21.0|0|0.0|100
0|2021-12-23|1466.0|0|1466.0|0|21.0|0|0.0|100
0|2021-12-24|1471.0|0|1471.0|0|22.0|0|0.0|100
0|2021-12-25|1472.0|0|1472.0|0|22.0|0|0.0|100
0|2021-12-26|1473.0|0|1473.0|0|22.0|0|0.0|100
0|2021-12-27|1472.0|0|1472.0|0|22.0|0|0.0|100
0|2021-12-28|1472.0|0|1472.0|0|22.0|0|0.0|100
0|2021-12-29|1472.0|0|1472.0|0|22.0|0|0.0|100
0|2021-12-30|1476.0|0|1476.0|0|22.0|0|0.0|100
0|2021-12-31|1478.0|0|1478.0|0|22.0|0|0.0|100
0|2022-01-01|1478.0|0|1478.0|0|22.0|0|0.0|100
0|2022-01-02|1478.0|0|1478.0|0|22.0|0|0.0|100
0|2022-01-03|1479.0|0|1479.0|0|22.0|0|0.0|100
0|2022-01-04|1485.0|0|1485.0|0|22.0|0|0.0|100
0|2022-01-05|1491.0|0|1491.0|0|22.0|0|0.0|100
0|2022-01-06|1494.0|0|1494.0|0|22.0|0|0.0|100
0|2022-01-07|1502.0|0|1502.0|0|22.0|0|0.0|100
0|2022-01-08|1508.0|0|1508.0|0|22.0|0|0.0|100
0|2022-01-09|1514.0|0|1514.0|0|22.0|0|0.0|100
0|2022-01-10|1512.0|0|1512.0|0|22.0|0|0.0|100
0|2022-01-11|1517.0|0|1517.0|0|22.0|0|0.0|100
0|2022-01-12|1536.0|0|1536.0|0|22.0|0|0.0|100
0|2022-01-13|1536.0|0|1548.0|0|22.0|0|0.0|100
0|2022-01-14|1571.0|0|1571.0|0|22.0|0|0.0|100
0|2022-01-15|1580.0|0|1580.0|0|22.0|0|0.0|100
0|2022-01-16|1582.0|0|1582.0|0|22.0|0|0.0|100
0|2022-01-17|1582.0|0|0.0|100|22.0|0|0.0|100
