|dates|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Pitt_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Pitt_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|29209.0|0|29209.0|0|139.0|0|0.0|100
0|2021-10-18|29301.0|0|29301.0|0|141.0|0|0.0|100
0|2021-10-19|29316.0|0|29316.0|0|141.0|0|0.0|100
0|2021-10-20|29325.0|0|29325.0|0|142.0|0|0.0|100
0|2021-10-21|29390.0|0|29390.0|0|142.0|0|0.0|100
0|2021-10-22|29448.0|0|29448.0|0|142.0|0|0.0|100
0|2021-10-23|29448.0|0|29448.0|0|142.0|0|0.0|100
0|2021-10-24|29448.0|0|29448.0|0|142.0|0|0.0|100
0|2021-10-25|29521.0|0|29521.0|0|142.0|0|0.0|100
0|2021-10-26|29550.0|0|29550.0|0|143.0|0|0.0|100
0|2021-10-27|29609.0|0|29609.0|0|143.0|0|0.0|100
0|2021-10-28|29672.0|0|29672.0|0|143.0|0|0.0|100
0|2021-10-29|29706.0|0|29706.0|0|143.0|0|0.0|100
0|2021-10-30|29706.0|0|29706.0|0|143.0|0|0.0|100
0|2021-10-31|29706.0|0|29706.0|0|143.0|0|0.0|100
0|2021-11-01|29770.0|0|29770.0|0|143.0|0|0.0|100
0|2021-11-02|29786.0|0|29786.0|0|143.0|0|0.0|100
0|2021-11-03|29823.0|0|29823.0|0|143.0|0|0.0|100
0|2021-11-04|29846.0|0|29846.0|0|143.0|0|0.0|100
0|2021-11-05|29871.0|0|29871.0|0|143.0|0|0.0|100
0|2021-11-06|29871.0|0|29871.0|0|143.0|0|0.0|100
0|2021-11-07|29871.0|0|29871.0|0|143.0|0|0.0|100
0|2021-11-08|29910.0|0|29910.0|0|143.0|0|0.0|100
0|2021-11-09|29913.0|0|29913.0|0|143.0|0|0.0|100
0|2021-11-10|29913.0|0|29970.0|0|143.0|0|0.0|100
0|2021-11-11|29970.0|0|29970.0|0|143.0|0|0.0|100
0|2021-11-12|30032.0|0|30032.0|0|143.0|0|0.0|100
0|2021-11-13|30032.0|0|30032.0|0|143.0|0|0.0|100
0|2021-11-14|30032.0|0|30032.0|0|143.0|0|0.0|100
0|2021-11-15|30072.0|0|30072.0|0|143.0|0|0.0|100
0|2021-11-16|30086.0|0|30086.0|0|143.0|0|0.0|100
0|2021-11-17|30107.0|0|30107.0|0|143.0|0|0.0|100
0|2021-11-18|30147.0|0|30147.0|0|146.0|0|0.0|100
0|2021-11-19|30195.0|0|30195.0|0|146.0|0|0.0|100
0|2021-11-20|30195.0|0|30195.0|0|146.0|0|0.0|100
0|2021-11-21|30195.0|0|30195.0|0|146.0|0|0.0|100
0|2021-11-22|30254.0|0|30254.0|0|146.0|0|0.0|100
0|2021-11-23|30267.0|0|30267.0|0|146.0|0|0.0|100
0|2021-11-24|30292.0|0|30292.0|0|146.0|0|0.0|100
0|2021-11-25|30292.0|0|30292.0|0|146.0|0|0.0|100
0|2021-11-26|30292.0|0|30292.0|0|146.0|0|0.0|100
0|2021-11-27|30292.0|0|30292.0|0|146.0|0|0.0|100
0|2021-11-28|30292.0|0|30292.0|0|146.0|0|0.0|100
0|2021-11-29|30387.0|0|30387.0|0|146.0|0|0.0|100
0|2021-11-30|30407.0|0|30407.0|0|146.0|0|0.0|100
0|2021-12-01|30453.0|0|30453.0|0|146.0|0|0.0|100
0|2021-12-02|30499.0|0|30499.0|0|146.0|0|0.0|100
0|2021-12-03|30499.0|0|30550.0|0|146.0|0|0.0|100
0|2021-12-04|30550.0|0|30550.0|0|146.0|0|0.0|100
0|2021-12-05|30550.0|0|30550.0|0|146.0|0|0.0|100
0|2021-12-06|30711.0|0|30711.0|0|146.0|0|0.0|100
0|2021-12-07|30758.0|0|30758.0|0|146.0|0|0.0|100
0|2021-12-08|30819.0|0|30819.0|0|146.0|0|0.0|100
0|2021-12-09|30892.0|0|30892.0|0|146.0|0|0.0|100
0|2021-12-10|30942.0|0|30942.0|0|146.0|0|0.0|100
0|2021-12-11|30942.0|0|30942.0|0|146.0|0|0.0|100
0|2021-12-12|30942.0|0|30942.0|0|146.0|0|0.0|100
0|2021-12-13|31128.0|0|31128.0|0|146.0|0|0.0|100
0|2021-12-14|31128.0|0|31153.0|0|146.0|0|0.0|100
0|2021-12-15|31222.0|0|31222.0|0|146.0|0|0.0|100
0|2021-12-16|31282.0|0|31282.0|0|146.0|0|0.0|100
0|2021-12-17|31340.0|0|31340.0|0|146.0|0|0.0|100
0|2021-12-18|31340.0|0|31340.0|0|146.0|0|0.0|100
0|2021-12-19|31340.0|0|31340.0|0|146.0|0|0.0|100
0|2021-12-20|31471.0|0|31471.0|0|146.0|0|0.0|100
0|2021-12-21|31509.0|0|31509.0|0|146.0|0|0.0|100
0|2021-12-22|31585.0|0|31585.0|0|146.0|0|0.0|100
0|2021-12-23|31585.0|0|31585.0|0|146.0|0|0.0|100
0|2021-12-24|31585.0|0|31585.0|0|146.0|0|0.0|100
0|2021-12-25|31585.0|0|31585.0|0|146.0|0|0.0|100
0|2021-12-26|31585.0|0|31585.0|0|146.0|0|0.0|100
0|2021-12-27|31585.0|0|31585.0|0|146.0|0|0.0|100
0|2021-12-28|31969.0|0|31969.0|0|146.0|0|0.0|100
0|2021-12-29|31976.0|0|31976.0|0|146.0|0|0.0|100
0|2021-12-30|32335.0|0|32335.0|0|146.0|0|0.0|100
0|2021-12-31|32335.0|0|32746.0|0|146.0|0|0.0|100
0|2022-01-01|32335.0|0|32746.0|0|146.0|0|0.0|100
0|2022-01-02|32335.0|0|32746.0|0|146.0|0|0.0|100
0|2022-01-03|33681.0|0|33681.0|0|146.0|0|0.0|100
0|2022-01-04|33939.0|0|33939.0|0|146.0|0|0.0|100
0|2022-01-05|34421.0|0|34421.0|0|146.0|0|0.0|100
0|2022-01-06|34812.0|0|34812.0|0|146.0|0|0.0|100
0|2022-01-07|35532.0|0|35532.0|0|146.0|0|0.0|100
0|2022-01-08|35532.0|0|35532.0|0|146.0|0|0.0|100
0|2022-01-09|35532.0|0|35532.0|0|146.0|0|0.0|100
0|2022-01-10|36996.0|0|36996.0|0|146.0|0|0.0|100
0|2022-01-11|37306.0|0|37306.0|0|146.0|0|0.0|100
0|2022-01-12|37879.0|0|37879.0|0|146.0|0|0.0|100
0|2022-01-13|37879.0|0|38793.0|0|146.0|0|0.0|100
0|2022-01-14|39709.0|0|39709.0|0|146.0|0|0.0|100
0|2022-01-15|39709.0|0|39709.0|0|146.0|0|0.0|100
0|2022-01-16|39709.0|0|39709.0|0|146.0|0|0.0|100
0|2022-01-17|39709.0|0|0.0|100|146.0|0|0.0|100
