|dates|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedCases.data|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|JeffersonDavis_Mississippi_UnitedStates.NYT_ConfirmedCases.data|JeffersonDavis_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|1736.0|0|1736.0|0|43.0|0|0.0|100
0|2021-11-27|1736.0|0|1736.0|0|43.0|0|0.0|100
0|2021-11-28|1736.0|0|1736.0|0|43.0|0|0.0|100
0|2021-11-29|1736.0|0|1736.0|0|43.0|0|0.0|100
0|2021-11-30|1738.0|0|1738.0|0|43.0|0|0.0|100
0|2021-12-01|1739.0|0|1739.0|0|43.0|0|0.0|100
0|2021-12-02|1739.0|0|1740.0|0|43.0|0|0.0|100
0|2021-12-03|1743.0|0|1743.0|0|43.0|0|0.0|100
0|2021-12-04|1743.0|0|1743.0|0|43.0|0|0.0|100
0|2021-12-05|1743.0|0|1743.0|0|43.0|0|0.0|100
0|2021-12-06|1746.0|0|1746.0|0|43.0|0|0.0|100
0|2021-12-07|1750.0|0|1750.0|0|43.0|0|0.0|100
0|2021-12-08|1750.0|0|1750.0|0|43.0|0|0.0|100
0|2021-12-09|1751.0|0|1751.0|0|43.0|0|0.0|100
0|2021-12-10|1752.0|0|1752.0|0|43.0|0|0.0|100
0|2021-12-11|1752.0|0|1752.0|0|43.0|0|0.0|100
0|2021-12-12|1752.0|0|1752.0|0|43.0|0|0.0|100
0|2021-12-13|1755.0|0|1755.0|0|43.0|0|0.0|100
0|2021-12-14|1755.0|0|1757.0|0|43.0|0|0.0|100
0|2021-12-15|1758.0|0|1758.0|0|43.0|0|0.0|100
0|2021-12-16|1759.0|0|1759.0|0|43.0|0|0.0|100
0|2021-12-17|1761.0|0|1761.0|0|43.0|0|0.0|100
0|2021-12-18|1761.0|0|1761.0|0|43.0|0|0.0|100
0|2021-12-19|1761.0|0|1761.0|0|43.0|0|0.0|100
0|2021-12-20|1764.0|0|1764.0|0|43.0|0|0.0|100
0|2021-12-21|1764.0|0|1764.0|0|43.0|0|0.0|100
0|2021-12-22|1768.0|0|1768.0|0|43.0|0|0.0|100
0|2021-12-23|1768.0|0|1768.0|0|43.0|0|0.0|100
0|2021-12-24|1768.0|0|1768.0|0|43.0|0|0.0|100
0|2021-12-25|1768.0|0|1768.0|0|43.0|0|0.0|100
0|2021-12-26|1768.0|0|1768.0|0|43.0|0|0.0|100
0|2021-12-27|1796.0|0|1796.0|0|43.0|0|0.0|100
0|2021-12-28|1823.0|0|1823.0|0|43.0|0|0.0|100
0|2021-12-29|1846.0|0|1846.0|0|43.0|0|0.0|100
0|2021-12-30|1893.0|0|1893.0|0|43.0|0|0.0|100
0|2021-12-31|1893.0|0|1893.0|0|43.0|0|0.0|100
0|2022-01-01|1893.0|0|1893.0|0|43.0|0|0.0|100
0|2022-01-02|1893.0|0|1893.0|0|43.0|0|0.0|100
0|2022-01-03|1976.0|0|1976.0|0|43.0|0|0.0|100
0|2022-01-04|2008.0|0|2008.0|0|43.0|0|0.0|100
0|2022-01-05|2042.0|0|2042.0|0|43.0|0|0.0|100
0|2022-01-06|2091.0|0|2091.0|0|43.0|0|0.0|100
0|2022-01-07|2135.0|0|2135.0|0|43.0|0|0.0|100
0|2022-01-08|2135.0|0|2135.0|0|43.0|0|0.0|100
0|2022-01-09|2135.0|0|2135.0|0|43.0|0|0.0|100
0|2022-01-10|2135.0|0|2167.0|0|43.0|0|0.0|100
0|2022-01-11|2229.0|0|2229.0|0|43.0|0|0.0|100
0|2022-01-12|2229.0|0|2244.0|0|43.0|0|0.0|100
0|2022-01-13|2229.0|0|2291.0|0|43.0|0|0.0|100
0|2022-01-14|2316.0|0|2316.0|0|43.0|0|0.0|100
0|2022-01-15|2316.0|0|2316.0|0|43.0|0|0.0|100
0|2022-01-16|2316.0|0|2316.0|0|43.0|0|0.0|100
0|2022-01-17|2316.0|0|0.0|100|43.0|0|0.0|100
