|dates|Brown_Texas_UnitedStates.JHU_ConfirmedCases.data|Brown_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brown_Texas_UnitedStates.NYT_ConfirmedCases.data|Brown_Texas_UnitedStates.NYT_ConfirmedCases.missing|Brown_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6934.0|0|6934.0|0|165.0|0|0.0|100
0|2021-10-18|6934.0|0|6934.0|0|165.0|0|0.0|100
0|2021-10-19|6934.0|0|6934.0|0|165.0|0|0.0|100
0|2021-10-20|6934.0|0|6934.0|0|165.0|0|0.0|100
0|2021-10-21|6934.0|0|6934.0|0|165.0|0|0.0|100
0|2021-10-22|6934.0|0|6987.0|0|166.0|0|0.0|100
0|2021-10-23|6934.0|0|6987.0|0|167.0|0|0.0|100
0|2021-10-24|6987.0|0|6987.0|0|167.0|0|0.0|100
0|2021-10-25|6987.0|0|6987.0|0|167.0|0|0.0|100
0|2021-10-26|6987.0|0|6987.0|0|167.0|0|0.0|100
0|2021-10-27|6987.0|0|6987.0|0|168.0|0|0.0|100
0|2021-10-28|6987.0|0|6987.0|0|168.0|0|0.0|100
0|2021-10-29|6987.0|0|7038.0|0|169.0|0|0.0|100
0|2021-10-30|7038.0|0|7038.0|0|170.0|0|0.0|100
0|2021-10-31|7038.0|0|7038.0|0|170.0|0|0.0|100
0|2021-11-01|7038.0|0|7038.0|0|170.0|0|0.0|100
0|2021-11-02|7038.0|0|7038.0|0|170.0|0|0.0|100
0|2021-11-03|7038.0|0|7038.0|0|171.0|0|0.0|100
0|2021-11-04|7038.0|0|7038.0|0|171.0|0|0.0|100
0|2021-11-05|7038.0|0|7064.0|0|171.0|0|0.0|100
0|2021-11-06|7064.0|0|7064.0|0|172.0|0|0.0|100
0|2021-11-07|7064.0|0|7064.0|0|172.0|0|0.0|100
0|2021-11-08|7064.0|0|7064.0|0|172.0|0|0.0|100
0|2021-11-09|7064.0|0|7064.0|0|172.0|0|0.0|100
0|2021-11-10|7064.0|0|7064.0|0|172.0|0|0.0|100
0|2021-11-11|7064.0|0|7064.0|0|172.0|0|0.0|100
0|2021-11-12|7064.0|0|7099.0|0|172.0|0|0.0|100
0|2021-11-13|7099.0|0|7099.0|0|172.0|0|0.0|100
0|2021-11-14|7099.0|0|7099.0|0|172.0|0|0.0|100
0|2021-11-15|7099.0|0|7099.0|0|172.0|0|0.0|100
0|2021-11-16|7099.0|0|7099.0|0|172.0|0|0.0|100
0|2021-11-17|7099.0|0|7099.0|0|172.0|0|0.0|100
0|2021-11-18|7099.0|0|7099.0|0|172.0|0|0.0|100
0|2021-11-19|7099.0|0|7137.0|0|172.0|0|0.0|100
0|2021-11-20|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-11-21|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-11-22|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-11-23|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-11-24|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-11-25|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-11-26|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-11-27|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-11-28|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-11-29|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-11-30|7137.0|0|7137.0|0|173.0|0|0.0|100
0|2021-12-01|7155.0|0|7155.0|0|173.0|0|0.0|100
0|2021-12-02|7157.0|0|7157.0|0|174.0|0|0.0|100
0|2021-12-03|7158.0|0|7202.0|0|174.0|0|0.0|100
0|2021-12-04|7158.0|0|7202.0|0|174.0|0|0.0|100
0|2021-12-05|7162.0|0|7202.0|0|174.0|0|0.0|100
0|2021-12-06|7167.0|0|7202.0|0|174.0|0|0.0|100
