|dates|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Bladen_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Bladen_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5407.0|0|5407.0|0|94.0|0|0.0|100
0|2021-10-18|5426.0|0|5426.0|0|94.0|0|0.0|100
0|2021-10-19|5431.0|0|5431.0|0|94.0|0|0.0|100
0|2021-10-20|5433.0|0|5433.0|0|94.0|0|0.0|100
0|2021-10-21|5439.0|0|5439.0|0|94.0|0|0.0|100
0|2021-10-22|5445.0|0|5445.0|0|94.0|0|0.0|100
0|2021-10-23|5445.0|0|5445.0|0|94.0|0|0.0|100
0|2021-10-24|5445.0|0|5445.0|0|94.0|0|0.0|100
0|2021-10-25|5464.0|0|5464.0|0|94.0|0|0.0|100
0|2021-10-26|5463.0|0|5463.0|0|94.0|0|0.0|100
0|2021-10-27|5463.0|0|5463.0|0|95.0|0|0.0|100
0|2021-10-28|5469.0|0|5469.0|0|95.0|0|0.0|100
0|2021-10-29|5476.0|0|5476.0|0|95.0|0|0.0|100
0|2021-10-30|5476.0|0|5476.0|0|95.0|0|0.0|100
0|2021-10-31|5476.0|0|5476.0|0|95.0|0|0.0|100
0|2021-11-01|5491.0|0|5491.0|0|95.0|0|0.0|100
0|2021-11-02|5495.0|0|5495.0|0|95.0|0|0.0|100
0|2021-11-03|5497.0|0|5497.0|0|95.0|0|0.0|100
0|2021-11-04|5498.0|0|5498.0|0|95.0|0|0.0|100
0|2021-11-05|5499.0|0|5499.0|0|95.0|0|0.0|100
0|2021-11-06|5499.0|0|5499.0|0|95.0|0|0.0|100
0|2021-11-07|5499.0|0|5499.0|0|95.0|0|0.0|100
0|2021-11-08|5500.0|0|5500.0|0|95.0|0|0.0|100
0|2021-11-09|5506.0|0|5506.0|0|95.0|0|0.0|100
0|2021-11-10|5508.0|0|5508.0|0|95.0|0|0.0|100
0|2021-11-11|5508.0|0|5508.0|0|95.0|0|0.0|100
0|2021-11-12|5524.0|0|5524.0|0|95.0|0|0.0|100
0|2021-11-13|5524.0|0|5524.0|0|95.0|0|0.0|100
0|2021-11-14|5524.0|0|5524.0|0|95.0|0|0.0|100
0|2021-11-15|5529.0|0|5529.0|0|95.0|0|0.0|100
0|2021-11-16|5533.0|0|5533.0|0|95.0|0|0.0|100
0|2021-11-17|5534.0|0|5534.0|0|95.0|0|0.0|100
0|2021-11-18|5537.0|0|5537.0|0|95.0|0|0.0|100
0|2021-11-19|5547.0|0|5547.0|0|95.0|0|0.0|100
0|2021-11-20|5547.0|0|5547.0|0|95.0|0|0.0|100
0|2021-11-21|5547.0|0|5547.0|0|95.0|0|0.0|100
0|2021-11-22|5574.0|0|5574.0|0|95.0|0|0.0|100
0|2021-11-23|5574.0|0|5574.0|0|95.0|0|0.0|100
0|2021-11-24|5584.0|0|5584.0|0|95.0|0|0.0|100
0|2021-11-25|5584.0|0|5584.0|0|95.0|0|0.0|100
0|2021-11-26|5584.0|0|5584.0|0|95.0|0|0.0|100
0|2021-11-27|5584.0|0|5584.0|0|95.0|0|0.0|100
0|2021-11-28|5584.0|0|5584.0|0|95.0|0|0.0|100
0|2021-11-29|5610.0|0|5610.0|0|95.0|0|0.0|100
0|2021-11-30|5610.0|0|5610.0|0|95.0|0|0.0|100
0|2021-12-01|5625.0|0|5625.0|0|95.0|0|0.0|100
0|2021-12-02|5640.0|0|5640.0|0|95.0|0|0.0|100
0|2021-12-03|5646.0|0|5646.0|0|95.0|0|0.0|100
0|2021-12-04|5646.0|0|5646.0|0|95.0|0|0.0|100
0|2021-12-05|5646.0|0|5646.0|0|95.0|0|0.0|100
0|2021-12-06|5677.0|0|5677.0|0|95.0|0|0.0|100
0|2021-12-07|5679.0|0|5679.0|0|95.0|0|0.0|100
