|dates|Imperial_California_UnitedStates.BLS_EmployedPopulation.data|Imperial_California_UnitedStates.BLS_EmployedPopulation.missing|Imperial_California_UnitedStates.BLS_UnemployedPopulation.data|Imperial_California_UnitedStates.BLS_UnemployedPopulation.missing|Imperial_California_UnitedStates.BLS_UnemploymentRate.data|Imperial_California_UnitedStates.BLS_UnemploymentRate.missing|Imperial_California_UnitedStates.BLS_LaborForcePopulation.data|Imperial_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-18|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-19|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-20|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-21|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-22|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-23|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-24|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-25|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-26|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-27|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-28|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-29|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-30|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-10-31|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-01|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-02|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-03|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-04|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-05|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-06|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-07|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-08|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-09|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-10|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-11|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-12|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-13|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-14|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-15|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-16|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-17|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-18|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-19|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-20|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-21|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-22|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-23|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-24|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-25|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-26|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-27|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-28|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-29|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-11-30|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-01|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-02|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-03|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-04|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-05|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-06|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-07|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-08|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-09|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-10|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-11|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-12|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-13|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-14|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-15|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-16|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-17|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-18|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-19|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-20|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-21|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-22|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-23|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-24|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
0|2021-12-25|56117.0|0|10585.0|0|15.869089382627207|0|66702.0|0
