|dates|Tunica_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Tunica_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Tunica_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Tunica_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Tunica_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Tunica_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Tunica_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Tunica_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|1665.0|0|1665.0|0|39.0|0|0.0|100
0|2021-12-20|1677.0|0|1677.0|0|39.0|0|0.0|100
0|2021-12-21|1684.0|0|1684.0|0|39.0|0|0.0|100
0|2021-12-22|1688.0|0|1688.0|0|39.0|0|0.0|100
0|2021-12-23|1688.0|0|1688.0|0|39.0|0|0.0|100
0|2021-12-24|1688.0|0|1688.0|0|39.0|0|0.0|100
0|2021-12-25|1688.0|0|1688.0|0|39.0|0|0.0|100
0|2021-12-26|1688.0|0|1688.0|0|39.0|0|0.0|100
0|2021-12-27|1744.0|0|1744.0|0|39.0|0|0.0|100
0|2021-12-28|1758.0|0|1758.0|0|39.0|0|0.0|100
0|2021-12-29|1766.0|0|1766.0|0|39.0|0|0.0|100
0|2021-12-30|1793.0|0|1793.0|0|40.0|0|0.0|100
0|2021-12-31|1793.0|0|1793.0|0|40.0|0|0.0|100
0|2022-01-01|1793.0|0|1793.0|0|40.0|0|0.0|100
0|2022-01-02|1793.0|0|1793.0|0|40.0|0|0.0|100
0|2022-01-03|1880.0|0|1880.0|0|40.0|0|0.0|100
0|2022-01-04|1906.0|0|1906.0|0|40.0|0|0.0|100
0|2022-01-05|1935.0|0|1935.0|0|40.0|0|0.0|100
0|2022-01-06|1968.0|0|1968.0|0|40.0|0|0.0|100
0|2022-01-07|1986.0|0|1986.0|0|40.0|0|0.0|100
0|2022-01-08|1986.0|0|1986.0|0|40.0|0|0.0|100
0|2022-01-09|1986.0|0|1986.0|0|40.0|0|0.0|100
0|2022-01-10|1986.0|0|2018.0|0|40.0|0|0.0|100
0|2022-01-11|2059.0|0|2059.0|0|40.0|0|0.0|100
0|2022-01-12|2059.0|0|2067.0|0|40.0|0|0.0|100
0|2022-01-13|2059.0|0|2108.0|0|40.0|0|0.0|100
0|2022-01-14|2162.0|0|2162.0|0|41.0|0|0.0|100
0|2022-01-15|2162.0|0|2162.0|0|41.0|0|0.0|100
0|2022-01-16|2162.0|0|2162.0|0|41.0|0|0.0|100
0|2022-01-17|2162.0|0|0.0|100|41.0|0|0.0|100
