|dates|Knox_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Knox_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Knox_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Knox_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Knox_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7094.0|0|7094.0|0|52.0|0|0.0|100
0|2021-10-18|7107.0|0|7107.0|0|52.0|0|0.0|100
0|2021-10-19|7126.0|0|7126.0|0|52.0|0|0.0|100
0|2021-10-20|7133.0|0|7133.0|0|52.0|0|0.0|100
0|2021-10-21|7145.0|0|7145.0|0|53.0|0|0.0|100
0|2021-10-22|7151.0|0|7151.0|0|53.0|0|0.0|100
0|2021-10-23|7151.0|0|7151.0|0|53.0|0|0.0|100
0|2021-10-24|7151.0|0|7151.0|0|53.0|0|0.0|100
0|2021-10-25|7160.0|0|7160.0|0|53.0|0|0.0|100
0|2021-10-26|7166.0|0|7166.0|0|53.0|0|0.0|100
0|2021-10-27|7171.0|0|7171.0|0|53.0|0|0.0|100
0|2021-10-28|7181.0|0|7181.0|0|53.0|0|0.0|100
0|2021-10-29|7194.0|0|7194.0|0|53.0|0|0.0|100
0|2021-10-30|7194.0|0|7194.0|0|53.0|0|0.0|100
0|2021-10-31|7194.0|0|7194.0|0|53.0|0|0.0|100
0|2021-11-01|7199.0|0|7199.0|0|53.0|0|0.0|100
0|2021-11-02|7204.0|0|7204.0|0|53.0|0|0.0|100
0|2021-11-03|7205.0|0|7205.0|0|53.0|0|0.0|100
0|2021-11-04|7211.0|0|7211.0|0|53.0|0|0.0|100
0|2021-11-05|7227.0|0|7227.0|0|53.0|0|0.0|100
0|2021-11-06|7227.0|0|7227.0|0|53.0|0|0.0|100
0|2021-11-07|7227.0|0|7227.0|0|53.0|0|0.0|100
0|2021-11-08|7249.0|0|7249.0|0|54.0|0|0.0|100
0|2021-11-09|7252.0|0|7252.0|0|55.0|0|0.0|100
0|2021-11-10|7266.0|0|7266.0|0|56.0|0|0.0|100
0|2021-11-11|7266.0|0|7266.0|0|56.0|0|0.0|100
0|2021-11-12|7289.0|0|7289.0|0|58.0|0|0.0|100
0|2021-11-13|7289.0|0|7289.0|0|58.0|0|0.0|100
0|2021-11-14|7289.0|0|7289.0|0|58.0|0|0.0|100
0|2021-11-15|7298.0|0|7298.0|0|60.0|0|0.0|100
0|2021-11-16|7300.0|0|7300.0|0|60.0|0|0.0|100
0|2021-11-17|7289.0|0|7289.0|0|60.0|0|0.0|100
0|2021-11-18|7309.0|0|7309.0|0|60.0|0|0.0|100
0|2021-11-19|7314.0|0|7314.0|0|65.0|0|0.0|100
0|2021-11-20|7314.0|0|7314.0|0|65.0|0|0.0|100
0|2021-11-21|7314.0|0|7314.0|0|65.0|0|0.0|100
0|2021-11-22|7326.0|0|7326.0|0|69.0|0|0.0|100
0|2021-11-23|7347.0|0|7347.0|0|72.0|0|0.0|100
0|2021-11-24|7362.0|0|7362.0|0|74.0|0|0.0|100
0|2021-11-25|7362.0|0|7362.0|0|74.0|0|0.0|100
0|2021-11-26|7362.0|0|7362.0|0|74.0|0|0.0|100
0|2021-11-27|7362.0|0|7362.0|0|74.0|0|0.0|100
0|2021-11-28|7362.0|0|7362.0|0|74.0|0|0.0|100
0|2021-11-29|7395.0|0|7395.0|0|75.0|0|0.0|100
0|2021-11-30|7406.0|0|7406.0|0|76.0|0|0.0|100
0|2021-12-01|7438.0|0|7438.0|0|77.0|0|0.0|100
0|2021-12-02|7451.0|0|7451.0|0|79.0|0|0.0|100
0|2021-12-03|7502.0|0|7502.0|0|80.0|0|0.0|100
0|2021-12-04|7502.0|0|7502.0|0|80.0|0|0.0|100
0|2021-12-05|7502.0|0|7502.0|0|80.0|0|0.0|100
0|2021-12-06|7553.0|0|7553.0|0|90.0|0|0.0|100
0|2021-12-07|7580.0|0|7580.0|0|93.0|0|0.0|100
0|2021-12-08|7611.0|0|7611.0|0|96.0|0|0.0|100
0|2021-12-09|7666.0|0|7666.0|0|96.0|0|0.0|100
0|2021-12-10|7697.0|0|7697.0|0|97.0|0|0.0|100
0|2021-12-11|7697.0|0|7697.0|0|97.0|0|0.0|100
0|2021-12-12|7697.0|0|7697.0|0|97.0|0|0.0|100
0|2021-12-13|7729.0|0|7729.0|0|102.0|0|0.0|100
0|2021-12-14|7729.0|0|7760.0|0|102.0|0|0.0|100
0|2021-12-15|7799.0|0|7799.0|0|103.0|0|0.0|100
0|2021-12-16|7823.0|0|7823.0|0|103.0|0|0.0|100
0|2021-12-17|7844.0|0|7844.0|0|104.0|0|0.0|100
0|2021-12-18|7844.0|0|7844.0|0|104.0|0|0.0|100
0|2021-12-19|7844.0|0|7844.0|0|104.0|0|0.0|100
0|2021-12-20|7873.0|0|7873.0|0|105.0|0|0.0|100
0|2021-12-21|7889.0|0|7889.0|0|105.0|0|0.0|100
0|2021-12-22|7920.0|0|7920.0|0|105.0|0|0.0|100
0|2021-12-23|7920.0|0|7920.0|0|105.0|0|0.0|100
0|2021-12-24|7920.0|0|7920.0|0|105.0|0|0.0|100
0|2021-12-25|7920.0|0|7920.0|0|105.0|0|0.0|100
0|2021-12-26|7920.0|0|7920.0|0|105.0|0|0.0|100
0|2021-12-27|7972.0|0|7972.0|0|106.0|0|0.0|100
0|2021-12-28|7983.0|0|7983.0|0|106.0|0|0.0|100
0|2021-12-29|8002.0|0|8002.0|0|107.0|0|0.0|100
0|2021-12-30|8002.0|0|8002.0|0|107.0|0|0.0|100
0|2021-12-31|8002.0|0|8002.0|0|107.0|0|0.0|100
0|2022-01-01|8002.0|0|8002.0|0|107.0|0|0.0|100
0|2022-01-02|8002.0|0|8002.0|0|107.0|0|0.0|100
0|2022-01-03|8067.0|0|8067.0|0|107.0|0|0.0|100
0|2022-01-04|8075.0|0|8075.0|0|107.0|0|0.0|100
0|2022-01-05|8107.0|0|8107.0|0|109.0|0|0.0|100
0|2022-01-06|8138.0|0|8138.0|0|110.0|0|0.0|100
0|2022-01-07|8187.0|0|8187.0|0|111.0|0|0.0|100
0|2022-01-08|8187.0|0|8187.0|0|111.0|0|0.0|100
0|2022-01-09|8187.0|0|8187.0|0|111.0|0|0.0|100
0|2022-01-10|8236.0|0|8236.0|0|111.0|0|0.0|100
0|2022-01-11|8290.0|0|8290.0|0|111.0|0|0.0|100
0|2022-01-12|8353.0|0|8353.0|0|111.0|0|0.0|100
0|2022-01-13|8353.0|0|8390.0|0|111.0|0|0.0|100
0|2022-01-14|8452.0|0|8452.0|0|112.0|0|0.0|100
0|2022-01-15|8452.0|0|8452.0|0|112.0|0|0.0|100
0|2022-01-16|8452.0|0|8452.0|0|112.0|0|0.0|100
0|2022-01-17|8452.0|0|0.0|100|112.0|0|0.0|100
