|dates|Jefferson_Kentucky_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Jefferson_Kentucky_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Jefferson_Kentucky_UnitedStates.NYT_ConfirmedDeaths.data|Jefferson_Kentucky_UnitedStates.NYT_ConfirmedDeaths.missing|Jefferson_Kentucky_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Jefferson_Kentucky_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Jefferson_Kentucky_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Jefferson_Kentucky_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1556.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1557.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1557.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1558.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1562.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1564.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1564.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1564.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1565.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1567.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|1567.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|1569.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|1569.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|1569.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|1570.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|1573.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|1581.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|1583.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|1586.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|1588.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|1588.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|1588.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|1593.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|1597.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|1602.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|1612.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|1631.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|1640.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|1641.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|1641.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|1653.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|1657.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|1666.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|1679.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|1682.0|0|0.0|100|0.0|100
