|dates|Greene_Indiana_UnitedStates.JHU_ConfirmedCases.data|Greene_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Greene_Indiana_UnitedStates.NYT_ConfirmedCases.data|Greene_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Greene_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|4832.0|0|4842.0|0|102.0|0|0.0|100
0|2021-12-10|4853.0|0|4863.0|0|102.0|0|0.0|100
0|2021-12-11|4853.0|0|4863.0|0|102.0|0|0.0|100
0|2021-12-12|4853.0|0|4863.0|0|102.0|0|0.0|100
0|2021-12-13|4890.0|0|4900.0|0|102.0|0|0.0|100
0|2021-12-14|4890.0|0|4922.0|0|102.0|0|0.0|100
0|2021-12-15|4928.0|0|4938.0|0|103.0|0|0.0|100
0|2021-12-16|4956.0|0|4966.0|0|103.0|0|0.0|100
0|2021-12-17|4982.0|0|4992.0|0|103.0|0|0.0|100
0|2021-12-18|4982.0|0|4992.0|0|103.0|0|0.0|100
0|2021-12-19|4982.0|0|4992.0|0|103.0|0|0.0|100
0|2021-12-20|5029.0|0|5039.0|0|103.0|0|0.0|100
0|2021-12-21|5041.0|0|5051.0|0|104.0|0|0.0|100
0|2021-12-22|5059.0|0|5069.0|0|105.0|0|0.0|100
0|2021-12-23|5059.0|0|5069.0|0|105.0|0|0.0|100
0|2021-12-24|5059.0|0|5069.0|0|105.0|0|0.0|100
0|2021-12-25|5059.0|0|5069.0|0|105.0|0|0.0|100
0|2021-12-26|5059.0|0|5069.0|0|105.0|0|0.0|100
0|2021-12-27|5114.0|0|5124.0|0|105.0|0|0.0|100
0|2021-12-28|5138.0|0|5148.0|0|107.0|0|0.0|100
0|2021-12-29|5169.0|0|5179.0|0|107.0|0|0.0|100
0|2021-12-30|5202.0|0|5212.0|0|107.0|0|0.0|100
0|2021-12-31|5202.0|0|5212.0|0|107.0|0|0.0|100
0|2022-01-01|5202.0|0|5212.0|0|107.0|0|0.0|100
0|2022-01-02|5202.0|0|5212.0|0|107.0|0|0.0|100
0|2022-01-03|5274.0|0|5284.0|0|107.0|0|0.0|100
0|2022-01-04|5313.0|0|5323.0|0|107.0|0|0.0|100
0|2022-01-05|5362.0|0|5372.0|0|108.0|0|0.0|100
0|2022-01-06|5401.0|0|5411.0|0|109.0|0|0.0|100
0|2022-01-07|5430.0|0|5440.0|0|109.0|0|0.0|100
0|2022-01-08|5430.0|0|5440.0|0|109.0|0|0.0|100
0|2022-01-09|5430.0|0|5440.0|0|109.0|0|0.0|100
0|2022-01-10|5540.0|0|5550.0|0|109.0|0|0.0|100
0|2022-01-11|5606.0|0|5616.0|0|109.0|0|0.0|100
0|2022-01-12|5638.0|0|5648.0|0|110.0|0|0.0|100
0|2022-01-13|5638.0|0|5728.0|0|110.0|0|0.0|100
0|2022-01-14|5797.0|0|5807.0|0|110.0|0|0.0|100
0|2022-01-15|5797.0|0|5807.0|0|110.0|0|0.0|100
0|2022-01-16|5797.0|0|5807.0|0|110.0|0|0.0|100
0|2022-01-17|5913.0|0|0.0|100|111.0|0|0.0|100
