|dates|Floyd_Indiana_UnitedStates.JHU_ConfirmedCases.data|Floyd_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Floyd_Indiana_UnitedStates.NYT_ConfirmedCases.data|Floyd_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Floyd_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Floyd_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Floyd_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Floyd_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10983.0|0|10994.0|0|214.0|0|0.0|100
0|2021-10-18|11013.0|0|11024.0|0|214.0|0|0.0|100
0|2021-10-19|11040.0|0|11051.0|0|214.0|0|0.0|100
0|2021-10-20|11059.0|0|11070.0|0|214.0|0|0.0|100
0|2021-10-21|11082.0|0|11093.0|0|215.0|0|0.0|100
0|2021-10-22|11108.0|0|11119.0|0|215.0|0|0.0|100
0|2021-10-23|11108.0|0|11119.0|0|215.0|0|0.0|100
0|2021-10-24|11108.0|0|11119.0|0|215.0|0|0.0|100
0|2021-10-25|11138.0|0|11150.0|0|215.0|0|0.0|100
0|2021-10-26|11149.0|0|11161.0|0|216.0|0|0.0|100
0|2021-10-27|11199.0|0|11212.0|0|217.0|0|0.0|100
0|2021-10-28|11220.0|0|11233.0|0|217.0|0|0.0|100
0|2021-10-29|11225.0|0|11238.0|0|217.0|0|0.0|100
0|2021-10-30|11225.0|0|11238.0|0|217.0|0|0.0|100
0|2021-10-31|11225.0|0|11238.0|0|217.0|0|0.0|100
0|2021-11-01|11246.0|0|11259.0|0|218.0|0|0.0|100
0|2021-11-02|11260.0|0|11273.0|0|219.0|0|0.0|100
0|2021-11-03|11268.0|0|11281.0|0|220.0|0|0.0|100
0|2021-11-04|11285.0|0|11298.0|0|220.0|0|0.0|100
0|2021-11-05|11305.0|0|11318.0|0|221.0|0|0.0|100
0|2021-11-06|11305.0|0|11318.0|0|221.0|0|0.0|100
0|2021-11-07|11305.0|0|11318.0|0|221.0|0|0.0|100
0|2021-11-08|11351.0|0|11364.0|0|223.0|0|0.0|100
0|2021-11-09|11375.0|0|11388.0|0|223.0|0|0.0|100
0|2021-11-10|11375.0|0|11405.0|0|223.0|0|0.0|100
0|2021-11-11|11475.0|0|11488.0|0|224.0|0|0.0|100
0|2021-11-12|11497.0|0|11511.0|0|224.0|0|0.0|100
0|2021-11-13|11497.0|0|11511.0|0|224.0|0|0.0|100
0|2021-11-14|11497.0|0|11511.0|0|224.0|0|0.0|100
0|2021-11-15|11545.0|0|11559.0|0|224.0|0|0.0|100
0|2021-11-16|11583.0|0|11597.0|0|225.0|0|0.0|100
0|2021-11-17|11606.0|0|11620.0|0|225.0|0|0.0|100
0|2021-11-18|11639.0|0|11653.0|0|225.0|0|0.0|100
0|2021-11-19|11672.0|0|11686.0|0|225.0|0|0.0|100
0|2021-11-20|11672.0|0|11686.0|0|225.0|0|0.0|100
0|2021-11-21|11672.0|0|11686.0|0|225.0|0|0.0|100
0|2021-11-22|11738.0|0|11752.0|0|225.0|0|0.0|100
0|2021-11-23|11764.0|0|11778.0|0|225.0|0|0.0|100
0|2021-11-24|11792.0|0|11806.0|0|225.0|0|0.0|100
0|2021-11-25|11792.0|0|11806.0|0|225.0|0|0.0|100
0|2021-11-26|11792.0|0|11806.0|0|225.0|0|0.0|100
0|2021-11-27|11792.0|0|11806.0|0|225.0|0|0.0|100
0|2021-11-28|11792.0|0|11806.0|0|225.0|0|0.0|100
0|2021-11-29|11869.0|0|11883.0|0|225.0|0|0.0|100
0|2021-11-30|11901.0|0|11915.0|0|226.0|0|0.0|100
0|2021-12-01|11939.0|0|11953.0|0|226.0|0|0.0|100
0|2021-12-02|11939.0|0|11982.0|0|226.0|0|0.0|100
0|2021-12-03|12011.0|0|12025.0|0|226.0|0|0.0|100
0|2021-12-04|12011.0|0|12025.0|0|226.0|0|0.0|100
0|2021-12-05|12011.0|0|12025.0|0|226.0|0|0.0|100
0|2021-12-06|12096.0|0|12110.0|0|226.0|0|0.0|100
0|2021-12-07|12134.0|0|12148.0|0|227.0|0|0.0|100
0|2021-12-08|12176.0|0|12190.0|0|228.0|0|0.0|100
0|2021-12-09|12230.0|0|12244.0|0|229.0|0|0.0|100
0|2021-12-10|12281.0|0|12295.0|0|232.0|0|0.0|100
0|2021-12-11|12281.0|0|12295.0|0|232.0|0|0.0|100
0|2021-12-12|12281.0|0|12295.0|0|232.0|0|0.0|100
0|2021-12-13|12348.0|0|12362.0|0|232.0|0|0.0|100
0|2021-12-14|12348.0|0|12398.0|0|232.0|0|0.0|100
0|2021-12-15|12437.0|0|12451.0|0|233.0|0|0.0|100
0|2021-12-16|12482.0|0|12496.0|0|234.0|0|0.0|100
0|2021-12-17|12511.0|0|12525.0|0|234.0|0|0.0|100
0|2021-12-18|12511.0|0|12525.0|0|234.0|0|0.0|100
0|2021-12-19|12511.0|0|12525.0|0|234.0|0|0.0|100
0|2021-12-20|12592.0|0|12606.0|0|234.0|0|0.0|100
0|2021-12-21|12613.0|0|12627.0|0|235.0|0|0.0|100
0|2021-12-22|12664.0|0|12678.0|0|235.0|0|0.0|100
0|2021-12-23|12664.0|0|12678.0|0|235.0|0|0.0|100
0|2021-12-24|12664.0|0|12678.0|0|235.0|0|0.0|100
0|2021-12-25|12664.0|0|12678.0|0|235.0|0|0.0|100
0|2021-12-26|12664.0|0|12678.0|0|235.0|0|0.0|100
0|2021-12-27|12807.0|0|12821.0|0|236.0|0|0.0|100
0|2021-12-28|12869.0|0|12883.0|0|236.0|0|0.0|100
0|2021-12-29|12967.0|0|12982.0|0|237.0|0|0.0|100
0|2021-12-30|13101.0|0|13116.0|0|239.0|0|0.0|100
0|2021-12-31|13101.0|0|13116.0|0|239.0|0|0.0|100
0|2022-01-01|13101.0|0|13116.0|0|239.0|0|0.0|100
0|2022-01-02|13101.0|0|13116.0|0|239.0|0|0.0|100
0|2022-01-03|13390.0|0|13405.0|0|240.0|0|0.0|100
0|2022-01-04|13441.0|0|13456.0|0|240.0|0|0.0|100
0|2022-01-05|13584.0|0|13599.0|0|240.0|0|0.0|100
0|2022-01-06|13775.0|0|13790.0|0|242.0|0|0.0|100
0|2022-01-07|13937.0|0|13952.0|0|242.0|0|0.0|100
0|2022-01-08|13937.0|0|13952.0|0|242.0|0|0.0|100
0|2022-01-09|13937.0|0|13952.0|0|242.0|0|0.0|100
0|2022-01-10|14367.0|0|14382.0|0|243.0|0|0.0|100
0|2022-01-11|14441.0|0|14456.0|0|248.0|0|0.0|100
0|2022-01-12|14592.0|0|14607.0|0|249.0|0|0.0|100
0|2022-01-13|14592.0|0|14815.0|0|249.0|0|0.0|100
0|2022-01-14|14994.0|0|15010.0|0|251.0|0|0.0|100
0|2022-01-15|14994.0|0|15010.0|0|251.0|0|0.0|100
0|2022-01-16|14994.0|0|15010.0|0|251.0|0|0.0|100
0|2022-01-17|15399.0|0|0.0|100|252.0|0|0.0|100
