|dates|Whitley_Indiana_UnitedStates.JHU_ConfirmedCases.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Whitley_Indiana_UnitedStates.NYT_ConfirmedCases.data|Whitley_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Whitley_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Whitley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5580.0|0|5581.0|0|55.0|0|0.0|100
0|2021-10-18|5604.0|0|5605.0|0|55.0|0|0.0|100
0|2021-10-19|5615.0|0|5616.0|0|55.0|0|0.0|100
0|2021-10-20|5634.0|0|5635.0|0|55.0|0|0.0|100
0|2021-10-21|5642.0|0|5643.0|0|55.0|0|0.0|100
0|2021-10-22|5657.0|0|5658.0|0|55.0|0|0.0|100
0|2021-10-23|5657.0|0|5658.0|0|55.0|0|0.0|100
0|2021-10-24|5657.0|0|5658.0|0|55.0|0|0.0|100
0|2021-10-25|5684.0|0|5685.0|0|55.0|0|0.0|100
0|2021-10-26|5697.0|0|5698.0|0|56.0|0|0.0|100
0|2021-10-27|5717.0|0|5718.0|0|56.0|0|0.0|100
0|2021-10-28|5737.0|0|5738.0|0|56.0|0|0.0|100
0|2021-10-29|5749.0|0|5750.0|0|56.0|0|0.0|100
0|2021-10-30|5749.0|0|5750.0|0|56.0|0|0.0|100
0|2021-10-31|5749.0|0|5750.0|0|56.0|0|0.0|100
0|2021-11-01|5775.0|0|5776.0|0|56.0|0|0.0|100
0|2021-11-02|5783.0|0|5784.0|0|56.0|0|0.0|100
0|2021-11-03|5809.0|0|5810.0|0|56.0|0|0.0|100
0|2021-11-04|5822.0|0|5823.0|0|56.0|0|0.0|100
0|2021-11-05|5838.0|0|5839.0|0|57.0|0|0.0|100
0|2021-11-06|5838.0|0|5839.0|0|57.0|0|0.0|100
0|2021-11-07|5838.0|0|5839.0|0|57.0|0|0.0|100
0|2021-11-08|5878.0|0|5879.0|0|57.0|0|0.0|100
0|2021-11-09|5894.0|0|5895.0|0|59.0|0|0.0|100
0|2021-11-10|5894.0|0|5915.0|0|59.0|0|0.0|100
0|2021-11-11|5964.0|0|5965.0|0|59.0|0|0.0|100
0|2021-11-12|5988.0|0|5989.0|0|59.0|0|0.0|100
0|2021-11-13|5988.0|0|5989.0|0|59.0|0|0.0|100
0|2021-11-14|5988.0|0|5989.0|0|59.0|0|0.0|100
0|2021-11-15|6054.0|0|6055.0|0|59.0|0|0.0|100
0|2021-11-16|6071.0|0|6072.0|0|59.0|0|0.0|100
0|2021-11-17|6124.0|0|6125.0|0|59.0|0|0.0|100
0|2021-11-18|6157.0|0|6158.0|0|59.0|0|0.0|100
0|2021-11-19|6183.0|0|6184.0|0|59.0|0|0.0|100
0|2021-11-20|6183.0|0|6184.0|0|59.0|0|0.0|100
0|2021-11-21|6183.0|0|6184.0|0|59.0|0|0.0|100
0|2021-11-22|6247.0|0|6248.0|0|59.0|0|0.0|100
0|2021-11-23|6265.0|0|6266.0|0|60.0|0|0.0|100
0|2021-11-24|6311.0|0|6312.0|0|60.0|0|0.0|100
0|2021-11-25|6311.0|0|6312.0|0|60.0|0|0.0|100
0|2021-11-26|6311.0|0|6312.0|0|60.0|0|0.0|100
0|2021-11-27|6311.0|0|6312.0|0|60.0|0|0.0|100
0|2021-11-28|6311.0|0|6312.0|0|60.0|0|0.0|100
0|2021-11-29|6422.0|0|6423.0|0|60.0|0|0.0|100
0|2021-11-30|6448.0|0|6449.0|0|60.0|0|0.0|100
0|2021-12-01|6514.0|0|6515.0|0|60.0|0|0.0|100
0|2021-12-02|6514.0|0|6554.0|0|60.0|0|0.0|100
0|2021-12-03|6596.0|0|6597.0|0|60.0|0|0.0|100
0|2021-12-04|6596.0|0|6597.0|0|60.0|0|0.0|100
