|dates|Whitley_Indiana_UnitedStates.JHU_ConfirmedCases.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Whitley_Indiana_UnitedStates.NYT_ConfirmedCases.data|Whitley_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Whitley_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Whitley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|6596.0|0|6597.0|0|60.0|0|0.0|100
0|2021-12-06|6672.0|0|6673.0|0|60.0|0|0.0|100
0|2021-12-07|6692.0|0|6693.0|0|61.0|0|0.0|100
0|2021-12-08|6752.0|0|6753.0|0|61.0|0|0.0|100
0|2021-12-09|6783.0|0|6784.0|0|61.0|0|0.0|100
0|2021-12-10|6835.0|0|6836.0|0|61.0|0|0.0|100
0|2021-12-11|6835.0|0|6836.0|0|61.0|0|0.0|100
0|2021-12-12|6835.0|0|6836.0|0|61.0|0|0.0|100
0|2021-12-13|6911.0|0|6912.0|0|62.0|0|0.0|100
0|2021-12-14|6911.0|0|6934.0|0|62.0|0|0.0|100
0|2021-12-15|6961.0|0|6962.0|0|66.0|0|0.0|100
0|2021-12-16|6988.0|0|6989.0|0|66.0|0|0.0|100
0|2021-12-17|7024.0|0|7025.0|0|66.0|0|0.0|100
0|2021-12-18|7024.0|0|7025.0|0|66.0|0|0.0|100
0|2021-12-19|7024.0|0|7025.0|0|66.0|0|0.0|100
0|2021-12-20|7101.0|0|7102.0|0|66.0|0|0.0|100
0|2021-12-21|7120.0|0|7121.0|0|66.0|0|0.0|100
0|2021-12-22|7153.0|0|7154.0|0|67.0|0|0.0|100
0|2021-12-23|7153.0|0|7154.0|0|67.0|0|0.0|100
0|2021-12-24|7153.0|0|7154.0|0|67.0|0|0.0|100
0|2021-12-25|7153.0|0|7154.0|0|67.0|0|0.0|100
0|2021-12-26|7153.0|0|7154.0|0|67.0|0|0.0|100
0|2021-12-27|7266.0|0|7267.0|0|67.0|0|0.0|100
0|2021-12-28|7282.0|0|7283.0|0|67.0|0|0.0|100
0|2021-12-29|7310.0|0|7311.0|0|67.0|0|0.0|100
0|2021-12-30|7342.0|0|7343.0|0|67.0|0|0.0|100
0|2021-12-31|7342.0|0|7343.0|0|67.0|0|0.0|100
0|2022-01-01|7342.0|0|7343.0|0|67.0|0|0.0|100
0|2022-01-02|7342.0|0|7343.0|0|67.0|0|0.0|100
0|2022-01-03|7450.0|0|7451.0|0|68.0|0|0.0|100
0|2022-01-04|7485.0|0|7486.0|0|70.0|0|0.0|100
0|2022-01-05|7543.0|0|7544.0|0|70.0|0|0.0|100
0|2022-01-06|7606.0|0|7607.0|0|70.0|0|0.0|100
0|2022-01-07|7675.0|0|7676.0|0|70.0|0|0.0|100
0|2022-01-08|7675.0|0|7676.0|0|70.0|0|0.0|100
0|2022-01-09|7675.0|0|7676.0|0|70.0|0|0.0|100
0|2022-01-10|7838.0|0|7840.0|0|70.0|0|0.0|100
0|2022-01-11|7888.0|0|7890.0|0|70.0|0|0.0|100
0|2022-01-12|7997.0|0|7999.0|0|70.0|0|0.0|100
0|2022-01-13|7997.0|0|8133.0|0|70.0|0|0.0|100
0|2022-01-14|8251.0|0|8253.0|0|71.0|0|0.0|100
0|2022-01-15|8251.0|0|8253.0|0|71.0|0|0.0|100
0|2022-01-16|8251.0|0|8253.0|0|71.0|0|0.0|100
0|2022-01-17|8447.0|0|0.0|100|71.0|0|0.0|100
