|dates|Wayne_Michigan_UnitedStates.JHU_ConfirmedCases.data|Wayne_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Michigan_UnitedStates.NYT_ConfirmedCases.data|Wayne_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Wayne_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|193928.0|0|193985.0|0|5504.0|0|0.0|100
0|2021-10-18|195110.0|0|195167.0|0|5516.0|0|0.0|100
0|2021-10-19|195110.0|0|195167.0|0|5516.0|0|0.0|100
0|2021-10-20|196075.0|0|196132.0|0|5532.0|0|0.0|100
0|2021-10-21|196075.0|0|196132.0|0|5532.0|0|0.0|100
0|2021-10-22|197078.0|0|197135.0|0|5546.0|0|0.0|100
0|2021-10-23|197078.0|0|197135.0|0|5546.0|0|0.0|100
0|2021-10-24|197078.0|0|197135.0|0|5546.0|0|0.0|100
0|2021-10-25|198198.0|0|198255.0|0|5551.0|0|0.0|100
0|2021-10-26|198198.0|0|198255.0|0|5551.0|0|0.0|100
0|2021-10-27|199394.0|0|199451.0|0|5573.0|0|0.0|100
0|2021-10-28|199394.0|0|199451.0|0|5573.0|0|0.0|100
0|2021-10-29|200490.0|0|200547.0|0|5598.0|0|0.0|100
0|2021-10-30|200490.0|0|200547.0|0|5598.0|0|0.0|100
0|2021-10-31|200490.0|0|200547.0|0|5598.0|0|0.0|100
0|2021-11-01|201812.0|0|201869.0|0|5607.0|0|0.0|100
0|2021-11-02|201812.0|0|201869.0|0|5607.0|0|0.0|100
0|2021-11-03|203316.0|0|203373.0|0|5626.0|0|0.0|100
0|2021-11-04|203316.0|0|203373.0|0|5626.0|0|0.0|100
0|2021-11-05|204864.0|0|204921.0|0|5640.0|0|0.0|100
0|2021-11-06|204864.0|0|204921.0|0|5640.0|0|0.0|100
0|2021-11-07|204864.0|0|204921.0|0|5640.0|0|0.0|100
0|2021-11-08|206176.0|0|206233.0|0|5642.0|0|0.0|100
0|2021-11-09|206176.0|0|206233.0|0|5642.0|0|0.0|100
0|2021-11-10|206176.0|0|207307.0|0|5642.0|0|0.0|100
0|2021-11-11|207250.0|0|207307.0|0|5673.0|0|0.0|100
0|2021-11-12|209535.0|0|209592.0|0|5685.0|0|0.0|100
0|2021-11-13|209535.0|0|209592.0|0|5685.0|0|0.0|100
0|2021-11-14|209535.0|0|209592.0|0|5685.0|0|0.0|100
0|2021-11-15|212627.0|0|212684.0|0|5694.0|0|0.0|100
0|2021-11-16|212627.0|0|212684.0|0|5694.0|0|0.0|100
0|2021-11-17|215348.0|0|215405.0|0|5750.0|0|0.0|100
0|2021-11-18|215348.0|0|215405.0|0|5750.0|0|0.0|100
0|2021-11-19|218079.0|0|218136.0|0|5772.0|0|0.0|100
0|2021-11-20|218079.0|0|218136.0|0|5772.0|0|0.0|100
0|2021-11-21|218079.0|0|218136.0|0|5772.0|0|0.0|100
0|2021-11-22|220775.0|0|220832.0|0|5779.0|0|0.0|100
0|2021-11-23|220775.0|0|220832.0|0|5779.0|0|0.0|100
0|2021-11-24|223800.0|0|223857.0|0|5816.0|0|0.0|100
0|2021-11-25|223800.0|0|223857.0|0|5816.0|0|0.0|100
0|2021-11-26|223800.0|0|223857.0|0|5816.0|0|0.0|100
0|2021-11-27|223800.0|0|223857.0|0|5816.0|0|0.0|100
0|2021-11-28|223800.0|0|223857.0|0|5816.0|0|0.0|100
0|2021-11-29|228228.0|0|228285.0|0|5832.0|0|0.0|100
0|2021-11-30|228228.0|0|228285.0|0|5832.0|0|0.0|100
0|2021-12-01|231197.0|0|231254.0|0|5891.0|0|0.0|100
0|2021-12-02|231197.0|0|231254.0|0|5891.0|0|0.0|100
0|2021-12-03|234312.0|0|234369.0|0|5975.0|0|0.0|100
0|2021-12-04|234312.0|0|234369.0|0|5975.0|0|0.0|100
0|2021-12-05|234312.0|0|234369.0|0|5975.0|0|0.0|100
0|2021-12-06|237136.0|0|237193.0|0|5999.0|0|0.0|100
0|2021-12-07|237136.0|0|237193.0|0|5999.0|0|0.0|100
0|2021-12-08|240397.0|0|240454.0|0|6061.0|0|0.0|100
0|2021-12-09|240397.0|0|240454.0|0|6061.0|0|0.0|100
0|2021-12-10|242555.0|0|242612.0|0|6108.0|0|0.0|100
0|2021-12-11|242555.0|0|242612.0|0|6108.0|0|0.0|100
0|2021-12-12|242555.0|0|242612.0|0|6108.0|0|0.0|100
0|2021-12-13|245773.0|0|245830.0|0|6135.0|0|0.0|100
0|2021-12-14|245773.0|0|245830.0|0|6135.0|0|0.0|100
0|2021-12-15|248586.0|0|248643.0|0|6193.0|0|0.0|100
0|2021-12-16|248586.0|0|248643.0|0|6193.0|0|0.0|100
0|2021-12-17|251556.0|0|251613.0|0|6245.0|0|0.0|100
0|2021-12-18|251556.0|0|251613.0|0|6245.0|0|0.0|100
