|dates|Ripley_Indiana_UnitedStates.JHU_ConfirmedCases.data|Ripley_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Ripley_Indiana_UnitedStates.NYT_ConfirmedCases.data|Ripley_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Ripley_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Ripley_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Ripley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Ripley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|5502.0|0|5505.0|0|92.0|0|0.0|100
0|2021-12-01|5530.0|0|5533.0|0|93.0|0|0.0|100
0|2021-12-02|5530.0|0|5561.0|0|93.0|0|0.0|100
0|2021-12-03|5572.0|0|5575.0|0|94.0|0|0.0|100
0|2021-12-04|5572.0|0|5575.0|0|94.0|0|0.0|100
0|2021-12-05|5572.0|0|5575.0|0|94.0|0|0.0|100
0|2021-12-06|5659.0|0|5662.0|0|94.0|0|0.0|100
0|2021-12-07|5673.0|0|5676.0|0|94.0|0|0.0|100
0|2021-12-08|5709.0|0|5712.0|0|94.0|0|0.0|100
0|2021-12-09|5733.0|0|5736.0|0|94.0|0|0.0|100
0|2021-12-10|5765.0|0|5769.0|0|94.0|0|0.0|100
0|2021-12-11|5765.0|0|5769.0|0|94.0|0|0.0|100
0|2021-12-12|5765.0|0|5769.0|0|94.0|0|0.0|100
0|2021-12-13|5843.0|0|5847.0|0|94.0|0|0.0|100
0|2021-12-14|5843.0|0|5871.0|0|94.0|0|0.0|100
0|2021-12-15|5901.0|0|5905.0|0|94.0|0|0.0|100
0|2021-12-16|5939.0|0|5943.0|0|95.0|0|0.0|100
0|2021-12-17|5983.0|0|5987.0|0|95.0|0|0.0|100
0|2021-12-18|5983.0|0|5987.0|0|95.0|0|0.0|100
0|2021-12-19|5983.0|0|5987.0|0|95.0|0|0.0|100
0|2021-12-20|6040.0|0|6044.0|0|95.0|0|0.0|100
0|2021-12-21|6060.0|0|6064.0|0|95.0|0|0.0|100
0|2021-12-22|6084.0|0|6088.0|0|95.0|0|0.0|100
0|2021-12-23|6084.0|0|6088.0|0|95.0|0|0.0|100
0|2021-12-24|6084.0|0|6088.0|0|95.0|0|0.0|100
0|2021-12-25|6084.0|0|6088.0|0|95.0|0|0.0|100
0|2021-12-26|6084.0|0|6088.0|0|95.0|0|0.0|100
0|2021-12-27|6168.0|0|6172.0|0|95.0|0|0.0|100
0|2021-12-28|6183.0|0|6187.0|0|98.0|0|0.0|100
0|2021-12-29|6217.0|0|6221.0|0|99.0|0|0.0|100
0|2021-12-30|6272.0|0|6276.0|0|101.0|0|0.0|100
0|2021-12-31|6272.0|0|6276.0|0|101.0|0|0.0|100
0|2022-01-01|6272.0|0|6276.0|0|101.0|0|0.0|100
0|2022-01-02|6272.0|0|6276.0|0|101.0|0|0.0|100
0|2022-01-03|6358.0|0|6362.0|0|101.0|0|0.0|100
0|2022-01-04|6376.0|0|6380.0|0|101.0|0|0.0|100
0|2022-01-05|6416.0|0|6420.0|0|103.0|0|0.0|100
0|2022-01-06|6462.0|0|6466.0|0|103.0|0|0.0|100
0|2022-01-07|6503.0|0|6507.0|0|105.0|0|0.0|100
0|2022-01-08|6503.0|0|6507.0|0|105.0|0|0.0|100
0|2022-01-09|6503.0|0|6507.0|0|105.0|0|0.0|100
0|2022-01-10|6613.0|0|6618.0|0|108.0|0|0.0|100
0|2022-01-11|6647.0|0|6652.0|0|109.0|0|0.0|100
0|2022-01-12|6718.0|0|6723.0|0|109.0|0|0.0|100
0|2022-01-13|6718.0|0|6799.0|0|109.0|0|0.0|100
0|2022-01-14|6842.0|0|6847.0|0|111.0|0|0.0|100
0|2022-01-15|6842.0|0|6847.0|0|111.0|0|0.0|100
0|2022-01-16|6842.0|0|6847.0|0|111.0|0|0.0|100
0|2022-01-17|6993.0|0|0.0|100|111.0|0|0.0|100
