|dates|Waseca_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Waseca_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Waseca_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Waseca_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Waseca_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Waseca_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Waseca_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Waseca_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|3575.0|0|3575.0|0|32.0|0|0.0|100
0|2021-11-20|3575.0|0|3575.0|0|32.0|0|0.0|100
0|2021-11-21|3575.0|0|3575.0|0|32.0|0|0.0|100
0|2021-11-22|3587.0|0|3587.0|0|32.0|0|0.0|100
0|2021-11-23|3633.0|0|3633.0|0|32.0|0|0.0|100
0|2021-11-24|3642.0|0|3642.0|0|32.0|0|0.0|100
0|2021-11-25|3642.0|0|3642.0|0|32.0|0|0.0|100
0|2021-11-26|3651.0|0|3651.0|0|32.0|0|0.0|100
0|2021-11-27|3651.0|0|3651.0|0|32.0|0|0.0|100
0|2021-11-28|3651.0|0|3651.0|0|32.0|0|0.0|100
0|2021-11-29|3674.0|0|3674.0|0|32.0|0|0.0|100
0|2021-11-30|3723.0|0|3723.0|0|32.0|0|0.0|100
0|2021-12-01|3743.0|0|3743.0|0|33.0|0|0.0|100
0|2021-12-02|3759.0|0|3759.0|0|33.0|0|0.0|100
0|2021-12-03|3814.0|0|3814.0|0|33.0|0|0.0|100
0|2021-12-04|3814.0|0|3814.0|0|33.0|0|0.0|100
0|2021-12-05|3814.0|0|3814.0|0|33.0|0|0.0|100
0|2021-12-06|3874.0|0|3874.0|0|34.0|0|0.0|100
0|2021-12-07|3969.0|0|3969.0|0|34.0|0|0.0|100
0|2021-12-08|3982.0|0|3982.0|0|34.0|0|0.0|100
0|2021-12-09|4039.0|0|4039.0|0|34.0|0|0.0|100
0|2021-12-10|4073.0|0|4073.0|0|34.0|0|0.0|100
0|2021-12-11|4073.0|0|4073.0|0|34.0|0|0.0|100
0|2021-12-12|4073.0|0|4073.0|0|34.0|0|0.0|100
0|2021-12-13|4094.0|0|4094.0|0|34.0|0|0.0|100
0|2021-12-14|4094.0|0|4129.0|0|34.0|0|0.0|100
0|2021-12-15|4138.0|0|4138.0|0|34.0|0|0.0|100
0|2021-12-16|4150.0|0|4150.0|0|34.0|0|0.0|100
0|2021-12-17|4161.0|0|4161.0|0|34.0|0|0.0|100
0|2021-12-18|4161.0|0|4161.0|0|34.0|0|0.0|100
0|2021-12-19|4161.0|0|4161.0|0|34.0|0|0.0|100
0|2021-12-20|4188.0|0|4188.0|0|34.0|0|0.0|100
0|2021-12-21|4205.0|0|4205.0|0|34.0|0|0.0|100
0|2021-12-22|4209.0|0|4209.0|0|34.0|0|0.0|100
0|2021-12-23|4216.0|0|4216.0|0|34.0|0|0.0|100
0|2021-12-24|4216.0|0|4216.0|0|34.0|0|0.0|100
0|2021-12-25|4216.0|0|4216.0|0|34.0|0|0.0|100
0|2021-12-26|4216.0|0|4216.0|0|34.0|0|0.0|100
0|2021-12-27|4226.0|0|4226.0|0|34.0|0|0.0|100
0|2021-12-28|4249.0|0|4249.0|0|34.0|0|0.0|100
0|2021-12-29|4262.0|0|4262.0|0|35.0|0|0.0|100
0|2021-12-30|4280.0|0|4280.0|0|35.0|0|0.0|100
0|2021-12-31|4280.0|0|4280.0|0|35.0|0|0.0|100
0|2022-01-01|4280.0|0|4280.0|0|35.0|0|0.0|100
0|2022-01-02|4280.0|0|4280.0|0|35.0|0|0.0|100
0|2022-01-03|4297.0|0|4297.0|0|35.0|0|0.0|100
0|2022-01-04|4332.0|0|4332.0|0|35.0|0|0.0|100
0|2022-01-05|4334.0|0|4334.0|0|35.0|0|0.0|100
0|2022-01-06|4344.0|0|4344.0|0|35.0|0|0.0|100
0|2022-01-07|4352.0|0|4352.0|0|35.0|0|0.0|100
0|2022-01-08|4352.0|0|4352.0|0|35.0|0|0.0|100
0|2022-01-09|4352.0|0|4352.0|0|35.0|0|0.0|100
0|2022-01-10|4372.0|0|4372.0|0|35.0|0|0.0|100
0|2022-01-11|4415.0|0|4415.0|0|35.0|0|0.0|100
0|2022-01-12|4444.0|0|4444.0|0|35.0|0|0.0|100
0|2022-01-13|4444.0|0|4470.0|0|35.0|0|0.0|100
0|2022-01-14|4506.0|0|4506.0|0|36.0|0|0.0|100
0|2022-01-15|4506.0|0|4506.0|0|36.0|0|0.0|100
0|2022-01-16|4506.0|0|4506.0|0|36.0|0|0.0|100
0|2022-01-17|4506.0|0|0.0|100|36.0|0|0.0|100
