|dates|Okanogan_Washington_UnitedStates.JHU_ConfirmedCases.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedCases.missing|Okanogan_Washington_UnitedStates.NYT_ConfirmedCases.data|Okanogan_Washington_UnitedStates.NYT_ConfirmedCases.missing|Okanogan_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Okanogan_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|5638.0|0|5638.0|0|100.0|0|0.0|100
0|2021-12-04|5638.0|0|5638.0|0|100.0|0|0.0|100
0|2021-12-05|5638.0|0|5638.0|0|100.0|0|0.0|100
0|2021-12-06|5654.0|0|5654.0|0|100.0|0|0.0|100
0|2021-12-07|5657.0|0|5657.0|0|101.0|0|0.0|100
0|2021-12-08|5662.0|0|5662.0|0|101.0|0|0.0|100
0|2021-12-09|5669.0|0|5669.0|0|101.0|0|0.0|100
0|2021-12-10|5679.0|0|5679.0|0|102.0|0|0.0|100
0|2021-12-11|5679.0|0|5679.0|0|102.0|0|0.0|100
0|2021-12-12|5679.0|0|5679.0|0|102.0|0|0.0|100
0|2021-12-13|5685.0|0|5685.0|0|102.0|0|0.0|100
0|2021-12-14|5685.0|0|5686.0|0|102.0|0|0.0|100
0|2021-12-15|5688.0|0|5688.0|0|102.0|0|0.0|100
0|2021-12-16|5700.0|0|5700.0|0|102.0|0|0.0|100
0|2021-12-17|5709.0|0|5709.0|0|103.0|0|0.0|100
0|2021-12-18|5709.0|0|5709.0|0|103.0|0|0.0|100
0|2021-12-19|5709.0|0|5709.0|0|103.0|0|0.0|100
0|2021-12-20|5715.0|0|5715.0|0|103.0|0|0.0|100
0|2021-12-21|5715.0|0|5715.0|0|103.0|0|0.0|100
0|2021-12-22|5721.0|0|5721.0|0|104.0|0|0.0|100
0|2021-12-23|5730.0|0|5730.0|0|104.0|0|0.0|100
0|2021-12-24|5730.0|0|5730.0|0|104.0|0|0.0|100
0|2021-12-25|5730.0|0|5730.0|0|104.0|0|0.0|100
0|2021-12-26|5730.0|0|5730.0|0|104.0|0|0.0|100
0|2021-12-27|5748.0|0|5748.0|0|104.0|0|0.0|100
0|2021-12-28|5753.0|0|5753.0|0|106.0|0|0.0|100
0|2021-12-29|5757.0|0|5757.0|0|106.0|0|0.0|100
0|2021-12-30|5767.0|0|5767.0|0|106.0|0|0.0|100
0|2021-12-31|5767.0|0|5767.0|0|106.0|0|0.0|100
0|2022-01-01|5767.0|0|5767.0|0|106.0|0|0.0|100
0|2022-01-02|5767.0|0|5767.0|0|106.0|0|0.0|100
0|2022-01-03|5785.0|0|5785.0|0|106.0|0|0.0|100
0|2022-01-04|5789.0|0|5789.0|0|106.0|0|0.0|100
0|2022-01-05|5807.0|0|5807.0|0|106.0|0|0.0|100
0|2022-01-06|5836.0|0|5836.0|0|106.0|0|0.0|100
0|2022-01-07|5859.0|0|5859.0|0|106.0|0|0.0|100
0|2022-01-08|5859.0|0|5859.0|0|106.0|0|0.0|100
0|2022-01-09|5859.0|0|5859.0|0|106.0|0|0.0|100
0|2022-01-10|5902.0|0|5902.0|0|106.0|0|0.0|100
0|2022-01-11|5914.0|0|5914.0|0|106.0|0|0.0|100
0|2022-01-12|5963.0|0|5963.0|0|106.0|0|0.0|100
0|2022-01-13|5963.0|0|6047.0|0|106.0|0|0.0|100
0|2022-01-14|6099.0|0|6099.0|0|106.0|0|0.0|100
0|2022-01-15|6099.0|0|6099.0|0|106.0|0|0.0|100
0|2022-01-16|6099.0|0|6099.0|0|106.0|0|0.0|100
0|2022-01-17|6099.0|0|0.0|100|106.0|0|0.0|100
