|dates|LosAngeles_California_UnitedStates.JHU_ConfirmedCases.data|LosAngeles_California_UnitedStates.JHU_ConfirmedCases.missing|LosAngeles_California_UnitedStates.NYT_ConfirmedCases.data|LosAngeles_California_UnitedStates.NYT_ConfirmedCases.missing|LosAngeles_California_UnitedStates.JHU_ConfirmedDeaths.data|LosAngeles_California_UnitedStates.JHU_ConfirmedDeaths.missing|LosAngeles_California_UnitedStates.JHU_ConfirmedRecoveries.data|LosAngeles_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|1530526.0|0|1531230.0|0|27208.0|0|0.0|100
0|2021-12-03|1532430.0|0|1533134.0|0|27225.0|0|0.0|100
0|2021-12-04|1534720.0|0|1535424.0|0|27244.0|0|0.0|100
0|2021-12-05|1536351.0|0|1537055.0|0|27246.0|0|0.0|100
0|2021-12-06|1537450.0|0|1538154.0|0|27248.0|0|0.0|100
0|2021-12-07|1538451.0|0|1539155.0|0|27262.0|0|0.0|100
0|2021-12-08|1540200.0|0|1540904.0|0|27275.0|0|0.0|100
0|2021-12-09|1541886.0|0|1542590.0|0|27288.0|0|0.0|100
0|2021-12-10|1543784.0|0|1544488.0|0|27304.0|0|0.0|100
0|2021-12-11|1545583.0|0|1546287.0|0|27325.0|0|0.0|100
0|2021-12-12|1547042.0|0|1547746.0|0|27330.0|0|0.0|100
0|2021-12-13|1548157.0|0|1548861.0|0|27341.0|0|0.0|100
0|2021-12-14|1548157.0|0|1550000.0|0|27341.0|0|0.0|100
0|2021-12-15|1551117.0|0|1551821.0|0|27369.0|0|0.0|100
0|2021-12-16|1553366.0|0|1554070.0|0|27388.0|0|0.0|100
0|2021-12-17|1556685.0|0|1557389.0|0|27413.0|0|0.0|100
0|2021-12-18|1560377.0|0|1561081.0|0|27432.0|0|0.0|100
0|2021-12-19|1563879.0|0|1564583.0|0|27441.0|0|0.0|100
0|2021-12-20|1567133.0|0|1567837.0|0|27448.0|0|0.0|100
0|2021-12-21|1570230.0|0|1570934.0|0|27473.0|0|0.0|100
0|2021-12-22|1576702.0|0|1577406.0|0|27488.0|0|0.0|100
0|2021-12-23|1585313.0|0|1586017.0|0|27512.0|0|0.0|100
0|2021-12-24|1595239.0|0|1595943.0|0|27533.0|0|0.0|100
0|2021-12-25|1595239.0|0|1595943.0|0|27533.0|0|0.0|100
0|2021-12-26|1616033.0|0|1616737.0|0|27546.0|0|0.0|100
0|2021-12-27|1623442.0|0|1624146.0|0|27555.0|0|0.0|100
0|2021-12-28|1632893.0|0|1633597.0|0|27576.0|0|0.0|100
0|2021-12-29|1649376.0|0|1650080.0|0|27601.0|0|0.0|100
0|2021-12-30|1669545.0|0|1670249.0|0|27625.0|0|0.0|100
0|2021-12-31|1696582.0|0|1697286.0|0|27637.0|0|0.0|100
0|2022-01-01|1696582.0|0|1697286.0|0|27637.0|0|0.0|100
0|2022-01-02|1741292.0|0|1741996.0|0|27640.0|0|0.0|100
0|2022-01-03|1757522.0|0|1758226.0|0|27647.0|0|0.0|100
0|2022-01-04|1780154.0|0|1780858.0|0|27671.0|0|0.0|100
0|2022-01-05|1806828.0|0|1807532.0|0|27698.0|0|0.0|100
0|2022-01-06|1843922.0|0|1844626.0|0|27728.0|0|0.0|100
0|2022-01-07|1887526.0|0|1888230.0|0|27756.0|0|0.0|100
0|2022-01-08|1921890.0|0|1922594.0|0|27772.0|0|0.0|100
0|2022-01-09|1967443.0|0|1968147.0|0|27785.0|0|0.0|100
0|2022-01-10|2010964.0|0|2011668.0|0|27798.0|0|0.0|100
0|2022-01-11|2046208.0|0|2046912.0|0|27812.0|0|0.0|100
0|2022-01-12|2086581.0|0|2087285.0|0|27850.0|0|0.0|100
0|2022-01-13|2086581.0|0|2132227.0|0|27850.0|0|0.0|100
0|2022-01-14|2172008.0|0|2172712.0|0|27942.0|0|0.0|100
0|2022-01-15|2213664.0|0|2214368.0|0|28008.0|0|0.0|100
0|2022-01-16|2257502.0|0|2258206.0|0|28059.0|0|0.0|100
0|2022-01-17|2289045.0|0|0.0|100|28086.0|0|0.0|100
