|dates|SaltLake_Utah_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|SaltLake_Utah_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|SaltLake_Utah_UnitedStates.NYT_ConfirmedDeaths.data|SaltLake_Utah_UnitedStates.NYT_ConfirmedDeaths.missing|SaltLake_Utah_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|SaltLake_Utah_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|SaltLake_Utah_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|SaltLake_Utah_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1121.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1128.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1131.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1134.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1137.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1140.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1140.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1140.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1143.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1144.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|1151.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|1153.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|1157.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|1157.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|1157.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|1170.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|1173.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|1177.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|1181.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|1181.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|1181.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|1181.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|1181.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|1183.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|1187.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|1187.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|1192.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|1192.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|1192.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|1197.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|1201.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|1204.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|1208.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|1214.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|1214.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|1214.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|1220.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|1226.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|1229.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|1229.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|1231.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|1231.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|1231.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|1236.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|1244.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|1249.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|1249.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|1258.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|1258.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|1258.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|1264.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|1265.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|1272.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|1277.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|1278.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|1278.0|0|0.0|100|0.0|100
