|dates|Polk_Florida_UnitedStates.JHU_ConfirmedCases.data|Polk_Florida_UnitedStates.JHU_ConfirmedCases.missing|Polk_Florida_UnitedStates.NYT_ConfirmedCases.data|Polk_Florida_UnitedStates.NYT_ConfirmedCases.missing|Polk_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|127969.0|0|127470.0|0|1387.0|0|0.0|100
0|2021-10-18|127969.0|0|127470.0|0|1387.0|0|0.0|100
0|2021-10-19|127969.0|0|127470.0|0|1387.0|0|0.0|100
0|2021-10-20|127969.0|0|127470.0|0|1387.0|0|0.0|100
0|2021-10-21|127969.0|0|127470.0|0|1387.0|0|0.0|100
0|2021-10-22|128509.0|0|128010.0|0|1387.0|0|0.0|100
0|2021-10-23|128509.0|0|128010.0|0|1387.0|0|0.0|100
0|2021-10-24|128509.0|0|128010.0|0|1387.0|0|0.0|100
0|2021-10-25|128509.0|0|128010.0|0|1387.0|0|0.0|100
0|2021-10-26|128509.0|0|128010.0|0|1387.0|0|0.0|100
0|2021-10-27|128509.0|0|128010.0|0|1387.0|0|0.0|100
0|2021-10-28|128509.0|0|128010.0|0|1387.0|0|0.0|100
0|2021-10-29|128914.0|0|128415.0|0|1387.0|0|0.0|100
0|2021-10-30|128914.0|0|128415.0|0|1387.0|0|0.0|100
0|2021-10-31|128914.0|0|128415.0|0|1387.0|0|0.0|100
0|2021-11-01|128914.0|0|128415.0|0|1387.0|0|0.0|100
0|2021-11-02|128914.0|0|128415.0|0|1387.0|0|0.0|100
0|2021-11-03|128914.0|0|128415.0|0|1387.0|0|0.0|100
0|2021-11-04|128914.0|0|128415.0|0|1387.0|0|0.0|100
0|2021-11-05|129243.0|0|128744.0|0|1387.0|0|0.0|100
0|2021-11-06|129243.0|0|128744.0|0|1387.0|0|0.0|100
0|2021-11-07|129243.0|0|128744.0|0|1387.0|0|0.0|100
0|2021-11-08|129243.0|0|128744.0|0|1387.0|0|0.0|100
