|dates|Parker_Texas_UnitedStates.JHU_ConfirmedCases.data|Parker_Texas_UnitedStates.JHU_ConfirmedCases.missing|Parker_Texas_UnitedStates.NYT_ConfirmedCases.data|Parker_Texas_UnitedStates.NYT_ConfirmedCases.missing|Parker_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Parker_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Parker_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Parker_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|24844.0|0|24844.0|0|346.0|0|0.0|100
0|2021-12-01|24862.0|0|24862.0|0|347.0|0|0.0|100
0|2021-12-02|24871.0|0|24871.0|0|349.0|0|0.0|100
0|2021-12-03|24896.0|0|24896.0|0|349.0|0|0.0|100
0|2021-12-04|24910.0|0|24910.0|0|349.0|0|0.0|100
0|2021-12-05|24923.0|0|24923.0|0|349.0|0|0.0|100
0|2021-12-06|24932.0|0|24932.0|0|349.0|0|0.0|100
0|2021-12-07|24966.0|0|24966.0|0|350.0|0|0.0|100
0|2021-12-08|24986.0|0|24986.0|0|350.0|0|0.0|100
0|2021-12-09|25003.0|0|25003.0|0|350.0|0|0.0|100
0|2021-12-10|25121.0|0|25121.0|0|351.0|0|0.0|100
0|2021-12-11|25152.0|0|25152.0|0|351.0|0|0.0|100
0|2021-12-12|25167.0|0|25167.0|0|351.0|0|0.0|100
0|2021-12-13|25188.0|0|25188.0|0|351.0|0|0.0|100
0|2021-12-14|25188.0|0|25221.0|0|351.0|0|0.0|100
0|2021-12-15|25253.0|0|25253.0|0|353.0|0|0.0|100
0|2021-12-16|25284.0|0|25284.0|0|353.0|0|0.0|100
0|2021-12-17|25306.0|0|25306.0|0|353.0|0|0.0|100
0|2021-12-18|25351.0|0|25351.0|0|353.0|0|0.0|100
0|2021-12-19|25369.0|0|25369.0|0|353.0|0|0.0|100
0|2021-12-20|25399.0|0|25399.0|0|353.0|0|0.0|100
0|2021-12-21|25448.0|0|25448.0|0|354.0|0|0.0|100
0|2021-12-22|25467.0|0|25467.0|0|354.0|0|0.0|100
0|2021-12-23|25493.0|0|25493.0|0|354.0|0|0.0|100
0|2021-12-24|25493.0|0|25493.0|0|354.0|0|0.0|100
0|2021-12-25|25493.0|0|25493.0|0|354.0|0|0.0|100
0|2021-12-26|25493.0|0|25493.0|0|354.0|0|0.0|100
0|2021-12-27|25660.0|0|25660.0|0|354.0|0|0.0|100
0|2021-12-28|25719.0|0|25719.0|0|356.0|0|0.0|100
0|2021-12-29|25770.0|0|25770.0|0|356.0|0|0.0|100
0|2021-12-30|25807.0|0|25807.0|0|356.0|0|0.0|100
0|2021-12-31|25807.0|0|25807.0|0|356.0|0|0.0|100
0|2022-01-01|25807.0|0|25807.0|0|356.0|0|0.0|100
0|2022-01-02|25807.0|0|25807.0|0|356.0|0|0.0|100
0|2022-01-03|26359.0|0|26359.0|0|358.0|0|0.0|100
0|2022-01-04|26563.0|0|26563.0|0|358.0|0|0.0|100
0|2022-01-05|26744.0|0|26744.0|0|361.0|0|0.0|100
0|2022-01-06|26896.0|0|26896.0|0|361.0|0|0.0|100
0|2022-01-07|27055.0|0|27055.0|0|362.0|0|0.0|100
0|2022-01-08|27269.0|0|27269.0|0|364.0|0|0.0|100
0|2022-01-09|27389.0|0|27389.0|0|364.0|0|0.0|100
0|2022-01-10|27566.0|0|27566.0|0|364.0|0|0.0|100
0|2022-01-11|27751.0|0|27751.0|0|364.0|0|0.0|100
0|2022-01-12|28106.0|0|28106.0|0|365.0|0|0.0|100
0|2022-01-13|28106.0|0|28389.0|0|365.0|0|0.0|100
0|2022-01-14|28389.0|0|28657.0|0|365.0|0|0.0|100
0|2022-01-15|28901.0|0|28901.0|0|365.0|0|0.0|100
0|2022-01-16|29063.0|0|29063.0|0|367.0|0|0.0|100
0|2022-01-17|29332.0|0|0.0|100|368.0|0|0.0|100
