|dates|DeKalb_Alabama_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Alabama_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Alabama_UnitedStates.NYT_ConfirmedCases.data|DeKalb_Alabama_UnitedStates.NYT_ConfirmedCases.missing|DeKalb_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|12901.0|0|12901.0|0|269.0|0|0.0|100
0|2021-11-24|12929.0|0|12929.0|0|269.0|0|0.0|100
0|2021-11-25|12957.0|0|12957.0|0|269.0|0|0.0|100
0|2021-11-26|12957.0|0|12957.0|0|269.0|0|0.0|100
0|2021-11-27|12967.0|0|12967.0|0|269.0|0|0.0|100
0|2021-11-28|12971.0|0|12971.0|0|269.0|0|0.0|100
0|2021-11-29|12972.0|0|12972.0|0|269.0|0|0.0|100
0|2021-11-30|12972.0|0|12985.0|0|269.0|0|0.0|100
0|2021-12-01|13008.0|0|13008.0|0|269.0|0|0.0|100
0|2021-12-02|13033.0|0|13033.0|0|270.0|0|0.0|100
0|2021-12-03|13061.0|0|13061.0|0|271.0|0|0.0|100
0|2021-12-04|13083.0|0|13083.0|0|271.0|0|0.0|100
0|2021-12-05|13093.0|0|13093.0|0|271.0|0|0.0|100
0|2021-12-06|13095.0|0|13095.0|0|271.0|0|0.0|100
0|2021-12-07|13099.0|0|13099.0|0|271.0|0|0.0|100
0|2021-12-08|13117.0|0|13117.0|0|271.0|0|0.0|100
0|2021-12-09|13130.0|0|13130.0|0|271.0|0|0.0|100
0|2021-12-10|13145.0|0|13145.0|0|273.0|0|0.0|100
0|2021-12-11|13165.0|0|13165.0|0|273.0|0|0.0|100
0|2021-12-12|13169.0|0|13169.0|0|273.0|0|0.0|100
0|2021-12-13|13174.0|0|13174.0|0|273.0|0|0.0|100
0|2021-12-14|13174.0|0|13187.0|0|273.0|0|0.0|100
0|2021-12-15|13202.0|0|13202.0|0|275.0|0|0.0|100
0|2021-12-16|13212.0|0|13212.0|0|275.0|0|0.0|100
0|2021-12-17|13222.0|0|13222.0|0|275.0|0|0.0|100
0|2021-12-18|13235.0|0|13235.0|0|275.0|0|0.0|100
0|2021-12-19|13239.0|0|13239.0|0|275.0|0|0.0|100
0|2021-12-20|13245.0|0|13245.0|0|275.0|0|0.0|100
0|2021-12-21|13272.0|0|13272.0|0|276.0|0|0.0|100
0|2021-12-22|13288.0|0|13288.0|0|276.0|0|0.0|100
0|2021-12-23|13300.0|0|13300.0|0|276.0|0|0.0|100
0|2021-12-24|13327.0|0|13327.0|0|277.0|0|0.0|100
0|2021-12-25|13348.0|0|13348.0|0|277.0|0|0.0|100
0|2021-12-26|13352.0|0|13352.0|0|277.0|0|0.0|100
0|2021-12-27|13359.0|0|13359.0|0|277.0|0|0.0|100
0|2021-12-28|13366.0|0|13366.0|0|277.0|0|0.0|100
0|2021-12-29|13400.0|0|13400.0|0|278.0|0|0.0|100
0|2021-12-30|13460.0|0|13460.0|0|278.0|0|0.0|100
0|2021-12-31|13538.0|0|13538.0|0|278.0|0|0.0|100
0|2022-01-01|13538.0|0|13538.0|0|278.0|0|0.0|100
0|2022-01-02|13607.0|0|13607.0|0|278.0|0|0.0|100
0|2022-01-03|13621.0|0|13621.0|0|278.0|0|0.0|100
0|2022-01-04|13660.0|0|13660.0|0|280.0|0|0.0|100
0|2022-01-05|13732.0|0|13732.0|0|280.0|0|0.0|100
0|2022-01-06|13860.0|0|13860.0|0|280.0|0|0.0|100
0|2022-01-07|13989.0|0|13989.0|0|282.0|0|0.0|100
0|2022-01-08|14096.0|0|14096.0|0|283.0|0|0.0|100
0|2022-01-09|14219.0|0|14219.0|0|283.0|0|0.0|100
0|2022-01-10|14246.0|0|14246.0|0|283.0|0|0.0|100
0|2022-01-11|14329.0|0|14329.0|0|283.0|0|0.0|100
0|2022-01-12|14425.0|0|14425.0|0|283.0|0|0.0|100
0|2022-01-13|14425.0|0|14425.0|0|283.0|0|0.0|100
0|2022-01-14|14425.0|0|14425.0|0|283.0|0|0.0|100
0|2022-01-15|14425.0|0|14425.0|0|283.0|0|0.0|100
0|2022-01-16|15155.0|0|15155.0|0|285.0|0|0.0|100
0|2022-01-17|15245.0|0|0.0|100|285.0|0|0.0|100
