|dates|Tolland_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Tolland_Connecticut_UnitedStates.NYT_ConfirmedCases.data|Tolland_Connecticut_UnitedStates.NYT_ConfirmedCases.missing|Tolland_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Tolland_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11159.0|0|11159.0|0|198.0|0|0.0|100
0|2021-10-18|11198.0|0|11198.0|0|198.0|0|0.0|100
0|2021-10-19|11266.0|0|11266.0|0|198.0|0|0.0|100
0|2021-10-20|11279.0|0|11279.0|0|198.0|0|0.0|100
0|2021-10-21|11297.0|0|11297.0|0|198.0|0|0.0|100
0|2021-10-22|11311.0|0|11311.0|0|198.0|0|0.0|100
0|2021-10-23|11311.0|0|11311.0|0|198.0|0|0.0|100
0|2021-10-24|11311.0|0|11311.0|0|198.0|0|0.0|100
0|2021-10-25|11335.0|0|11335.0|0|198.0|0|0.0|100
0|2021-10-26|11339.0|0|11339.0|0|198.0|0|0.0|100
0|2021-10-27|11344.0|0|11344.0|0|198.0|0|0.0|100
0|2021-10-28|11356.0|0|11356.0|0|198.0|0|0.0|100
0|2021-10-29|11373.0|0|11373.0|0|198.0|0|0.0|100
0|2021-10-30|11373.0|0|11373.0|0|198.0|0|0.0|100
0|2021-10-31|11373.0|0|11373.0|0|198.0|0|0.0|100
0|2021-11-01|11396.0|0|11396.0|0|198.0|0|0.0|100
0|2021-11-02|11413.0|0|11413.0|0|198.0|0|0.0|100
0|2021-11-03|11426.0|0|11426.0|0|198.0|0|0.0|100
0|2021-11-04|11437.0|0|11437.0|0|198.0|0|0.0|100
0|2021-11-05|11450.0|0|11450.0|0|198.0|0|0.0|100
0|2021-11-06|11450.0|0|11450.0|0|198.0|0|0.0|100
0|2021-11-07|11450.0|0|11450.0|0|198.0|0|0.0|100
0|2021-11-08|11492.0|0|11492.0|0|198.0|0|0.0|100
0|2021-11-09|11515.0|0|11515.0|0|198.0|0|0.0|100
0|2021-11-10|11528.0|0|11528.0|0|198.0|0|0.0|100
0|2021-11-11|11542.0|0|11542.0|0|198.0|0|0.0|100
0|2021-11-12|11556.0|0|11556.0|0|198.0|0|0.0|100
0|2021-11-13|11556.0|0|11556.0|0|198.0|0|0.0|100
0|2021-11-14|11556.0|0|11556.0|0|198.0|0|0.0|100
0|2021-11-15|11642.0|0|11642.0|0|198.0|0|0.0|100
0|2021-11-16|11655.0|0|11655.0|0|198.0|0|0.0|100
0|2021-11-17|11670.0|0|11670.0|0|198.0|0|0.0|100
0|2021-11-18|11701.0|0|11701.0|0|198.0|0|0.0|100
0|2021-11-19|11724.0|0|11724.0|0|199.0|0|0.0|100
0|2021-11-20|11724.0|0|11724.0|0|199.0|0|0.0|100
0|2021-11-21|11724.0|0|11724.0|0|199.0|0|0.0|100
0|2021-11-22|11801.0|0|11801.0|0|199.0|0|0.0|100
0|2021-11-23|11820.0|0|11820.0|0|199.0|0|0.0|100
0|2021-11-24|11857.0|0|11857.0|0|201.0|0|0.0|100
0|2021-11-25|11857.0|0|11857.0|0|201.0|0|0.0|100
0|2021-11-26|11921.0|0|11921.0|0|201.0|0|0.0|100
0|2021-11-27|11921.0|0|11921.0|0|201.0|0|0.0|100
0|2021-11-28|11921.0|0|11921.0|0|201.0|0|0.0|100
0|2021-11-29|12010.0|0|12010.0|0|201.0|0|0.0|100
0|2021-11-30|12030.0|0|12030.0|0|204.0|0|0.0|100
0|2021-12-01|12074.0|0|12074.0|0|204.0|0|0.0|100
0|2021-12-02|12133.0|0|12133.0|0|204.0|0|0.0|100
0|2021-12-03|12174.0|0|12174.0|0|204.0|0|0.0|100
0|2021-12-04|12174.0|0|12174.0|0|204.0|0|0.0|100
0|2021-12-05|12174.0|0|12174.0|0|204.0|0|0.0|100
0|2021-12-06|12366.0|0|12366.0|0|204.0|0|0.0|100
0|2021-12-07|12449.0|0|12449.0|0|205.0|0|0.0|100
0|2021-12-08|12470.0|0|12470.0|0|205.0|0|0.0|100
0|2021-12-09|12586.0|0|12586.0|0|205.0|0|0.0|100
0|2021-12-10|12731.0|0|12731.0|0|205.0|0|0.0|100
0|2021-12-11|12731.0|0|12731.0|0|205.0|0|0.0|100
0|2021-12-12|12731.0|0|12731.0|0|205.0|0|0.0|100
0|2021-12-13|13027.0|0|13027.0|0|205.0|0|0.0|100
0|2021-12-14|13027.0|0|13164.0|0|205.0|0|0.0|100
0|2021-12-15|13242.0|0|13242.0|0|205.0|0|0.0|100
0|2021-12-16|13310.0|0|13310.0|0|205.0|0|0.0|100
0|2021-12-17|13358.0|0|13358.0|0|205.0|0|0.0|100
0|2021-12-18|13358.0|0|13358.0|0|205.0|0|0.0|100
0|2021-12-19|13358.0|0|13358.0|0|205.0|0|0.0|100
0|2021-12-20|13513.0|0|13513.0|0|207.0|0|0.0|100
0|2021-12-21|13642.0|0|13642.0|0|208.0|0|0.0|100
0|2021-12-22|13730.0|0|13730.0|0|208.0|0|0.0|100
0|2021-12-23|13790.0|0|13790.0|0|208.0|0|0.0|100
0|2021-12-24|13790.0|0|13790.0|0|208.0|0|0.0|100
0|2021-12-25|13790.0|0|13790.0|0|208.0|0|0.0|100
0|2021-12-26|13790.0|0|13790.0|0|208.0|0|0.0|100
0|2021-12-27|14079.0|0|14079.0|0|209.0|0|0.0|100
0|2021-12-28|14224.0|0|14224.0|0|210.0|0|0.0|100
0|2021-12-29|14423.0|0|14423.0|0|211.0|0|0.0|100
0|2021-12-30|14589.0|0|14589.0|0|211.0|0|0.0|100
0|2021-12-31|14589.0|0|14589.0|0|211.0|0|0.0|100
0|2022-01-01|14589.0|0|14589.0|0|211.0|0|0.0|100
0|2022-01-02|14589.0|0|14589.0|0|211.0|0|0.0|100
0|2022-01-03|15002.0|0|15002.0|0|211.0|0|0.0|100
0|2022-01-04|15268.0|0|15268.0|0|216.0|0|0.0|100
0|2022-01-05|15561.0|0|15561.0|0|216.0|0|0.0|100
0|2022-01-06|15816.0|0|15816.0|0|216.0|0|0.0|100
