|dates|Luzerne_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Luzerne_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Luzerne_Pennsylvania_UnitedStates.Male_Total_Population.data|Luzerne_Pennsylvania_UnitedStates.Male_Total_Population.missing|Luzerne_Pennsylvania_UnitedStates.Female_Total_Population.data|Luzerne_Pennsylvania_UnitedStates.Female_Total_Population.missing|Luzerne_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Luzerne_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-18|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-19|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-20|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-21|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-22|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-23|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-24|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-25|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-26|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-27|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-28|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-29|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-30|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-10-31|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-01|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-02|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-03|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-04|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-05|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-06|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-07|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-08|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-09|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-10|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-11|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-12|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-13|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-14|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-15|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-16|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-17|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-18|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-19|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-20|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-21|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-22|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-23|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-24|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-25|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-26|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-27|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-28|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-29|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-11-30|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-01|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-02|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-03|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-04|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-05|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-06|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-07|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-08|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-09|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-10|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-11|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-12|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-13|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-14|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-15|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-16|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-17|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-18|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-19|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-20|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-21|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-22|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-23|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-24|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-25|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-26|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-27|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-28|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-29|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-30|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2021-12-31|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-01|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-02|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-03|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-04|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-05|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-06|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-07|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-08|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-09|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-10|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-11|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-12|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-13|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-14|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-15|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-16|63184.0|0|157145.0|0|160501.0|0|62610.0|0
0|2022-01-17|63184.0|0|157145.0|0|160501.0|0|62610.0|0
