|dates|Hancock_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Hancock_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Hancock_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1373.0|0|1373.0|0|17.0|0|0.0|100
0|2021-10-18|1380.0|0|1380.0|0|17.0|0|0.0|100
0|2021-10-19|1381.0|0|1381.0|0|17.0|0|0.0|100
0|2021-10-20|1383.0|0|1383.0|0|17.0|0|0.0|100
0|2021-10-21|1384.0|0|1384.0|0|17.0|0|0.0|100
0|2021-10-22|1387.0|0|1387.0|0|17.0|0|0.0|100
0|2021-10-23|1387.0|0|1387.0|0|17.0|0|0.0|100
0|2021-10-24|1387.0|0|1387.0|0|17.0|0|0.0|100
0|2021-10-25|1391.0|0|1391.0|0|17.0|0|0.0|100
0|2021-10-26|1392.0|0|1392.0|0|17.0|0|0.0|100
0|2021-10-27|1396.0|0|1396.0|0|17.0|0|0.0|100
0|2021-10-28|1397.0|0|1397.0|0|17.0|0|0.0|100
0|2021-10-29|1398.0|0|1398.0|0|17.0|0|0.0|100
0|2021-10-30|1398.0|0|1398.0|0|17.0|0|0.0|100
0|2021-10-31|1398.0|0|1398.0|0|17.0|0|0.0|100
0|2021-11-01|1404.0|0|1404.0|0|17.0|0|0.0|100
0|2021-11-02|1404.0|0|1404.0|0|17.0|0|0.0|100
0|2021-11-03|1407.0|0|1407.0|0|17.0|0|0.0|100
0|2021-11-04|1413.0|0|1413.0|0|18.0|0|0.0|100
0|2021-11-05|1413.0|0|1413.0|0|18.0|0|0.0|100
0|2021-11-06|1413.0|0|1413.0|0|18.0|0|0.0|100
0|2021-11-07|1413.0|0|1413.0|0|18.0|0|0.0|100
0|2021-11-08|1416.0|0|1416.0|0|18.0|0|0.0|100
0|2021-11-09|1418.0|0|1418.0|0|18.0|0|0.0|100
0|2021-11-10|1418.0|0|1420.0|0|18.0|0|0.0|100
0|2021-11-11|1420.0|0|1420.0|0|18.0|0|0.0|100
0|2021-11-12|1422.0|0|1422.0|0|18.0|0|0.0|100
0|2021-11-13|1422.0|0|1422.0|0|18.0|0|0.0|100
0|2021-11-14|1422.0|0|1422.0|0|18.0|0|0.0|100
0|2021-11-15|1433.0|0|1433.0|0|18.0|0|0.0|100
0|2021-11-16|1437.0|0|1437.0|0|18.0|0|0.0|100
0|2021-11-17|1439.0|0|1439.0|0|18.0|0|0.0|100
0|2021-11-18|1440.0|0|1440.0|0|18.0|0|0.0|100
0|2021-11-19|1444.0|0|1444.0|0|18.0|0|0.0|100
0|2021-11-20|1444.0|0|1444.0|0|18.0|0|0.0|100
0|2021-11-21|1444.0|0|1444.0|0|18.0|0|0.0|100
0|2021-11-22|1454.0|0|1454.0|0|18.0|0|0.0|100
0|2021-11-23|1456.0|0|1456.0|0|18.0|0|0.0|100
0|2021-11-24|1462.0|0|1462.0|0|18.0|0|0.0|100
0|2021-11-25|1462.0|0|1462.0|0|18.0|0|0.0|100
0|2021-11-26|1462.0|0|1462.0|0|18.0|0|0.0|100
0|2021-11-27|1462.0|0|1462.0|0|18.0|0|0.0|100
