|dates|Hancock_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Hancock_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Hancock_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|1462.0|0|1462.0|0|18.0|0|0.0|100
0|2021-11-29|1466.0|0|1466.0|0|18.0|0|0.0|100
0|2021-11-30|1479.0|0|1479.0|0|18.0|0|0.0|100
0|2021-12-01|1490.0|0|1490.0|0|18.0|0|0.0|100
0|2021-12-02|1490.0|0|1507.0|0|18.0|0|0.0|100
0|2021-12-03|1517.0|0|1517.0|0|18.0|0|0.0|100
0|2021-12-04|1517.0|0|1517.0|0|18.0|0|0.0|100
0|2021-12-05|1517.0|0|1517.0|0|18.0|0|0.0|100
0|2021-12-06|1522.0|0|1522.0|0|18.0|0|0.0|100
0|2021-12-07|1533.0|0|1533.0|0|18.0|0|0.0|100
0|2021-12-08|1543.0|0|1543.0|0|18.0|0|0.0|100
0|2021-12-09|1547.0|0|1547.0|0|18.0|0|0.0|100
0|2021-12-10|1554.0|0|1554.0|0|18.0|0|0.0|100
0|2021-12-11|1554.0|0|1554.0|0|18.0|0|0.0|100
0|2021-12-12|1554.0|0|1554.0|0|18.0|0|0.0|100
0|2021-12-13|1571.0|0|1571.0|0|18.0|0|0.0|100
0|2021-12-14|1571.0|0|1579.0|0|18.0|0|0.0|100
0|2021-12-15|1593.0|0|1593.0|0|18.0|0|0.0|100
0|2021-12-16|1603.0|0|1603.0|0|18.0|0|0.0|100
0|2021-12-17|1611.0|0|1611.0|0|18.0|0|0.0|100
0|2021-12-18|1611.0|0|1611.0|0|18.0|0|0.0|100
0|2021-12-19|1611.0|0|1611.0|0|18.0|0|0.0|100
0|2021-12-20|1623.0|0|1623.0|0|18.0|0|0.0|100
0|2021-12-21|1632.0|0|1632.0|0|19.0|0|0.0|100
0|2021-12-22|1639.0|0|1639.0|0|19.0|0|0.0|100
0|2021-12-23|1639.0|0|1639.0|0|19.0|0|0.0|100
0|2021-12-24|1639.0|0|1639.0|0|19.0|0|0.0|100
0|2021-12-25|1639.0|0|1639.0|0|19.0|0|0.0|100
0|2021-12-26|1639.0|0|1639.0|0|19.0|0|0.0|100
0|2021-12-27|1665.0|0|1665.0|0|19.0|0|0.0|100
0|2021-12-28|1676.0|0|1676.0|0|19.0|0|0.0|100
0|2021-12-29|1682.0|0|1682.0|0|19.0|0|0.0|100
0|2021-12-30|1682.0|0|1682.0|0|19.0|0|0.0|100
0|2021-12-31|1682.0|0|1682.0|0|19.0|0|0.0|100
0|2022-01-01|1682.0|0|1682.0|0|19.0|0|0.0|100
0|2022-01-02|1682.0|0|1682.0|0|19.0|0|0.0|100
0|2022-01-03|1719.0|0|1719.0|0|19.0|0|0.0|100
0|2022-01-04|1724.0|0|1724.0|0|19.0|0|0.0|100
0|2022-01-05|1739.0|0|1739.0|0|19.0|0|0.0|100
0|2022-01-06|1766.0|0|1766.0|0|19.0|0|0.0|100
0|2022-01-07|1787.0|0|1787.0|0|19.0|0|0.0|100
0|2022-01-08|1787.0|0|1787.0|0|19.0|0|0.0|100
0|2022-01-09|1787.0|0|1787.0|0|19.0|0|0.0|100
0|2022-01-10|1801.0|0|1801.0|0|19.0|0|0.0|100
0|2022-01-11|1819.0|0|1819.0|0|19.0|0|0.0|100
0|2022-01-12|1839.0|0|1839.0|0|19.0|0|0.0|100
0|2022-01-13|1839.0|0|1847.0|0|19.0|0|0.0|100
0|2022-01-14|1875.0|0|1875.0|0|19.0|0|0.0|100
0|2022-01-15|1875.0|0|1875.0|0|19.0|0|0.0|100
0|2022-01-16|1875.0|0|1875.0|0|19.0|0|0.0|100
0|2022-01-17|1875.0|0|0.0|100|19.0|0|0.0|100
