|dates|Boone_Missouri_UnitedStates.BLS_EmployedPopulation.data|Boone_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Boone_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Boone_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Boone_Missouri_UnitedStates.BLS_UnemploymentRate.data|Boone_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Boone_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Boone_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-18|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-19|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-20|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-21|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-22|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-23|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-24|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-25|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-26|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-27|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-28|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-29|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-30|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-10-31|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-01|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-02|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-03|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-04|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-05|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-06|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-07|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-08|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-09|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-10|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-11|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-12|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-13|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-14|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-15|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-16|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-17|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-18|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-19|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-20|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-21|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-22|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-23|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-24|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
0|2021-11-25|95754.0|0|3050.0|0|3.086919557912635|0|98804.0|0
