|dates|Moore_Texas_UnitedStates.JHU_ConfirmedCases.data|Moore_Texas_UnitedStates.JHU_ConfirmedCases.missing|Moore_Texas_UnitedStates.NYT_ConfirmedCases.data|Moore_Texas_UnitedStates.NYT_ConfirmedCases.missing|Moore_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Moore_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Moore_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Moore_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3418.0|0|3418.0|0|84.0|0|0.0|100
0|2021-10-18|3418.0|0|3418.0|0|84.0|0|0.0|100
0|2021-10-19|3423.0|0|3423.0|0|84.0|0|0.0|100
0|2021-10-20|3424.0|0|3424.0|0|85.0|0|0.0|100
0|2021-10-21|3441.0|0|3441.0|0|85.0|0|0.0|100
0|2021-10-22|3441.0|0|3441.0|0|85.0|0|0.0|100
0|2021-10-23|3457.0|0|3457.0|0|85.0|0|0.0|100
0|2021-10-24|3457.0|0|3457.0|0|85.0|0|0.0|100
0|2021-10-25|3457.0|0|3457.0|0|85.0|0|0.0|100
0|2021-10-26|3461.0|0|3461.0|0|85.0|0|0.0|100
0|2021-10-27|3463.0|0|3463.0|0|85.0|0|0.0|100
0|2021-10-28|3463.0|0|3463.0|0|85.0|0|0.0|100
0|2021-10-29|3476.0|0|3476.0|0|85.0|0|0.0|100
0|2021-10-30|3484.0|0|3484.0|0|85.0|0|0.0|100
0|2021-10-31|3484.0|0|3484.0|0|85.0|0|0.0|100
0|2021-11-01|3484.0|0|3484.0|0|85.0|0|0.0|100
0|2021-11-02|3487.0|0|3487.0|0|85.0|0|0.0|100
0|2021-11-03|3495.0|0|3495.0|0|85.0|0|0.0|100
0|2021-11-04|3498.0|0|3498.0|0|86.0|0|0.0|100
0|2021-11-05|3505.0|0|3505.0|0|88.0|0|0.0|100
0|2021-11-06|3515.0|0|3515.0|0|88.0|0|0.0|100
0|2021-11-07|3515.0|0|3515.0|0|88.0|0|0.0|100
0|2021-11-08|3515.0|0|3515.0|0|88.0|0|0.0|100
0|2021-11-09|3533.0|0|3533.0|0|88.0|0|0.0|100
0|2021-11-10|3533.0|0|3533.0|0|88.0|0|0.0|100
0|2021-11-11|3545.0|0|3545.0|0|88.0|0|0.0|100
0|2021-11-12|3545.0|0|3545.0|0|88.0|0|0.0|100
0|2021-11-13|3546.0|0|3546.0|0|88.0|0|0.0|100
0|2021-11-14|3546.0|0|3546.0|0|88.0|0|0.0|100
0|2021-11-15|3546.0|0|3546.0|0|88.0|0|0.0|100
0|2021-11-16|3549.0|0|3549.0|0|88.0|0|0.0|100
0|2021-11-17|3587.0|0|3587.0|0|88.0|0|0.0|100
0|2021-11-18|3587.0|0|3587.0|0|88.0|0|0.0|100
0|2021-11-19|3604.0|0|3604.0|0|88.0|0|0.0|100
0|2021-11-20|3609.0|0|3609.0|0|88.0|0|0.0|100
0|2021-11-21|3609.0|0|3609.0|0|88.0|0|0.0|100
0|2021-11-22|3609.0|0|3609.0|0|88.0|0|0.0|100
0|2021-11-23|3616.0|0|3616.0|0|88.0|0|0.0|100
0|2021-11-24|3616.0|0|3616.0|0|88.0|0|0.0|100
0|2021-11-25|3616.0|0|3616.0|0|88.0|0|0.0|100
0|2021-11-26|3616.0|0|3616.0|0|88.0|0|0.0|100
0|2021-11-27|3616.0|0|3616.0|0|88.0|0|0.0|100
0|2021-11-28|3616.0|0|3616.0|0|88.0|0|0.0|100
0|2021-11-29|3642.0|0|3642.0|0|88.0|0|0.0|100
0|2021-11-30|3650.0|0|3650.0|0|88.0|0|0.0|100
0|2021-12-01|3657.0|0|3657.0|0|89.0|0|0.0|100
0|2021-12-02|3665.0|0|3665.0|0|89.0|0|0.0|100
0|2021-12-03|3668.0|0|3668.0|0|89.0|0|0.0|100
0|2021-12-04|3668.0|0|3668.0|0|89.0|0|0.0|100
0|2021-12-05|3668.0|0|3669.0|0|89.0|0|0.0|100
0|2021-12-06|3669.0|0|3669.0|0|89.0|0|0.0|100
0|2021-12-07|3670.0|0|3670.0|0|89.0|0|0.0|100
0|2021-12-08|3679.0|0|3679.0|0|90.0|0|0.0|100
0|2021-12-09|3687.0|0|3687.0|0|90.0|0|0.0|100
0|2021-12-10|3688.0|0|3688.0|0|91.0|0|0.0|100
0|2021-12-11|3701.0|0|3701.0|0|91.0|0|0.0|100
0|2021-12-12|3703.0|0|3703.0|0|91.0|0|0.0|100
0|2021-12-13|3704.0|0|3704.0|0|91.0|0|0.0|100
0|2021-12-14|3704.0|0|3707.0|0|91.0|0|0.0|100
0|2021-12-15|3713.0|0|3713.0|0|91.0|0|0.0|100
0|2021-12-16|3713.0|0|3713.0|0|91.0|0|0.0|100
0|2021-12-17|3715.0|0|3715.0|0|91.0|0|0.0|100
0|2021-12-18|3719.0|0|3719.0|0|92.0|0|0.0|100
0|2021-12-19|3720.0|0|3720.0|0|92.0|0|0.0|100
0|2021-12-20|3721.0|0|3721.0|0|92.0|0|0.0|100
0|2021-12-21|3729.0|0|3729.0|0|92.0|0|0.0|100
0|2021-12-22|3742.0|0|3742.0|0|92.0|0|0.0|100
0|2021-12-23|3747.0|0|3747.0|0|92.0|0|0.0|100
0|2021-12-24|3747.0|0|3747.0|0|92.0|0|0.0|100
0|2021-12-25|3747.0|0|3747.0|0|92.0|0|0.0|100
0|2021-12-26|3747.0|0|3747.0|0|92.0|0|0.0|100
0|2021-12-27|3763.0|0|3763.0|0|92.0|0|0.0|100
0|2021-12-28|3789.0|0|3789.0|0|92.0|0|0.0|100
0|2021-12-29|3797.0|0|3797.0|0|92.0|0|0.0|100
0|2021-12-30|3803.0|0|3803.0|0|93.0|0|0.0|100
0|2021-12-31|3803.0|0|3803.0|0|93.0|0|0.0|100
0|2022-01-01|3803.0|0|3803.0|0|93.0|0|0.0|100
0|2022-01-02|3803.0|0|3803.0|0|93.0|0|0.0|100
0|2022-01-03|3812.0|0|3812.0|0|93.0|0|0.0|100
0|2022-01-04|3821.0|0|3821.0|0|94.0|0|0.0|100
0|2022-01-05|3835.0|0|3835.0|0|94.0|0|0.0|100
0|2022-01-06|3864.0|0|3864.0|0|94.0|0|0.0|100
0|2022-01-07|3893.0|0|3893.0|0|95.0|0|0.0|100
0|2022-01-08|3904.0|0|3904.0|0|95.0|0|0.0|100
0|2022-01-09|3913.0|0|3913.0|0|95.0|0|0.0|100
0|2022-01-10|3919.0|0|3919.0|0|95.0|0|0.0|100
0|2022-01-11|3926.0|0|3926.0|0|95.0|0|0.0|100
0|2022-01-12|3943.0|0|3943.0|0|97.0|0|0.0|100
0|2022-01-13|3943.0|0|3954.0|0|97.0|0|0.0|100
0|2022-01-14|3954.0|0|4575.0|0|97.0|0|0.0|100
0|2022-01-15|4593.0|0|4593.0|0|97.0|0|0.0|100
0|2022-01-16|4601.0|0|4601.0|0|97.0|0|0.0|100
0|2022-01-17|4616.0|0|0.0|100|97.0|0|0.0|100
