|dates|Rock_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Rock_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Rock_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Rock_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Rock_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Rock_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Rock_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Rock_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-18|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-19|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-20|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-21|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-22|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-23|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-24|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-25|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-26|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-27|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-28|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-29|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-30|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-10-31|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-01|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-02|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-03|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-04|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-05|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-06|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-07|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-08|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-09|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-10|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-11|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-12|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-13|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-14|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-15|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-16|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-17|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-18|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-19|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-20|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-21|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-22|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-23|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-24|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-25|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-26|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-27|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
0|2021-11-28|82339.0|0|4104.0|0|4.747637171315202|0|86443.0|0
