|dates|Logan_Illinois_UnitedStates.JHU_ConfirmedCases.data|Logan_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Logan_Illinois_UnitedStates.NYT_ConfirmedCases.data|Logan_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Logan_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|5118.0|0|5118.0|0|76.0|0|0.0|100
0|2021-11-19|5139.0|0|5139.0|0|76.0|0|0.0|100
0|2021-11-20|5139.0|0|5139.0|0|76.0|0|0.0|100
0|2021-11-21|5139.0|0|5139.0|0|76.0|0|0.0|100
0|2021-11-22|5159.0|0|5159.0|0|76.0|0|0.0|100
0|2021-11-23|5165.0|0|5165.0|0|76.0|0|0.0|100
0|2021-11-24|5175.0|0|5175.0|0|76.0|0|0.0|100
0|2021-11-25|5175.0|0|5175.0|0|76.0|0|0.0|100
0|2021-11-26|5175.0|0|5175.0|0|76.0|0|0.0|100
0|2021-11-27|5175.0|0|5175.0|0|76.0|0|0.0|100
0|2021-11-28|5175.0|0|5175.0|0|76.0|0|0.0|100
0|2021-11-29|5240.0|0|5240.0|0|76.0|0|0.0|100
0|2021-11-30|5255.0|0|5255.0|0|77.0|0|0.0|100
0|2021-12-01|5280.0|0|5280.0|0|77.0|0|0.0|100
0|2021-12-02|5280.0|0|5322.0|0|77.0|0|0.0|100
0|2021-12-03|5352.0|0|5352.0|0|77.0|0|0.0|100
0|2021-12-04|5352.0|0|5352.0|0|77.0|0|0.0|100
0|2021-12-05|5352.0|0|5352.0|0|77.0|0|0.0|100
0|2021-12-06|5399.0|0|5399.0|0|77.0|0|0.0|100
0|2021-12-07|5437.0|0|5437.0|0|77.0|0|0.0|100
0|2021-12-08|5455.0|0|5455.0|0|77.0|0|0.0|100
0|2021-12-09|5482.0|0|5482.0|0|77.0|0|0.0|100
0|2021-12-10|5501.0|0|5501.0|0|77.0|0|0.0|100
0|2021-12-11|5501.0|0|5501.0|0|77.0|0|0.0|100
0|2021-12-12|5501.0|0|5501.0|0|77.0|0|0.0|100
0|2021-12-13|5589.0|0|5589.0|0|77.0|0|0.0|100
0|2021-12-14|5589.0|0|5628.0|0|77.0|0|0.0|100
0|2021-12-15|5660.0|0|5660.0|0|77.0|0|0.0|100
0|2021-12-16|5711.0|0|5711.0|0|77.0|0|0.0|100
0|2021-12-17|5734.0|0|5734.0|0|77.0|0|0.0|100
0|2021-12-18|5734.0|0|5734.0|0|77.0|0|0.0|100
0|2021-12-19|5734.0|0|5734.0|0|77.0|0|0.0|100
0|2021-12-20|5838.0|0|5838.0|0|77.0|0|0.0|100
0|2021-12-21|5856.0|0|5856.0|0|77.0|0|0.0|100
0|2021-12-22|5908.0|0|5908.0|0|77.0|0|0.0|100
0|2021-12-23|5931.0|0|5931.0|0|77.0|0|0.0|100
0|2021-12-24|5931.0|0|5931.0|0|77.0|0|0.0|100
0|2021-12-25|5931.0|0|5931.0|0|77.0|0|0.0|100
0|2021-12-26|5931.0|0|5931.0|0|77.0|0|0.0|100
0|2021-12-27|6074.0|0|6074.0|0|77.0|0|0.0|100
0|2021-12-28|6105.0|0|6105.0|0|77.0|0|0.0|100
0|2021-12-29|6144.0|0|6144.0|0|77.0|0|0.0|100
0|2021-12-30|6221.0|0|6221.0|0|78.0|0|0.0|100
0|2021-12-31|6221.0|0|6221.0|0|78.0|0|0.0|100
0|2022-01-01|6221.0|0|6221.0|0|78.0|0|0.0|100
0|2022-01-02|6221.0|0|6221.0|0|78.0|0|0.0|100
0|2022-01-03|6377.0|0|6377.0|0|78.0|0|0.0|100
0|2022-01-04|6443.0|0|6443.0|0|78.0|0|0.0|100
0|2022-01-05|6498.0|0|6498.0|0|78.0|0|0.0|100
0|2022-01-06|6662.0|0|6662.0|0|78.0|0|0.0|100
0|2022-01-07|6791.0|0|6791.0|0|78.0|0|0.0|100
0|2022-01-08|6791.0|0|6791.0|0|78.0|0|0.0|100
0|2022-01-09|6791.0|0|6791.0|0|78.0|0|0.0|100
0|2022-01-10|7204.0|0|7204.0|0|78.0|0|0.0|100
0|2022-01-11|7294.0|0|7294.0|0|78.0|0|0.0|100
0|2022-01-12|7412.0|0|7412.0|0|78.0|0|0.0|100
0|2022-01-13|7412.0|0|7624.0|0|78.0|0|0.0|100
0|2022-01-14|7760.0|0|7760.0|0|78.0|0|0.0|100
0|2022-01-15|7760.0|0|7760.0|0|78.0|0|0.0|100
0|2022-01-16|7760.0|0|7760.0|0|78.0|0|0.0|100
0|2022-01-17|7760.0|0|0.0|100|78.0|0|0.0|100
