|dates|Jefferson_Washington_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Washington_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Washington_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Washington_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1021.0|0|1021.0|0|16.0|0|0.0|100
0|2021-10-18|1021.0|0|1021.0|0|16.0|0|0.0|100
0|2021-10-19|1037.0|0|1037.0|0|16.0|0|0.0|100
0|2021-10-20|1041.0|0|1041.0|0|17.0|0|0.0|100
0|2021-10-21|1046.0|0|1046.0|0|17.0|0|0.0|100
0|2021-10-22|1061.0|0|1061.0|0|17.0|0|0.0|100
0|2021-10-23|1061.0|0|1061.0|0|17.0|0|0.0|100
0|2021-10-24|1061.0|0|1061.0|0|17.0|0|0.0|100
0|2021-10-25|1080.0|0|1080.0|0|17.0|0|0.0|100
0|2021-10-26|1081.0|0|1081.0|0|17.0|0|0.0|100
0|2021-10-27|1085.0|0|1085.0|0|17.0|0|0.0|100
0|2021-10-28|1091.0|0|1091.0|0|17.0|0|0.0|100
0|2021-10-29|1094.0|0|1094.0|0|17.0|0|0.0|100
0|2021-10-30|1094.0|0|1094.0|0|17.0|0|0.0|100
0|2021-10-31|1094.0|0|1094.0|0|17.0|0|0.0|100
0|2021-11-01|1108.0|0|1108.0|0|17.0|0|0.0|100
0|2021-11-02|1111.0|0|1111.0|0|17.0|0|0.0|100
0|2021-11-03|1117.0|0|1117.0|0|17.0|0|0.0|100
0|2021-11-04|1120.0|0|1120.0|0|17.0|0|0.0|100
0|2021-11-05|1133.0|0|1133.0|0|17.0|0|0.0|100
0|2021-11-06|1133.0|0|1133.0|0|17.0|0|0.0|100
0|2021-11-07|1133.0|0|1133.0|0|17.0|0|0.0|100
0|2021-11-08|1146.0|0|1146.0|0|17.0|0|0.0|100
0|2021-11-09|1149.0|0|1149.0|0|17.0|0|0.0|100
0|2021-11-10|1144.0|0|1149.0|0|17.0|0|0.0|100
0|2021-11-11|1144.0|0|1149.0|0|17.0|0|0.0|100
0|2021-11-12|1149.0|0|1149.0|0|17.0|0|0.0|100
0|2021-11-13|1149.0|0|1149.0|0|17.0|0|0.0|100
0|2021-11-14|1149.0|0|1149.0|0|17.0|0|0.0|100
0|2021-11-15|1160.0|0|1160.0|0|17.0|0|0.0|100
0|2021-11-16|1168.0|0|1168.0|0|17.0|0|0.0|100
0|2021-11-17|1172.0|0|1172.0|0|17.0|0|0.0|100
0|2021-11-18|1185.0|0|1185.0|0|17.0|0|0.0|100
0|2021-11-19|1190.0|0|1190.0|0|17.0|0|0.0|100
0|2021-11-20|1190.0|0|1190.0|0|17.0|0|0.0|100
0|2021-11-21|1190.0|0|1190.0|0|17.0|0|0.0|100
0|2021-11-22|1211.0|0|1211.0|0|17.0|0|0.0|100
0|2021-11-23|1214.0|0|1214.0|0|17.0|0|0.0|100
0|2021-11-24|1217.0|0|1217.0|0|18.0|0|0.0|100
0|2021-11-25|1217.0|0|1217.0|0|18.0|0|0.0|100
0|2021-11-26|1217.0|0|1217.0|0|18.0|0|0.0|100
0|2021-11-27|1217.0|0|1217.0|0|18.0|0|0.0|100
0|2021-11-28|1217.0|0|1217.0|0|18.0|0|0.0|100
0|2021-11-29|1236.0|0|1236.0|0|19.0|0|0.0|100
0|2021-11-30|1240.0|0|1240.0|0|19.0|0|0.0|100
0|2021-12-01|1240.0|0|1240.0|0|19.0|0|0.0|100
0|2021-12-02|1250.0|0|1250.0|0|20.0|0|0.0|100
0|2021-12-03|1260.0|0|1260.0|0|20.0|0|0.0|100
0|2021-12-04|1260.0|0|1260.0|0|20.0|0|0.0|100
0|2021-12-05|1260.0|0|1260.0|0|20.0|0|0.0|100
0|2021-12-06|1263.0|0|1263.0|0|20.0|0|0.0|100
0|2021-12-07|1276.0|0|1276.0|0|20.0|0|0.0|100
0|2021-12-08|1281.0|0|1281.0|0|20.0|0|0.0|100
0|2021-12-09|1285.0|0|1285.0|0|20.0|0|0.0|100
0|2021-12-10|1294.0|0|1294.0|0|20.0|0|0.0|100
0|2021-12-11|1294.0|0|1294.0|0|20.0|0|0.0|100
0|2021-12-12|1294.0|0|1294.0|0|20.0|0|0.0|100
0|2021-12-13|1304.0|0|1304.0|0|21.0|0|0.0|100
0|2021-12-14|1304.0|0|1309.0|0|21.0|0|0.0|100
0|2021-12-15|1314.0|0|1314.0|0|21.0|0|0.0|100
0|2021-12-16|1318.0|0|1318.0|0|21.0|0|0.0|100
0|2021-12-17|1323.0|0|1323.0|0|21.0|0|0.0|100
0|2021-12-18|1323.0|0|1323.0|0|21.0|0|0.0|100
0|2021-12-19|1323.0|0|1323.0|0|21.0|0|0.0|100
0|2021-12-20|1323.0|0|1332.0|0|21.0|0|0.0|100
0|2021-12-21|1334.0|0|1334.0|0|21.0|0|0.0|100
0|2021-12-22|1344.0|0|1344.0|0|21.0|0|0.0|100
0|2021-12-23|1353.0|0|1353.0|0|21.0|0|0.0|100
0|2021-12-24|1353.0|0|1353.0|0|21.0|0|0.0|100
0|2021-12-25|1353.0|0|1353.0|0|21.0|0|0.0|100
0|2021-12-26|1353.0|0|1353.0|0|21.0|0|0.0|100
0|2021-12-27|1410.0|0|1410.0|0|21.0|0|0.0|100
0|2021-12-28|1413.0|0|1413.0|0|21.0|0|0.0|100
0|2021-12-29|1431.0|0|1431.0|0|21.0|0|0.0|100
0|2021-12-30|1447.0|0|1447.0|0|21.0|0|0.0|100
0|2021-12-31|1447.0|0|1447.0|0|21.0|0|0.0|100
0|2022-01-01|1447.0|0|1447.0|0|21.0|0|0.0|100
0|2022-01-02|1447.0|0|1447.0|0|21.0|0|0.0|100
0|2022-01-03|1522.0|0|1522.0|0|21.0|0|0.0|100
0|2022-01-04|1544.0|0|1544.0|0|21.0|0|0.0|100
0|2022-01-05|1567.0|0|1567.0|0|21.0|0|0.0|100
0|2022-01-06|1608.0|0|1608.0|0|21.0|0|0.0|100
0|2022-01-07|1666.0|0|1666.0|0|21.0|0|0.0|100
0|2022-01-08|1666.0|0|1666.0|0|21.0|0|0.0|100
0|2022-01-09|1666.0|0|1666.0|0|21.0|0|0.0|100
0|2022-01-10|1764.0|0|1764.0|0|21.0|0|0.0|100
0|2022-01-11|1793.0|0|1793.0|0|21.0|0|0.0|100
0|2022-01-12|1847.0|0|1847.0|0|20.0|0|0.0|100
0|2022-01-13|1847.0|0|1915.0|0|20.0|0|0.0|100
0|2022-01-14|1949.0|0|1949.0|0|22.0|0|0.0|100
0|2022-01-15|1949.0|0|1949.0|0|22.0|0|0.0|100
0|2022-01-16|1949.0|0|1949.0|0|22.0|0|0.0|100
0|2022-01-17|1949.0|0|0.0|100|22.0|0|0.0|100
