|dates|Ray_Missouri_UnitedStates.JHU_ConfirmedCases.data|Ray_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Ray_Missouri_UnitedStates.NYT_ConfirmedCases.data|Ray_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Ray_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Ray_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Ray_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Ray_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|3154.0|0|3154.0|0|52.0|0|0.0|100
0|2021-11-22|3158.0|0|3158.0|0|52.0|0|0.0|100
0|2021-11-23|3161.0|0|3161.0|0|52.0|0|0.0|100
0|2021-11-24|3182.0|0|3182.0|0|52.0|0|0.0|100
0|2021-11-25|3182.0|0|3182.0|0|52.0|0|0.0|100
0|2021-11-26|3182.0|0|3182.0|0|52.0|0|0.0|100
0|2021-11-27|3182.0|0|3182.0|0|52.0|0|0.0|100
0|2021-11-28|3182.0|0|3182.0|0|52.0|0|0.0|100
0|2021-11-29|3207.0|0|3207.0|0|52.0|0|0.0|100
0|2021-11-30|3222.0|0|3222.0|0|53.0|0|0.0|100
0|2021-12-01|3242.0|0|3242.0|0|53.0|0|0.0|100
0|2021-12-02|3263.0|0|3263.0|0|61.0|0|0.0|100
0|2021-12-03|3263.0|0|3263.0|0|61.0|0|0.0|100
0|2021-12-04|3285.0|0|3285.0|0|61.0|0|0.0|100
0|2021-12-05|3300.0|0|3300.0|0|61.0|0|0.0|100
0|2021-12-06|3325.0|0|3325.0|0|61.0|0|0.0|100
0|2021-12-07|3336.0|0|3336.0|0|61.0|0|0.0|100
0|2021-12-08|3370.0|0|3370.0|0|61.0|0|0.0|100
0|2021-12-09|3387.0|0|3387.0|0|61.0|0|0.0|100
0|2021-12-10|3401.0|0|3401.0|0|62.0|0|0.0|100
0|2021-12-11|3420.0|0|3420.0|0|62.0|0|0.0|100
0|2021-12-12|3425.0|0|3425.0|0|62.0|0|0.0|100
0|2021-12-13|3435.0|0|3435.0|0|62.0|0|0.0|100
0|2021-12-14|3435.0|0|3460.0|0|62.0|0|0.0|100
0|2021-12-15|3477.0|0|3477.0|0|64.0|0|0.0|100
0|2021-12-16|3510.0|0|3510.0|0|64.0|0|0.0|100
0|2021-12-17|3522.0|0|3522.0|0|64.0|0|0.0|100
0|2021-12-18|3535.0|0|3535.0|0|64.0|0|0.0|100
0|2021-12-19|3543.0|0|3543.0|0|64.0|0|0.0|100
0|2021-12-20|3549.0|0|3549.0|0|64.0|0|0.0|100
0|2021-12-21|3570.0|0|3570.0|0|64.0|0|0.0|100
0|2021-12-22|3591.0|0|3591.0|0|64.0|0|0.0|100
0|2021-12-23|3628.0|0|3628.0|0|64.0|0|0.0|100
0|2021-12-24|3628.0|0|3628.0|0|64.0|0|0.0|100
0|2021-12-25|3628.0|0|3628.0|0|64.0|0|0.0|100
0|2021-12-26|3628.0|0|3628.0|0|64.0|0|0.0|100
0|2021-12-27|3659.0|0|3659.0|0|64.0|0|0.0|100
0|2021-12-28|3680.0|0|3680.0|0|64.0|0|0.0|100
0|2021-12-29|3732.0|0|3732.0|0|65.0|0|0.0|100
0|2021-12-30|3769.0|0|3769.0|0|65.0|0|0.0|100
0|2021-12-31|3769.0|0|3769.0|0|65.0|0|0.0|100
0|2022-01-01|3769.0|0|3769.0|0|65.0|0|0.0|100
0|2022-01-02|3769.0|0|3769.0|0|65.0|0|0.0|100
0|2022-01-03|3769.0|0|3832.0|0|65.0|0|0.0|100
0|2022-01-04|3875.0|0|3875.0|0|67.0|0|0.0|100
0|2022-01-05|3893.0|0|3893.0|0|69.0|0|0.0|100
0|2022-01-06|3929.0|0|3929.0|0|70.0|0|0.0|100
0|2022-01-07|3941.0|0|3941.0|0|72.0|0|0.0|100
0|2022-01-08|3990.0|0|3990.0|0|72.0|0|0.0|100
0|2022-01-09|3998.0|0|3998.0|0|72.0|0|0.0|100
0|2022-01-10|4020.0|0|4020.0|0|72.0|0|0.0|100
0|2022-01-11|4059.0|0|4059.0|0|73.0|0|0.0|100
0|2022-01-12|4088.0|0|4088.0|0|73.0|0|0.0|100
0|2022-01-13|4088.0|0|4131.0|0|73.0|0|0.0|100
0|2022-01-14|4183.0|0|4183.0|0|73.0|0|0.0|100
0|2022-01-15|4249.0|0|4249.0|0|73.0|0|0.0|100
0|2022-01-16|4249.0|0|4249.0|0|73.0|0|0.0|100
0|2022-01-17|4249.0|0|0.0|100|73.0|0|0.0|100
