|dates|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Buffalo_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Buffalo_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|8771.0|0|8771.0|0|57.0|0|0.0|100
0|2021-12-12|8771.0|0|8771.0|0|57.0|0|0.0|100
0|2021-12-13|8814.0|0|8814.0|0|57.0|0|0.0|100
0|2021-12-14|8814.0|0|8843.0|0|57.0|0|0.0|100
0|2021-12-15|8876.0|0|8876.0|0|57.0|0|0.0|100
0|2021-12-16|8892.0|0|8892.0|0|57.0|0|0.0|100
0|2021-12-17|8905.0|0|8905.0|0|57.0|0|0.0|100
0|2021-12-18|8905.0|0|8905.0|0|57.0|0|0.0|100
0|2021-12-19|8905.0|0|8905.0|0|57.0|0|0.0|100
0|2021-12-20|8933.0|0|8933.0|0|57.0|0|0.0|100
0|2021-12-21|8947.0|0|8947.0|0|57.0|0|0.0|100
0|2021-12-22|8960.0|0|8960.0|0|57.0|0|0.0|100
0|2021-12-23|8976.0|0|8976.0|0|57.0|0|0.0|100
0|2021-12-24|8976.0|0|8976.0|0|57.0|0|0.0|100
0|2021-12-25|8976.0|0|8976.0|0|57.0|0|0.0|100
0|2021-12-26|8976.0|0|8976.0|0|57.0|0|0.0|100
0|2021-12-27|8976.0|0|8976.0|0|57.0|0|0.0|100
0|2021-12-28|9027.0|0|9027.0|0|57.0|0|0.0|100
0|2021-12-29|9041.0|0|9041.0|0|57.0|0|0.0|100
0|2021-12-30|9069.0|0|9069.0|0|57.0|0|0.0|100
0|2021-12-31|9069.0|0|9069.0|0|57.0|0|0.0|100
0|2022-01-01|9069.0|0|9069.0|0|57.0|0|0.0|100
0|2022-01-02|9069.0|0|9069.0|0|57.0|0|0.0|100
0|2022-01-03|9134.0|0|9134.0|0|57.0|0|0.0|100
0|2022-01-04|9157.0|0|9157.0|0|57.0|0|0.0|100
0|2022-01-05|9219.0|0|9219.0|0|57.0|0|0.0|100
0|2022-01-06|9282.0|0|9282.0|0|57.0|0|0.0|100
0|2022-01-07|9357.0|0|9357.0|0|57.0|0|0.0|100
0|2022-01-08|9357.0|0|9357.0|0|57.0|0|0.0|100
0|2022-01-09|9357.0|0|9357.0|0|57.0|0|0.0|100
0|2022-01-10|9463.0|0|9463.0|0|57.0|0|0.0|100
0|2022-01-11|9527.0|0|9527.0|0|57.0|0|0.0|100
0|2022-01-12|9603.0|0|9603.0|0|57.0|0|0.0|100
0|2022-01-13|9603.0|0|9672.0|0|57.0|0|0.0|100
0|2022-01-14|9759.0|0|9759.0|0|57.0|0|0.0|100
0|2022-01-15|9759.0|0|9759.0|0|57.0|0|0.0|100
0|2022-01-16|9759.0|0|9759.0|0|57.0|0|0.0|100
0|2022-01-17|9931.0|0|0.0|100|57.0|0|0.0|100
